EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,IS_TZ_ACTIVE,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
303514,[684502],[1],[ 0.6],[2000],[ 2010.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.6,1,2000-01,2000-01,2010-01
106906,[636397],[1],[ 0.25],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2015-01,2015-01,2018-01
139678,[639172],[1],[ 1.],[1990],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,1990-01,1990-01,2018-01
303520,[219579],[1],[ 0.29],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.29,1,2015-01,2015-01,2018-01
303522,[733647],[1],[ 0.5],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2014-01,2014-01,2018-01
172450,[683275],[0],[ 0.25],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.25,1,2015-01,2015-01,2018-01
139685,[662726],[1],[ 0.25],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2013-01,2013-01,2018-01
303526,[667524 218898 730454 729464 723870 688985 287485],[0 1 0 0 1 0 1],[ 0.005  0.6    1.     1.     0.25   0.4    0.877],[2009 2009 2011 2011 2012 2015 2015],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,3,4,0.42857142857142855,0.5714285714285714,0,7,0.0,1.0,0.5902857142857142,1,2009-01,2015-01,2018-01
303529,[724783 723514],[1 1],[ 0.4  0.5],[1999 2004],[ 2007.  2012.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.45,1,1999-01,2004-01,2007-01
336298,[630867 666207],[0 0],[ 1.    0.65],[2010 2011],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.825,1,2010-01,2011-01,2018-01
401837,[720432],[0],[ 0.146],[1999],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.146,1,1999-01,1999-01,2018-01
106926,[697812],[1],[ 0.6],[2006],[ 2013.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.6,1,2006-01,2006-01,2013-01
106928,[663683 453875],[1 1],[ 0.2  0.2],[2007 2014],[ 2009.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.2,1,2007-01,2014-01,2009-01
106929,[703638],[0],[ 0.7],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.7,1,2011-01,2011-01,2018-01
500145,[730035],[0],[ 0.55],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.55,1,2013-01,2013-01,2018-01
434611,[723057],[1],[ 1.],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2011-01,2011-01,2018-01
401844,[ 72964 674268],[1 1],[ 0.75  0.8 ],[2001 2003],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.775,1,2001-01,2003-01,2018-01
336307,[716675 674845],[0 0],[ 0.7  0.5],[2012 2014],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.6,1,2012-01,2014-01,2018-01
270770,[70091],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
500153,[643297],[1],[ 1.],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2002-01,2002-01,2018-01
467386,[687946],[0],[ 0.073],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.073,1,2015-01,2015-01,2018-01
8635,[646823],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
172478,[162973],[1],[ 0.333],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,1,2012-01,2012-01,2018-01
401856,[166291  71097],[1 1],[ 1.  1.],[2014 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
303553,[95739],[1],[ 0.5],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,1993-01,1993-01,2018-01
238020,[383966 624816 679098 643989 644322 693727 683172 638290 645000 690319],[1 1 1 1 1 1 1 1 1 1],[ 1.     0.282  0.226  1.     1.     0.917  0.067  1.     0.7    0.98 ],[1958 1979 1980 1981 1981 1982 1986 1987 2002 2002],[ 2018.  2018.  2018.  2010.  2018.  2012.  2018.  2008.  2007.  2013.],10,10,0,1.0,0.0,5,5,0.5,0.5,0.7172000000000001,1,1958-01,2002-01,2018-01
303559,[657471 398498  38137],[0 1 1],[ 0.9    0.311  0.4  ],[1995 2000 2001],[ 2011.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,0.537,1,1995-01,2001-01,2011-01
41416,[438307],[1],[ 0.5],[1999],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,1999-01,1999-01,2018-01
369096,[487919],[1],[ 0.05],[2000],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.05,1,2000-01,2000-01,2018-01
434634,[731955],[0],[ 0.99],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.99,1,2013-01,2013-01,2018-01
8651,[728411],[0],[ 0.51],[2009],[ 2014.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.51,1,2009-01,2009-01,2014-01
336327,[734069],[1],[ 0.4],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,1,2015-01,2015-01,2018-01
172495,[694611 507987 246335 167200 719685],[1 1 1 1 1],[ 0.5  0.5  0.9  0.1  0.1],[2000 2004 2007 2008 2009],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,0.42000000000000004,1,2000-01,2009-01,2018-01
369104,[625169],[0],[ 0.333],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.33299999999999996,1,2015-01,2015-01,2018-01
139735,[666254],[0],[ 0.405],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.405,1,2013-01,2013-01,2018-01
238042,[686109 669833 687269 396090],[0 0 1 1],[ 0.167  0.113  0.167  0.1  ],[2002 2009 2011 2011],[ 2018.  2018.  2018.  2018.],4,2,2,0.5,0.5,0,4,0.0,1.0,0.13674999999999998,1,2002-01,2011-01,2018-01
74205,[712646 683775 700272 729446 507912 721696 631719 629836],[0 1 1 0 1 0 1 0],[ 1.     1.     1.     0.342  0.51   1.     1.     0.51 ],[2005 2007 2011 2012 2012 2014 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,4,4,0.5,0.5,0,8,0.0,1.0,0.79525,1,2005-01,2014-01,2018-01
205278,"[623880 653900 638020 682964 638575 691893 725686 668993 446579 439417
 387700 632296 711657]",[1 1 1 1 1 1 1 1 1 1 1 1 1],[ 1.    1.    1.    1.    0.5   0.5   0.5   1.    0.75  1.    1.    1.    1.  ],[1982 1991 1993 1996 1996 2002 2003 2003 2003 2003 2005 2010 2012],"[ 2018.  2018.  2018.  2018.  2018.  2011.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.]",13,13,0,1.0,0.0,1,12,0.07692307692307693,0.9230769230769231,0.8653846153846154,1,1982-01,2012-01,2018-01
238047,[712684 679322 717405],[0 1 0],[ 0.65   0.51   0.089],[2011 2011 2012],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.4163333333333334,1,2011-01,2012-01,2018-01
106980,[138476],[1],[ 0.022],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.022000000000000002,1,2014-01,2014-01,2018-01
106987,[680145 639279],[0 1],[ 0.02   0.017],[1998 1999],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.018500000000000003,1,1998-01,1999-01,2018-01
500208,[225637],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
8689,[267027 682927 648472 653808 651077 641247],[1 0 0 1 0 0],[ 1.    0.96  0.51  0.5   1.    0.6 ],[2009 2014 2014 2015 2015 2015],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,2,4,0.3333333333333333,0.6666666666666666,0,6,0.0,1.0,0.7616666666666666,1,2009-01,2015-01,2018-01
434674,[637814],[1],[ 1.],[2006],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1,2006-01,2006-01,2008-01
106994,[722031 672016 670302],[0 0 0],[ 1.     0.4    0.049],[2006 2010 2012],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.48299999999999993,1,2006-01,2012-01,2018-01
303602,[42644],[1],[ 0.15],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.15,1,2006-01,2006-01,2018-01
270837,[474782],[1],[ 0.12],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.12,1,2011-01,2011-01,2018-01
172533,[682664],[1],[ 0.478],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.478,1,2015-01,2015-01,2018-01
500215,[283783],[1],[ 0.95],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.95,1,2003-01,2003-01,2018-01
467447,[628384],[0],[ 0.019],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.019,1,2012-01,2012-01,2018-01
270841,[663777],[0],[ 0.155],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.155,1,2006-01,2006-01,2018-01
172537,[627754 652246 716333 688005 675745 633760],[1 0 0 0 0 0],[ 0.5    0.133  1.     0.067  1.     0.133],[2007 2012 2013 2013 2013 2013],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,0,6,0.0,1.0,0.4721666666666667,1,2007-01,2013-01,2018-01
139770,[718751],[1],[ 0.3],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,1,2014-01,2014-01,2018-01
467453,[257392 727926],[1 0],[ 1.     0.667],[1993 1999],[ 2018.  2003.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.8335,1,1993-01,1999-01,2018-01
336381,[665552],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
401919,[670074],[0],[ 0.5],[2000],[ 2005.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.5,1,2000-01,2000-01,2005-01
336384,[511477],[1],[ 0.5],[2000],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2000-01,2000-01,2018-01
172543,[650282],[0],[ 1.],[2003],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2003-01,2003-01,2018-01
401923,[655204 301816],[1 1],[ 0.99  1.  ],[2007 2008],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.995,1,2007-01,2008-01,2018-01
401926,[721032 705935 678737 677624],[0 0 0 0],[ 0.8    0.49   0.35   0.575],[2013 2014 2014 2015],[ 2018.  2018.  2018.  2018.],4,0,4,0.0,1.0,0,4,0.0,1.0,0.55375,1,2013-01,2015-01,2018-01
467463,[648349  39738 681140 659983 700598 651187],[0 1 0 0 0 0],[ 0.184  0.05   0.194  0.5    0.51   0.1  ],[2004 2004 2007 2008 2009 2012],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,0,6,0.0,1.0,0.25633333333333336,1,2004-01,2012-01,2018-01
434696,[630540],[0],[ 0.51],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.51,1,2013-01,2013-01,2018-01
434700,[737648 691838],[0 0],[ 0.1  0.1],[2011 2012],[ 2018.  2014.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.1,1,2011-01,2012-01,2018-01
303628,[627004],[1],[ 0.1],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,1,2012-01,2012-01,2018-01
401933,[629966],[0],[ 0.093],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.09300000000000001,1,2015-01,2015-01,2018-01
336400,[715092],[0],[ 0.1],[1988],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.1,1,1988-01,1988-01,2018-01
8723,[224131],[1],[ 0.1],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,1,2012-01,2012-01,2018-01
336412,[675245 670836],[0 0],[ 0.45  0.05],[2006 2014],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.25,1,2006-01,2014-01,2018-01
500253,[500253],[1],[ 0.05],[1998],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.05,1,1998-01,1998-01,2018-01
401949,[352818 314208],[1 1],[ 0.231  0.12 ],[2008 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.1755,1,2008-01,2015-01,2018-01
8734,[717190],[1],[ 0.86],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.86,1,2011-01,2011-01,2018-01
139804,[ 99434 237113],[1 1],[ 1.  1.],[2012 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,1.0,1,2012-01,2013-01,2018-01
8735,[713824 720990],[1 0],[ 1.  1.],[2014 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,1.0,1,2014-01,2015-01,2018-01
270883,[674836],[1],[ 0.1],[1985],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,1,1985-01,1985-01,2018-01
336424,[ 46139 728628 684839 117588],[1 1 0 1],[ 0.4    0.67   1.     0.307],[2002 2004 2011 2012],[ 2018.  2018.  2018.  2018.],4,3,1,0.75,0.25,0,4,0.0,1.0,0.5942500000000001,1,2002-01,2012-01,2018-01
107049,[639162 738966 699262 645605 314485],[0 0 1 1 1],[ 0.4  0.8  0.5  0.9  0.9],[2009 2009 2009 2015 2015],[ 2010.  2018.  2018.  2018.  2018.],5,3,2,0.6,0.4,1,4,0.2,0.8,0.7,1,2009-01,2015-01,2010-01
270894,[676670 696164],[1 0],[ 0.833  0.5  ],[2004 2012],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.6665,1,2004-01,2012-01,2018-01
369198,[659584],[0],[ 0.55],[2008],[ 2010.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.55,1,2008-01,2008-01,2010-01
238126,[377469 521403 719591],[1 1 1],[ 0.25  0.5   0.5 ],[2009 2010 2015],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.4166666666666667,1,2009-01,2015-01,2018-01
238129,[654606],[1],[ 0.08],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.08,1,2012-01,2012-01,2018-01
172591,[694926 679290],[0 0],[ 0.15  0.35],[2013 2014],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.25,1,2013-01,2014-01,2018-01
41525,[726746],[0],[ 0.025],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.025,1,2015-01,2015-01,2018-01
74295,[699298],[1],[ 0.033],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.033,1,2008-01,2008-01,2018-01
107065,[704375 679426 674878 669917 648955 712629],[0 0 0 0 0 1],[ 1.   1.   1.   1.   0.5  0.3],[2005 2007 2007 2007 2010 2013],[ 2018.  2018.  2018.  2018.  2014.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,1,5,0.16666666666666666,0.8333333333333334,0.7999999999999999,1,2005-01,2013-01,2018-01
467514,[147856 265612],[1 1],[ 0.967  0.02 ],[2006 2012],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.49350000000000005,1,2006-01,2012-01,2018-01
434750,[735063 195917],[0 1],[ 0.29  0.9 ],[2005 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.595,1,2005-01,2015-01,2018-01
500292,[648007],[1],[ 0.833],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.833,1,2014-01,2014-01,2018-01
270917,[712863],[0],[ 0.2],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.2,1,2015-01,2015-01,2018-01
139849,[424754],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
74314,[731985],[0],[ 0.35],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.35,1,2009-01,2009-01,2018-01
74315,[249872],[1],[ 0.83],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.83,1,2007-01,2007-01,2018-01
205387,[740228 662251],[1 0],[ 1.    0.85],[2010 2011],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.925,1,2010-01,2011-01,2018-01
205389,[717994],[0],[ 0.084],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.084,1,2012-01,2012-01,2018-01
107086,[310652 707961],[1 0],[ 0.3    0.333],[2009 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.3165,1,2009-01,2015-01,2018-01
500310,[683773],[1],[ 0.2],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,1,2014-01,2014-01,2018-01
238169,[649502],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,1,2014-01,2014-01,2018-01
41561,[731916],[1],[ 0.9],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.9,1,2014-01,2014-01,2018-01
238172,[162527],[1],[ 0.5],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2010-01,2010-01,2018-01
238173,[202131 410590 637715],[1 1 0],[ 1.   0.5  1. ],[2003 2013 2014],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.8333333333333334,1,2003-01,2014-01,2018-01
8796,[637009],[0],[ 0.2],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.2,1,2014-01,2014-01,2018-01
107103,[649985 689085 714071],[0 0 0],[ 0.01  0.03  0.01],[1995 1996 2013],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.016666666666666666,1,1995-01,2013-01,2018-01
270944,[633762],[1],[ 1.],[1992],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,1992-01,1992-01,2018-01
434783,[738777 319859 363757 634837],[0 1 1 1],[ 0.45   0.063  0.5    0.111],[1998 2002 2006 2014],[ 2007.  2018.  2018.  2018.],4,3,1,0.75,0.25,1,3,0.25,0.75,0.28099999999999997,1,1998-01,2014-01,2007-01
74336,[413444],[1],[ 0.3],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,1,2007-01,2007-01,2018-01
107107,[660753],[1],[ 0.273],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.273,1,2003-01,2003-01,2018-01
500318,[444897],[1],[ 0.25],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.25,1,2015-01,2015-01,2018-01
402025,[677487],[1],[ 0.3],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,1,2011-01,2011-01,2018-01
303721,[711485],[0],[ 0.8],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.8,1,2012-01,2012-01,2018-01
434796,[655043],[0],[ 0.019],[1995],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.019,1,1995-01,1995-01,2018-01
107117,[481139],[1],[ 0.75],[2002],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.75,1,2002-01,2002-01,2018-01
8812,[658959],[1],[ 0.333],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,1,2009-01,2009-01,2018-01
434799,[735004],[1],[ 0.1],[2003],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,1,2003-01,2003-01,2018-01
74352,[655396],[0],[ 0.011],[1994],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.011000000000000001,1,1994-01,1994-01,2018-01
205427,[666848 670739],[1 1],[ 0.49   0.433],[2008 2011],[ 2011.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.4615,1,2008-01,2011-01,2011-01
434803,[698407],[0],[ 0.51],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.51,1,2013-01,2013-01,2018-01
336501,[671994 734159],[1 1],[ 0.807  0.05 ],[1997 1998],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.42850000000000005,1,1997-01,1998-01,2018-01
270967,[708037],[1],[ 0.51],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.51,1,2015-01,2015-01,2018-01
41595,[630584 659304],[1 1],[ 0.151  0.718],[1994 1998],[ 2018.  2009.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.4345,1,1994-01,1998-01,2018-01
303740,[676192],[1],[ 0.6],[2008],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.6,1,2008-01,2008-01,2011-01
402045,[701486 685617],[1 0],[ 0.8   0.01],[2001 2006],[ 2010.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.405,1,2001-01,2006-01,2010-01
467586,[730943 226532 299180 468591 683803 671381 667861 388388 645459 630121],[1 1 1 1 1 1 1 1 1 0],[ 0.8    0.6    0.946  0.505  0.6    0.6    0.875  0.6    0.8    0.8  ],[1999 2001 2005 2012 2013 2013 2013 2013 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,9,1,0.9,0.1,0,10,0.0,1.0,0.7125999999999999,1,1999-01,2014-01,2018-01
467588,[225601 708970],[1 0],[ 0.    0.51],[2000 2013],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.255,1,2000-01,2013-01,2018-01
500356,[719705],[1],[ 0.5],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2011-01,2011-01,2018-01
8839,[218409],[1],[ 0.015],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.015,1,2010-01,2010-01,2018-01
402058,[323276 291509  32373],[1 1 1],[ 1.  1.  1.],[2009 2012 2013],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,1.0,1,2009-01,2013-01,2018-01
500364,[664033],[1],[ 0.594],[1999],[ 2010.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.594,1,1999-01,1999-01,2010-01
467599,[490377],[1],[ 0.5],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2008-01,2008-01,2018-01
303761,[303761],[1],[ 1.],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2004-01,2004-01,2018-01
74386,[623661 636004],[0 1],[ 1.  1.],[2008 2009],[ 2012.  2011.],2,1,1,0.5,0.5,2,0,1.0,0.0,1.0,1,2008-01,2009-01,2012-01
369298,[493225],[1],[ 0.9],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.9,1,2013-01,2013-01,2018-01
402072,[640072],[1],[ 0.333],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,1,2015-01,2015-01,2018-01
402073,[453070],[1],[ 1.],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2009-01,2009-01,2018-01
107163,[659072],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1,2015-01,2015-01,2018-01
402077,[649705 646132 668160 112393],[0 1 1 1],[ 0.8  0.5  0.2  1. ],[2004 2005 2005 2009],[ 2005.  2009.  2018.  2018.],4,3,1,0.75,0.25,2,2,0.5,0.5,0.625,1,2004-01,2009-01,2005-01
271005,[720677],[1],[ 0.5],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2011-01,2011-01,2018-01
500383,"[670364 729860 657004 731036 723418 688844 715608 710336 694606 686138
 644079 717869 714223]",[1 0 0 0 0 0 0 0 0 0 0 0 0],"[ 1.     0.2    1.     0.5    0.15   1.     0.248  1.     1.     1.     1.
  0.74   0.066]",[2008 2008 2009 2012 2012 2013 2014 2014 2014 2014 2014 2015 2015],"[ 2011.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.]",13,1,12,0.07692307692307693,0.9230769230769231,1,12,0.07692307692307693,0.9230769230769231,0.684923076923077,1,2008-01,2015-01,2011-01
271006,[641625 690185 634835],[1 0 1],[ 0.115  0.506  0.501],[2014 2015 2015],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.37399999999999994,1,2014-01,2015-01,2018-01
139935,[415735],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,1,2015-01,2015-01,2018-01
172709,[650191],[0],[ 0.499],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.499,1,2014-01,2014-01,2018-01
107179,[625561],[0],[ 0.15],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.15,1,2015-01,2015-01,2018-01
467629,[672235],[0],[ 0.333],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.33299999999999996,1,2013-01,2013-01,2018-01
467634,[644634 327033 727794],[1 1 1],[ 0.364  1.     0.4  ],[1961 2005 2010],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.588,1,1961-01,2010-01,2018-01
500402,[650954],[1],[ 0.8],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,1,2005-01,2005-01,2018-01
402103,[249096],[1],[ 0.011],[2000],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.011000000000000001,1,2000-01,2000-01,2018-01
139963,[188033],[1],[ 0.4],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,1,2009-01,2009-01,2018-01
336572,[667441 379141],[0 1],[ 1.  1.],[2009 2011],[ 2012.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,1.0,1,2009-01,2011-01,2012-01
107196,[652576],[0],[ 0.1],[2011],[ 2013.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.1,1,2011-01,2011-01,2013-01
139966,[387732 300731 638465 712924],[1 1 0 0],[ 0.063  0.5    1.     1.   ],[1994 1997 2012 2015],[ 2018.  2018.  2018.  2018.],4,2,2,0.5,0.5,0,4,0.0,1.0,0.6407499999999999,1,1994-01,2015-01,2018-01
