EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
106376.0,[99026686 87367357],['2014-09-01' '2014-09-01'],[520000 520000],2,520000.0,1040000,2014-09,2014-09
40846.0,[76429622 81318715 97731821],['2014-02-01' '2014-02-01' '2015-02-01'],[ 263400  263400 1339800],3,622200.0,1866600,2014-02,2015-02
434062.0,[98055912],['2015-01-01'],[301300],1,301300.0,301300,2015-01,2015-01
237464.0,"[ 96571513 102623805 102623803 102623799 104980364 105317018 105252213
 105252211]","['2015-02-01' '2015-06-01' '2015-06-01' '2015-06-01' '2015-07-01'
 '2015-07-01' '2015-08-01' '2015-08-01']",[ 116000   20300   24600   21900  183300  183300 1107900  449000],8,263287.5,2106300,2015-02,2015-08
106394.0,[81341889],['2014-04-01'],[11600],1,11600.0,11600,2014-04,2014-04
171935.0,[ 87815070  92410657  93541621 102936006 104413192 108902610 105731922],"['2014-09-01' '2014-09-01' '2014-12-01' '2015-06-01' '2015-07-01'
 '2015-08-01' '2015-08-01']",[12000 12000 18000     0  6000     0     0],7,6857.142857142857,48000,2014-09,2015-08
73632.0,[75021327 80297805 80297898 75021329 80297900 75021191],"['2013-12-01' '2013-12-01' '2013-12-01' '2013-12-01' '2013-12-01'
 '2013-12-01']",[ 3100 17100  3100 15400 15400 17100],6,11866.666666666666,71200,2013-12,2013-12
335777.0,[99092834],['2015-03-01'],[10700],1,10700.0,10700,2015-03,2015-03
106408.0,[99087587],['2015-03-01'],[0],1,0.0,0,2015-03,2015-03
499635.0,[66087323],['2013-06-01'],[211900],1,211900.0,211900,2013-06,2013-06
73651.0,[ 93700480 106060767],['2014-12-01' '2015-08-01'],[0 0],2,0.0,0,2014-12,2015-08
401333.0,[61511198 62534445],['2013-04-01' '2013-06-01'],[ 7792500 15129200],2,11460850.0,22921700,2013-04,2013-06
368575.0,[62222432 73341331],['2013-06-01' '2013-07-01'],[187500 126700],2,157100.0,314200,2013-06,2013-07
434112.0,[42182854],['2012-09-01'],[9000],1,9000.0,9000,2012-09,2012-09
368592.0,[91767967 86298136],['2014-09-01' '2014-09-01'],[3000 3000],2,3000.0,6000,2014-09,2014-09
8147.0,[82420725],['2014-07-01'],[710000],1,710000.0,710000,2014-07,2014-07
270316.0,[102502986 108753691],['2015-06-01' '2015-06-01'],[23700 23700],2,23700.0,47400,2015-06,2015-06
139250.0,[61082622 75073663],['2013-03-01' '2014-02-01'],[1676000  428300],2,1052150.0,2104300,2013-03,2014-02
139252.0,[73368711],['2013-11-01'],[60000],1,60000.0,60000,2013-11,2013-11
204789.0,"[ 44524213  44371220  62161760  62161360  62161502  62160462  62163966
  62160143  62164411  62159881 103880899]","['2012-11-01' '2012-12-01' '2013-06-01' '2013-06-01' '2013-06-01'
 '2013-06-01' '2013-06-01' '2013-06-01' '2013-06-01' '2013-06-01'
 '2015-07-01']",[ 8100 30000 42800 27400 37800 47400 37800 22000 42500 37800 73800],11,37036.36363636364,407400,2012-11,2015-07
73722.0,[67903838],['2013-06-01'],[3600],1,3600.0,3600,2013-06,2013-06
434177.0,[ 98909316 108989478  99619069],['2015-03-01' '2015-04-01' '2015-04-01'],[29300 26300 26300],3,27300.0,81900,2015-03,2015-04
172036.0,[72850346 72850272 72850288],['2013-12-01' '2013-12-01' '2013-12-01'],[1000 4300 1000],3,2100.0,6300,2013-12,2013-12
139270.0,[103428316],['2015-06-01'],[24200],1,24200.0,24200,2015-06,2015-06
139276.0,[106520291],['2015-08-01'],[234600],1,234600.0,234600,2015-08,2015-08
368653.0,[60311078 60311068 60647635],['2013-01-01' '2013-01-01' '2013-02-01'],[10300 10300 12900],3,11166.666666666666,33500,2013-01,2013-02
335886.0,[67901620 91752032],['2013-07-01' '2014-10-01'],[20800 41500],2,31150.0,62300,2013-07,2014-10
40975.0,[81377617],['2014-05-01'],[11800],1,11800.0,11800,2014-05,2014-05
434192.0,[61029184],['2013-01-01'],[103600],1,103600.0,103600,2013-01,2013-01
204816.0,[112641886],['2014-01-01'],[11798000],1,11798000.0,11798000,2014-01,2014-01
434196.0,[76448807 96500280],['2014-01-01' '2015-01-01'],[8500    0],2,4250.0,8500,2014-01,2015-01
106527.0,[61296080],['2013-04-01'],[110000],1,110000.0,110000,2013-04,2013-04
434209.0,"[ 44528052  67684941  67683377  67783600  73327160  73327154  92716804
  79630504  76446587  79630498  79641125  92781854  76452193  79282945
  91909949  76452191  81334203  92716801  79321785  92714617  79328947
  97804088 112485275  79329836  91875641  79321898  79322313  79329838
 111916300  79330029  81334476  81334478  81334528  81334511  91721528
  87372074  97804997  91875955  97806434  91804862  96519910  96521732
  97000724  97000703  97000700  97000714  97000657  97000684  98098800
  96621238  97000651  96621226 101686435 101689610 101686448  98106328
  98098827  98523918  99083086 100112985 101820521 109638999 101655379
 110966980 102353643 102527936 104017729 105252063 106296081]","['2012-11-01' '2013-08-01' '2013-08-01' '2013-09-01' '2013-11-01'
 '2013-11-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-06-01'
 '2014-06-01' '2014-07-01' '2014-09-01' '2014-10-01' '2014-10-01'
 '2015-01-01' '2015-01-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-02-01' '2015-03-01' '2015-03-01' '2015-04-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-06-01' '2015-06-01'
 '2015-06-01' '2015-07-01' '2015-08-01' '2015-08-01']","[  69400   98100       0       0       0       0   35000   35000  247200
   70000  247200 1520000   35000 1520000  247200   70000  961500   70000
  770100  751000  300000  300000  770100 1141000  770100  751000  770100
  453400  770100   65700   34600   32300   77400   36400       0       0
  208000    7900   70000   20000   38800  599000  100000  304800  483400
 2663200  300000  240000  322200  200000  521300  169500  338600  250000
  160000  200000  160000 1100000  751000   74200  380600   23700   23700
  220000       0  220000  794300  236300 7713600]",69,462507.2463768116,31913000,2012-11,2015-08
73762.0,[71049146],['2013-10-01'],[531300],1,531300.0,531300,2013-10,2013-10
303141.0,[110666157],['2015-02-01'],[561900],1,561900.0,561900,2015-02,2015-02
466989.0,[112424287  97999436],['2015-01-01' '2015-01-01'],[388600 388600],2,388600.0,777200,2015-01,2015-01
8250.0,[75011847 81339833],['2014-01-01' '2014-01-01'],[655000 655000],2,655000.0,1310000,2014-01,2014-01
73791.0,[91017542 95903222],['2014-12-01' '2015-01-01'],[369300  51200],2,210250.0,420500,2014-12,2015-01
499776.0,[82105163 85450937],['2014-05-01' '2014-05-01'],[849400 849400],2,849400.0,1698800,2014-05,2014-05
270402.0,[ 80324265 108833466 108833457 103424570 103424564 108889524],"['2013-09-01' '2015-06-01' '2015-06-01' '2015-06-01' '2015-06-01'
 '2015-06-01']",[19100  2000  1300  9500 21800  2500],6,9366.666666666666,56200,2013-09,2015-06
270409.0,[75013611 80058817],['2013-12-01' '2013-12-01'],[30000 30000],2,30000.0,60000,2013-12,2013-12
401482.0,"[ 91875465  68726128  73326112  73326341  73390313  92418698  92714791
  80134968  79328845  92714516  80146309  92714845  97808807  96499835
 110607756  99270214]","['2013-07-01' '2013-07-01' '2013-07-01' '2013-09-01' '2013-10-01'
 '2013-10-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-05-01' '2014-05-01' '2014-10-01' '2015-01-01' '2015-03-01'
 '2015-03-01']","[1830100 1830100  540000  500000  680000  680000  354300  354300  300000
  300000   50000   50000   15000  508800   50000   50000]",16,505787.5,8092600,2013-07,2015-03
106571.0,[ 93700652 100869233],['2014-12-01' '2015-05-01'],[7000 2200],2,4600.0,9200,2014-12,2015-05
41037.0,[62290708],['2013-06-01'],[640000],1,640000.0,640000,2013-06,2013-06
73808.0,[72023958 72027691],['2013-01-01' '2013-01-01'],[28600  6600],2,17600.0,35200,2013-01,2013-01
139346.0,[61927289],['2013-05-01'],[0],1,0.0,0,2013-05,2013-05
8276.0,[109015828],['2015-02-01'],[112400],1,112400.0,112400,2015-02,2015-02
335960.0,[44101401 42669491],['2012-10-01' '2012-10-01'],[22000 26000],2,24000.0,48000,2012-10,2012-10
204903.0,[ 91750801 101729694],['2014-10-01' '2015-05-01'],[50257600 50257600],2,50257600.0,100515200,2014-10,2015-05
467055.0,[61484748],['2013-04-01'],[0],1,0.0,0,2013-04,2013-04
204923.0,"[ 75021838  80299156  75022151  80299897  75058477  81306171 100868954
 108753238]","['2013-12-01' '2013-12-01' '2013-12-01' '2013-12-01' '2014-01-01'
 '2014-01-01' '2015-05-01' '2015-05-01']",[ 21500  21500  20200  20200 101200 101200 102700 102700],8,61400.0,491200,2013-12,2015-05
434302.0,[41836022],['2012-09-01'],[27300],1,27300.0,27300,2012-09,2012-09
139393.0,[ 9314467 60590929 97121484],['2013-02-01' '2013-02-01' '2015-02-01'],[36280400 36280400   205000],3,24255266.666666668,72765800,2013-02,2015-02
336009.0,"[ 62061079  75024416  76433928  76435815  91676584  79638551  81329060
  91898287  97794763  85048791  91713801  85048881  92773481  85061831
  85068623  85061834  85066997  92773479  97817090  92773547  91872751
  99034333  97934141  99035864 103034017  99058589 103035599  96570888
 101684055 101483215  99036610 108758619  99913270 102528128 102623513]","['2013-06-01' '2013-08-01' '2014-01-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-07-01'
 '2014-07-01' '2014-07-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-10-01' '2014-11-01' '2014-12-01' '2015-01-01' '2015-01-01'
 '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-02-01'
 '2015-02-01' '2015-04-01' '2015-04-01' '2015-06-01' '2015-06-01']","[ 111500  138300  100000  293700  293700  293700 2300000 2300000 2300000
   68100  160400 1653700   86200  293100  942200   86200   28000  293100
  942200   28000   80000  100000  100000  200000  100000  358500  180600
   61400  180600   67800   67800    8800    8800       0       0]",35,406468.5714285714,14226400,2013-06,2015-06
401547.0,[ 42484265  43760839  60266473  83513308 111419341 101687448],"['2012-10-01' '2012-11-01' '2012-12-01' '2014-06-01' '2015-02-01'
 '2015-02-01']",[ 71500 298100 298100  70700 968300 968300],6,445833.3333333333,2675000,2012-10,2015-02
106639.0,"[ 91727186  91727170  91727174  87375433  87375422  87375418  83132103
  83135036  91684821  91684800 100112959 110105404 104412215]","['2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-07-01' '2014-07-01' '2014-09-01' '2014-09-01'
 '2015-04-01' '2015-07-01' '2015-07-01']","[1248700 3482100 6243400 1248700 6243400 3482100 2100000 3000000 6778700
 4067200 1987200 2270000 2270000]",13,3417038.4615384615,44421500,2014-06,2015-07
41105.0,"[79558258 74999784 79558302 91917672 74999778 74999782 91917681 74999780
 79558292 91917716 79558298 91917694 91917704 79558294 97811666 79558279
 74999757 97811663 91917726 74999743 97811661]","['2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01']","[ 69500  92500  92500  69500  43300 175300  48500  46800  46800 175300
 175300  43300  46800  43300  46800  48500  48500  43300  92500  69500
  48500]",21,74585.71428571429,1566300,2014-01,2014-01
237731.0,[66087489],['2013-06-01'],[50800],1,50800.0,50800,2013-06,2013-06
106681.0,[60478952],['2013-02-01'],[748200],1,748200.0,748200,2013-02,2013-02
401593.0,[91758426 85391152 99273282 98625820],['2014-08-01' '2014-08-01' '2015-03-01' '2015-03-01'],[4800 4800 8600    0],4,4550.0,18200,2014-08,2015-03
106694.0,[104115620],['2015-07-01'],[30000],1,30000.0,30000,2015-07,2015-07
73931.0,[93761412],['2014-11-01'],[3100],1,3100.0,3100,2014-11,2014-11
401612.0,[86799029 86296037],['2014-09-01' '2014-09-01'],[16000 16000],2,16000.0,32000,2014-09,2014-09
73932.0,[101091490],['2015-05-01'],[3100],1,3100.0,3100,2015-05,2015-05
434383.0,[60882886],['2013-03-01'],[678700],1,678700.0,678700,2013-03,2013-03
139476.0,[99087155 99087144],['2015-03-01' '2015-03-01'],[27400 73000],2,50200.0,100400,2015-03,2015-03
172256.0,[73353118],['2013-10-01'],[25900],1,25900.0,25900,2013-10,2013-10
401634.0,[80294014],['2013-10-01'],[4000],1,4000.0,4000,2013-10,2013-10
336098.0,[106674863],['2015-08-01'],[2800000],1,2800000.0,2800000,2015-08,2015-08
41197.0,[105315742 104525821],['2015-07-01' '2015-07-01'],[120000000 120000000],2,120000000.0,240000000,2015-07,2015-07
401649.0,[100386131],['2015-04-01'],[24400],1,24400.0,24400,2015-04,2015-04
237815.0,[79555415 91763841],['2014-01-01' '2014-01-01'],[0 0],2,0.0,0,2014-01,2014-01
270592.0,[ 62122679  62051515  62124675  62058421 106925354 110337659],"['2013-06-01' '2013-06-01' '2013-06-01' '2013-06-01' '2015-08-01'
 '2015-08-01']",[ 6500  9300 17200  8500 53900 53900],6,24883.333333333332,149300,2013-06,2015-08
270594.0,"[ 60145516  60878946  61288534  97801854  91906168  79555664  97801818
  74996185  74996383  79519585  91906143  85041453  75058059  97800656
  85041518  91795584   9306589  98098365 101686001  97925874   9308868
 112373979 100644884 101737128]","['2013-01-01' '2013-03-01' '2013-04-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-02-01' '2014-02-01' '2014-03-01' '2014-03-01'
 '2014-10-01' '2015-02-01' '2015-02-01' '2015-02-01' '2015-03-01'
 '2015-03-01' '2015-04-01' '2015-04-01' '2015-04-01']","[10000000 10000000 10000000 28485400 28485400 28485400 30000000 28485400
 30000000 30000000 30000000  1065400  1065400        0        0        0
 30000000 30000000 30000000 28285400 28285400        0        0        0]",24,17193466.666666668,412643200,2013-01,2015-04
237827.0,[80290686 76445221 80292555],['2013-08-01' '2013-08-01' '2013-09-01'],[6505900 6505900 5050000],3,6020600.0,18061800,2013-08,2013-09
368902.0,[61588247],['2013-01-01'],[132100],1,132100.0,132100,2013-01,2013-01
467209.0,[91711360 87436152],['2014-07-01' '2014-07-01'],[91300 91300],2,91300.0,182600,2014-07,2014-07
336141.0,[80058517 76457043],['2013-07-01' '2013-07-01'],[13800 13800],2,13800.0,27600,2013-07,2013-07
336152.0,[76451001 98061933],['2014-02-01' '2015-03-01'],[ 2600 33500],2,18050.0,36100,2014-02,2015-03
303385.0,[60236369],['2012-12-01'],[19400],1,19400.0,19400,2012-12,2012-12
41275.0,[93701098],['2014-12-01'],[13800],1,13800.0,13800,2014-12,2014-12
303420.0,[ 91681527  96485477 103424556 103622309 107083072],['2014-04-01' '2015-01-01' '2015-06-01' '2015-06-01' '2015-08-01'],[10362900  2348000  3098600   488300  2500000],5,3759560.0,18797800,2014-04,2015-08
401723.0,[93695232],['2014-12-01'],[14000],1,14000.0,14000,2014-12,2014-12
467266.0,[60432074],['2013-02-01'],[15200],1,15200.0,15200,2013-02,2013-02
401731.0,"[ 61306790  62228534  76450733  91682086  86297550  92718467 101687300
  97995269  96493367 103009200 102935583 102935502]","['2013-04-01' '2013-05-01' '2014-02-01' '2014-07-01' '2014-07-01'
 '2014-12-01' '2015-01-01' '2015-01-01' '2015-02-01' '2015-06-01'
 '2015-06-01' '2015-06-01']",[34800 10400  5700  5700  5700 32300   300   300 19600  1600 15200 10600],12,11850.0,142200,2013-04,2015-06
467268.0,[ 93700656 104469974 112204829  97927314 108958459],['2014-12-01' '2014-12-01' '2015-03-01' '2015-03-01' '2015-06-01'],[ 52100  52100 284600 284600  10000],5,136680.0,683400,2014-12,2015-06
303436.0,[103016764 102501861 102504285],['2015-06-01' '2015-06-01' '2015-06-01'],[108700 108700 108700],3,108700.0,326100,2015-06,2015-06
303456.0,"[ 92542280  85062111 108760673 108760639 101093010 101093018 101093029
 108760656 108760681 108760718 108760669 101093000 108760705 101093002
 108760636 101092996 108760644 101355564 108760738 101093020 108760690
 101092998 101093014 101093008 101093006 101484974 108760699 101093016
 101093027 101093024 108760745 108760648 101093012 101093004 108760712
 101093023 106711850 108761034 106927099]","['2014-08-01' '2014-08-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01' '2015-05-01'
 '2015-05-01' '2015-08-01' '2015-08-01' '2015-08-01']","[    2770100 27700713500      448900     2179000      355000     1600000
      453600      220000     1600000      453600      320700     1907300
      300000      669000      590000      590000     1907300      460000
      460000      210000      210000     2179000      130000     1200700
      180000    64883400     1203900      448900      921300      300000
    64883400      669000      320700      220000      921300     1203900
      204300     9200200     9200200]",39,714786876.9230769,27876688200,2014-08,2015-08
41314.0,[60619913 93757338 79306084],['2012-12-01' '2014-04-01' '2014-04-01'],[2000000 2000000 2000000],3,2000000.0,6000000,2012-12,2014-04
270693.0,[44336243 44336621 61308833 61308902 61311748 73374127 97767033 79933257],"['2012-10-01' '2012-10-01' '2013-03-01' '2013-03-01' '2013-04-01'
 '2013-09-01' '2013-12-01' '2013-12-01']",[    3600    11600  1511000   121500  7679600   447700 31198200 31198200],8,9021425.0,72171400,2012-10,2013-12
41320.0,"[ 61023265  91791684  68745963  99095377  97741974 111542275 111861762
 104525562 105265261 112473490 111905991]","['2013-03-01' '2013-09-01' '2013-09-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-03-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01']","[ 86800 407300 407300  80000  47500  80000  80000  10900  10900  10900
  10900]",11,112045.45454545454,1232500,2013-03,2015-07
500074.0,[44017532],['2012-09-01'],[1006900],1,1006900.0,1006900,2012-09,2012-09
401781.0,[43922621],['2012-11-01'],[881900],1,881900.0,881900,2012-11,2012-11
237949.0,[91789212 81386898],['2014-05-01' '2014-05-01'],[550000 550000],2,550000.0,1100000,2014-05,2014-05
369024.0,[66082640],['2012-12-01'],[101200],1,101200.0,101200,2012-12,2012-12
270733.0,[108955879 104791386],['2015-01-01' '2015-06-01'],[466900 462500],2,464700.0,929400,2015-01,2015-06
237974.0,[75061896],['2014-01-01'],[87800],1,87800.0,87800,2014-01,2014-01
500129.0,[41992907],['2012-09-01'],[73700],1,73700.0,73700,2012-09,2012-09
336299.0,[75016278 80286101],['2014-01-01' '2014-01-01'],[673100 673100],2,673100.0,1346200,2014-01,2014-01
106928.0,[67684507],['2013-08-01'],[262500],1,262500.0,262500,2013-08,2013-08
500150.0,[ 91926127  91729625  91752898  87441410  13908223  13908225 105037919],"['2014-07-01' '2014-09-01' '2014-09-01' '2014-09-01' '2015-07-01'
 '2015-07-01' '2015-07-01']",[ 1488300        0        0        0        0        0 15473300],7,2423085.714285714,16961600,2014-07,2015-07
205240.0,[43130229],['2012-10-01'],[7000],1,7000.0,7000,2012-10,2012-10
41403.0,[ 73357805 102352942],['2013-08-01' '2015-06-01'],[    0 16900],2,8450.0,16900,2013-08,2015-06
106939.0,[81331396 81851712 81854353],['2014-05-01' '2014-06-01' '2014-06-01'],[   5400 1215200   87200],3,435933.3333333333,1307800,2014-05,2014-06
303552.0,[61502446],['2013-04-01'],[700],1,700.0,700,2013-04,2013-04
238020.0,[73324071],['2013-10-01'],[20419300],1,20419300.0,20419300,2013-10,2013-10
500166.0,[89123352],['2014-10-01'],[15000],1,15000.0,15000,2014-10,2014-10
369094.0,[ 99912817  99635310 110595885],['2015-04-01' '2015-04-01' '2015-04-01'],[ 749100 1555200  749100],3,1017800.0,3053400,2015-04,2015-04
434638.0,[103032636 102352428],['2015-06-01' '2015-06-01'],[0 0],2,0.0,0,2015-06,2015-06
74210.0,"[76447931 76447905 76447921 76447914 76447912 76447903 76447927 76447919
 76447916 76447925]","['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01']",[ 50000 100000  30000  50000 100000 642000  50000 150000  32000  30000],10,123400.0,1234000,2014-03,2014-03
336358.0,[42177864],['2012-09-01'],[0],1,0.0,0,2012-09,2012-09
500200.0,[100541172],['2015-04-01'],[145000],1,145000.0,145000,2015-04,2015-04
106994.0,[101092630],['2015-05-01'],[60000],1,60000.0,60000,2015-05,2015-05
500214.0,[81335916 76451784 76451788 81335912 85056309],['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-07-01'],[16700 13500 16700 13500 50900],5,22260.0,111300,2014-03,2014-07
336394.0,[67902326],['2013-07-01'],[76000],1,76000.0,76000,2013-07,2013-07
8717.0,[60971417],['2013-03-01'],[0],1,0.0,0,2013-03,2013-03
270869.0,[108895235],['2015-07-01'],[103500],1,103500.0,103500,2015-07,2015-07
238106.0,[42398074],['2012-09-01'],[500],1,500.0,500,2012-09,2012-09
401952.0,[75003609 80328782],['2013-12-01' '2013-12-01'],[3300 3300],2,3300.0,6600,2013-12,2013-12
74275.0,[60283002 61911576 62121890 78679414 80767687 90440788],"['2013-01-01' '2013-05-01' '2013-06-01' '2014-04-01' '2014-06-01'
 '2014-08-01']",[ 460800  469800   91000 1151400  303200  278500],6,459116.6666666667,2754700,2013-01,2014-08
270892.0,[99270959],['2015-03-01'],[29200],1,29200.0,29200,2015-03,2015-03
303665.0,[106060209 108896336],['2015-08-01' '2015-08-01'],[51300 51300],2,51300.0,102600,2015-08,2015-08
336442.0,[99031871],['2015-01-01'],[3000],1,3000.0,3000,2015-01,2015-01
434756.0,[60649118 96511100],['2013-02-01' '2014-12-01'],[62800 37900],2,50350.0,100700,2013-02,2014-12
205387.0,"[60314552 60368834 60294169 61079996 60633099 60700851 60568543 60779709
 60971898 60933258 60975414 60974458 61367601 61430114 62287152 62287056
 61660912 61719638 61793201 61709196 61688994 73346984 62222925 62222486
 62058951 73341412 73341419 73341407 73394103 73341417 75012899 73341396
 73341404 79936313 73341409 73341401 73394105 73341398 67914586 73341415
 73342544 73342679 73343119 73343330 73343547 79937145 73344067 73344802
 75013497 80059246 75014219 80059572 75015014 75014690 80059802 75076511
 80341518 80125153 76459318 91816824 97820550 97940981]","['2012-12-01' '2013-01-01' '2013-01-01' '2013-02-01' '2013-02-01'
 '2013-02-01' '2013-02-01' '2013-03-01' '2013-03-01' '2013-03-01'
 '2013-03-01' '2013-03-01' '2013-04-01' '2013-04-01' '2013-04-01'
 '2013-04-01' '2013-04-01' '2013-04-01' '2013-05-01' '2013-05-01'
 '2013-05-01' '2013-06-01' '2013-06-01' '2013-06-01' '2013-06-01'
 '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01'
 '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01'
 '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01' '2013-07-01'
 '2013-09-01' '2013-09-01' '2013-09-01' '2013-10-01' '2013-10-01'
 '2013-11-01' '2013-11-01' '2013-11-01' '2013-11-01' '2013-12-01'
 '2013-12-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-03-01' '2014-03-01' '2014-07-01'
 '2014-10-01' '2014-11-01']","[ 155000  547900  200000   87200   63900  166500  220000  103300    1400
   91700   40000  200000   12300    4400  200000   17900   13400   40000
   40000    2800    8800  400000   13300   14700   20000    7000    7000
   19900   18000   18800    5900    8000   11000    5900   12000   13200
    7100    5300   24000   13200   10300    9000    3400 6011300  250100
   69300 6011300   12000   69300    9500    9500    8500   14300    8500
   14300 6011300 6011300   71200   71200    6500  242400   19700]",62,448145.1612903226,27785000,2012-12,2014-11
270932.0,[85060766],['2014-07-01'],[190300],1,190300.0,190300,2014-07,2014-07
270935.0,[73365526],['2013-11-01'],[45400],1,45400.0,45400,2013-11,2013-11
205400.0,[104791828],['2015-07-01'],[80900],1,80900.0,80900,2015-07,2015-07
238179.0,[76444327],['2014-02-01'],[16600],1,16600.0,16600,2014-02,2014-02
500332.0,[ 76450677 102985562  97964755],['2014-02-01' '2014-12-01' '2014-12-01'],[ 5500 20000 20000],3,15166.666666666666,45500,2014-02,2014-12
467566.0,[91668934 85552312 96526470],['2014-05-01' '2014-05-01' '2015-01-01'],[76000 76000 14400],3,55466.666666666664,166400,2014-05,2015-01
205426.0,[102427090 103016955],['2015-06-01' '2015-06-01'],[504000 504000],2,504000.0,1008000,2015-06,2015-06
41591.0,[76442875 85045175 97813880],['2014-03-01' '2014-05-01' '2014-05-01'],[ 25800 337600 337600],3,233666.66666666666,701000,2014-03,2014-05
41595.0,"[ 61142320  62179779  62181194  62185188  62185585  62185083  62185456
  62185342  67929576  67782254  75068099  75068104  75068101  75068097
  91833237  86803370  79310361  97803963  86797118  86797220  86797120
  91740108  87768195  99096120 104981409 105313976]","['2013-03-01' '2013-04-01' '2013-04-01' '2013-05-01' '2013-05-01'
 '2013-05-01' '2013-05-01' '2013-05-01' '2013-07-01' '2013-09-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-04-01'
 '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01' '2014-09-01' '2014-09-01' '2015-03-01' '2015-07-01'
 '2015-07-01']","[65000 37500  2800 13100  1700 33600  1500 19900 25200  5300 25000 25000
 25000  3900  3000  2600  3000  3000  4600  3300  4200  6800  6800  4300
  3600  3600]",26,12819.23076923077,333300,2013-03,2015-07
41597.0,[43265159 85274459 88349764 91743183],['2012-11-01' '2014-08-01' '2014-08-01' '2014-08-01'],[   500 290800 290800 290800],4,218225.0,872900,2012-11,2014-08
402045.0,[101170655  97963149  93814241 101170649  98100443  96621466],"['2014-12-01' '2014-12-01' '2014-12-01' '2014-12-01' '2015-02-01'
 '2015-02-01']",[1617600 1584700 1617600 1584700  256400  117600],6,1129766.6666666667,6778600,2014-12,2015-02
467586.0,[103023075 103623857 103623854],['2014-12-01' '2015-06-01' '2015-06-01'],[29897000        0        0],3,9965666.666666666,29897000,2014-12,2015-06
