EID,TYPECODE,FBDATE,SXENDDATE
203403,218175,2014/8/1,
203403,54932,2014/1/1,
203403,19951,2013/10/1,
230838,1253230,2015/3/1,2015/7/1
239784,567850,2014/9/1,
239784,231755,2014/8/1,
239784,12420,2013/10/1,
239784,79328731,2014/9/1,
251567,1099881,2015/1/1,
251567,24467062,2015/1/1,
256216,1867851,2015/6/1,
256216,102932606,2015/6/1,
256951,827006,2014/12/1,
256951,33243726,2014/12/1,
278552,817513,2014/12/1,
278552,38067508,2014/12/1,
285561,230343,2014/8/1,
285561,210450,2014/7/1,
285561,2296041,2015/8/1,
285561,105605741,2015/8/1,
285561,81331604,2014/7/1,
285561,82917963,2014/8/1,
293901,1287449,2015/3/1,
293901,97189019,2015/3/1,
294600,181945,2014/6/1,
298618,1546364,2015/5/1,
298618,93542269,2015/5/1,
306846,1644378,2015/5/1,
306846,1644408,2015/5/1,
306846,1837450,2015/6/1,
306846,2282790,2015/8/1,
306846,92555158,2015/5/1,
306846,97122624,2015/6/1,
306846,93819298,2015/5/1,
306846,97941477,2015/8/1,
320458,215028,2014/7/1,
320458,1612593,2015/5/1,
320458,62396053,2015/5/1,
320458,61210815,2014/7/1,
322585,218352,2014/8/1,
334159,2240024,2015/8/1,
334159,104525192,2015/8/1,
367312,171201,2014/6/1,
367312,11961,2013/10/1,
367312,35001263,2013/10/1,
367312,29914886,2014/6/1,
375385,1274749,2015/3/1,
375385,66047802,2015/3/1,
389722,1261836,2015/3/1,
389722,11898910,2015/3/1,
401547,218749,2014/8/1,
413615,957159,2015/1/1,
413615,957162,2015/1/1,
428775,171313,2014/6/1,
436318,1505165,2015/4/1,
436318,2326317,2015/8/1,
436318,2326328,2015/8/1,
436318,2326342,2015/8/1,
436318,2326321,2015/8/1,
436318,2326334,2015/8/1,
436318,2326306,2015/8/1,
436318,2326313,2015/8/1,
451583,1108086,2015/1/1,
451583,93535987,2015/1/1,
465229,1783166,2015/6/1,
465229,101820365,2015/6/1,
474981,1950130,2015/7/1,
479900,215830,2014/8/1,
479900,270214,2014/8/1,
479900,207367,2014/8/1,
479900,198270,2014/7/1,
479900,33922172,2014/8/1,
479900,73367072,2014/7/1,
489697,2162893,2015/8/1,
489697,83502707,2015/8/1,
497097,476392,2014/9/1,
497097,85059342,2014/9/1,
524335,198274,2014/6/1,
29240,1041667,2015/1/1,
29240,92560033,2015/1/1,
34077,1237406,2015/3/1,
34077,91759489,2015/3/1,
35866,2240595,2015/8/1,
35866,67669901,2015/8/1,
70969,230080,2014/8/1,
70969,81440388,2014/8/1,
90737,571531,2014/10/1,
97535,190535,2014/6/1,
105294,170347,2014/6/1,2015/7/1
107313,1636125,2015/5/1,
107313,100871109,2015/5/1,
117465,644709,2014/11/1,
117465,1868135,2015/6/1,
117465,102501267,2015/6/1,
117465,81337504,2014/11/1,
130091,2206523,2015/8/1,
130091,103031563,2015/8/1,
133259,1580354,2015/5/1,
133259,93541997,2015/5/1,
151140,243916,2014/8/1,
151140,62168958,2014/8/1,
157007,119903,2014/4/1,
157007,73349738,2014/4/1,
173627,1490955,2015/4/1,
173627,34250915,2015/4/1,
174244,647662,2014/11/1,
174244,88344958,2014/11/1,
205761,1182445,2015/2/1,
207911,1678373,2015/5/1,
207911,97004114,2015/5/1,
210499,402951,2014/8/1,
210499,81336493,2014/8/1,
214080,840350,2014/12/1,
214080,840246,2014/12/1,
214080,91728521,2014/12/1,
214080,91728518,2014/12/1,
228056,242019,2014/8/1,
228056,80142940,2014/8/1,
231986,187028,2014/6/1,
231986,1064909,2015/1/1,
231986,80689506,2014/6/1,
231986,83515361,2015/1/1,
242367,213851,2014/7/1,
242367,81439832,2014/7/1,
270142,2265446,2015/8/1,
270142,99635319,2015/8/1,
287188,11519,2013/10/1,
287188,66078424,2013/10/1,
314745,929529,2014/12/1,
314745,929548,2014/12/1,
314745,66063051,2014/12/1,
314745,66062928,2014/12/1,
323854,316794,2014/8/1,
323854,238082,2014/8/1,
323854,1683641,2015/5/1,
323854,41023977,2014/8/1,
323854,101090672,2015/5/1,
338062,871826,2014/12/1,
338062,1404543,2015/4/1,
338062,97982754,2015/4/1,
338062,91679539,2014/12/1,
346046,1631990,2015/5/1,
352978,2064511,2015/7/1,
352978,80321304,2015/7/1,
384923,2131711,2015/8/1,
385230,1814940,2015/6/1,
387790,781930,2014/12/1,
387790,1354863,2015/3/1,
387790,89087305,2014/12/1,
392038,287773,2014/8/1,
392038,81482373,2014/8/1,
435542,1434353,2015/4/1,
435542,1434235,2015/4/1,
435542,1567990,2015/5/1,
435542,96508875,2015/4/1,
435542,83570332,2015/5/1,
444639,168222,2014/6/1,
444639,60033640,2014/6/1,
448151,1636203,2015/5/1,
448151,100871093,2015/5/1,
487516,2013055,2015/7/1,
487516,102016859,2015/7/1,
493575,1190868,2015/2/1,
493575,96509148,2015/2/1,
512154,1481372,2015/4/1,
512154,91759522,2015/4/1,
334,1868205,2015/6/1,
334,101819690,2015/6/1,
20752,1485681,2015/4/1,
20895,1949481,2015/7/1,
20895,96521644,2015/7/1,
26517,312133,2014/8/1,
30022,1446206,2015/4/1,
30022,61499310,2015/4/1,
31043,1043624,2015/1/1,
31043,1043628,2015/1/1,
31043,1043626,2015/1/1,
31043,1043627,2015/1/1,
31043,1043338,2015/1/1,
31043,1043625,2015/1/1,
31043,1058325,2015/3/1,
31043,1056140,2015/3/1,
31043,65985339,2015/1/1,
31043,65993761,2015/3/1,
31043,65983819,2015/1/1,
31043,66007402,2015/3/1,
42569,1262898,2015/3/1,
42569,96486060,2015/3/1,
48025,1561412,2015/5/1,
48025,98904607,2015/5/1,
60205,799374,2014/12/1,
60205,89231244,2014/12/1,
103731,10374,2013/10/1,
103731,60748694,2013/10/1,
115857,1126280,2015/1/1,2015/7/1
118720,2204426,2015/8/1,
118720,91756817,2015/8/1,
121299,754517,2014/11/1,
121299,85058578,2014/11/1,
142392,2305598,2015/8/1,
142392,97805714,2015/8/1,
189863,1585374,2015/5/1,
189863,79321853,2015/5/1,
216809,1171999,2015/2/1,
216809,91738706,2015/2/1,
219998,1744840,2015/6/1,
219998,101733643,2015/6/1,
225137,1510117,2015/4/1,
238964,2338353,2015/8/1,
271288,218725,2014/7/1,
271288,31832243,2014/7/1,
272516,976150,2015/1/1,
272516,85070732,2015/1/1,
275585,1980392,2015/7/1,
275585,93811726,2015/7/1,
319171,961989,2015/1/1,
345138,380269,2014/8/1,
345138,79522253,2014/8/1,
345670,1544600,2015/5/1,
346112,310487,2014/8/1,
346112,172536,2014/6/1,
346112,79640528,2014/6/1,
366480,2269250,2015/8/1,
385114,760997,2014/11/1,
385114,895484,2014/12/1,
385114,92557493,2014/12/1,
389781,1632259,2015/5/1,
389781,84915952,2015/5/1,
466922,936939,2014/12/1,
466922,14689804,2014/12/1,
494055,13428,2013/10/1,2015/7/1
500150,1390076,2015/4/1,
17866,11709,2013/10/1,
17866,66085889,2013/10/1,
24935,1275117,2015/3/1,
24935,1246464,2015/3/1,
33746,1186816,2015/3/1,
33746,85061423,2015/3/1,
38709,773348,2014/12/1,
38709,773419,2014/12/1,
38709,773420,2014/12/1,
38709,773392,2014/12/1,
38709,1378899,2015/4/1,
38709,89111480,2014/12/1,
38709,98106477,2015/4/1,
38709,89097724,2014/12/1,
38709,89097721,2014/12/1,
40040,1287808,2015/3/1,
40040,95725503,2015/3/1,
60010,203971,2014/7/1,
60010,73339052,2014/7/1,
63670,411834,2014/8/1,
63670,81385921,2014/8/1,
86269,1613567,2015/5/1,2015/7/1
88198,207321,2014/8/1,
88198,60056799,2014/8/1,
113324,1813237,2015/6/1,
132587,1038859,2015/3/1,
132587,66007013,2015/3/1,
133873,894063,2014/12/1,
140078,1168422,2015/2/1,
150932,764751,2014/12/1,
150932,89299227,2014/12/1,
159685,538031,2014/9/1,
159685,204259,2014/7/1,
159685,83489409,2014/9/1,
159685,73339016,2014/7/1,
179068,1377449,2015/4/1,
179068,84948130,2015/4/1,
196116,2298478,2015/8/1,
196116,2305142,2015/8/1,
196116,106054936,2015/8/1,
196116,103928010,2015/8/1,
204099,242515,2014/8/1,
204099,242497,2014/8/1,
204099,222346,2014/8/1,
204099,225715,2014/8/1,
204099,205770,2014/8/1,
204099,177112,2014/6/1,
204099,205830,2014/8/1,
204099,205774,2014/8/1,
204099,205873,2014/8/1,
204099,37494,2013/10/1,
204099,23652,2013/10/1,
204099,25757158,2014/8/1,
204099,17272902,2014/8/1,
204099,66389096,2013/10/1,
204099,25985251,2014/8/1,
204099,27363272,2014/6/1,
204099,26657557,2014/8/1,
204099,26492966,2014/8/1,
221731,607778,2014/10/1,
221731,607750,2014/10/1,
221731,19462401,2014/10/1,
221731,42402484,2014/10/1,
226663,182068,2014/6/1,
226663,43371550,2014/6/1,
232809,186006,2014/6/1,2015/7/1
246219,1202429,2015/2/1,
246219,1720724,2015/6/1,
250967,657602,2014/11/1,
250967,88438423,2014/11/1,
255110,1099938,2015/1/1,
267574,530005,2014/9/1,
267574,80344632,2014/9/1,
317205,172937,2014/6/1,
317205,165470,2014/6/1,
317205,41360293,2014/6/1,
317205,79281235,2014/6/1,
356946,1274980,2015/3/1,
356946,66039715,2015/3/1,
367682,10087,2013/10/1,
367682,44139076,2013/10/1,
388841,1736439,2015/6/1,
388841,93699824,2015/6/1,
402045,936981,2014/12/1,
402045,936983,2014/12/1,
402045,936979,2014/12/1,
402045,1594136,2015/5/1,
402045,1594123,2015/5/1,
402045,93814241,2015/5/1,
402045,13923741,2014/12/1,
402045,13923804,2014/12/1,
402045,13923658,2014/12/1,
402045,97963149,2015/5/1,
426004,1511775,2015/4/1,2015/7/1
426004,1602469,2015/5/1,
426004,99618322,2015/5/1,
431358,1584304,2015/5/1,
431358,100386072,2015/5/1,
443722,211961,2014/7/1,
443722,32322906,2014/7/1,
461247,23865,2013/10/1,
461247,62162422,2013/10/1,
510294,906642,2014/12/1,
510294,29261952,2014/12/1,
522904,1817787,2015/6/1,
522904,1817857,2015/6/1,
522904,1817749,2015/6/1,
522904,30515690,2015/6/1,
522904,30515924,2015/6/1,
522904,30516034,2015/6/1,
2618,110582,2014/3/1,
2618,1584461,2015/5/1,
2618,1800238,2015/6/1,
2618,1801313,2015/6/1,
2618,1800459,2015/6/1,
2618,1800630,2015/6/1,
2618,1800273,2015/6/1,
2618,1800184,2015/6/1,
2618,1801288,2015/6/1,
2618,1800448,2015/6/1,
2618,1800264,2015/6/1,
2618,1801272,2015/6/1,
2618,9675115,2014/3/1,
2618,28179071,2015/5/1,
2618,19044608,2015/6/1,
2618,19134476,2015/6/1,
2618,19043522,2015/6/1,
2618,19044120,2015/6/1,
2618,700661473,2015/6/1,
2618,22188246,2015/6/1,
2618,700661471,2015/6/1,
2618,700661472,2015/6/1,
2618,22690985,2015/6/1,
2618,22186626,2015/6/1,
2618,21246451,2015/6/1,
2618,21246114,2015/6/1,
2618,20843920,2015/6/1,
21361,929321,2014/12/1,
21361,66068366,2014/12/1,
26187,1665472,2015/5/1,
26187,101482732,2015/5/1,
34979,848161,2015/3/1,
34979,848120,2015/3/1,
34979,848091,2015/3/1,
34979,848192,2015/3/1,
34979,1534951,2015/5/1,
42201,1488829,2015/4/1,
42517,1246493,2015/3/1,
42517,1084133,2015/1/1,
42517,1268305,2015/3/1,
42517,1275977,2015/3/1,
42517,1270142,2015/3/1,
42517,1270135,2015/3/1,
42517,1267688,2015/3/1,
42517,1092855,2015/3/1,
42517,1270101,2015/3/1,
85526,2183563,2015/8/1,
92725,230322,2014/8/1,
92725,210342,2014/7/1,
92725,79553853,2014/8/1,
92725,81378666,2014/7/1,
100316,1490577,2015/4/1,
100316,29148544,2015/4/1,
106052,634281,2014/10/1,
106052,80290905,2014/10/1,
112669,1095962,2015/3/1,
112669,66051746,2015/3/1,
119474,2173989,2015/8/1,
119474,2181632,2015/8/1,
119474,104981537,2015/8/1,
119474,104196439,2015/8/1,
123063,1589523,2015/5/1,
123063,96503419,2015/5/1,
141703,2273424,2015/8/1,
143878,236787,2014/8/1,
143878,183581,2014/6/1,
143878,10728,2013/10/1,
143878,1135644,2015/1/1,
143878,68742438,2014/6/1,
148529,1239457,2015/3/1,
148529,96563179,2015/3/1,
151873,1774746,2015/6/1,
151873,62158767,2015/6/1,
160781,335003,2014/10/1,
160781,225058,2014/8/1,
160781,9533680,2014/10/1,
167410,1678441,2015/5/1,
167410,40433396,2015/5/1,
174515,2177417,2015/8/1,
174515,102623217,2015/8/1,
183816,199426,2014/7/1,
183816,10027606,2014/7/1,
197747,1267823,2015/3/1,
197747,66068629,2015/3/1,
200616,786595,2014/12/1,
200616,163743,2014/6/1,
200616,10325,2013/10/1,
200616,1773665,2015/6/1,
200616,1754293,2015/6/1,
200616,79285949,2014/12/1,
200616,21206443,2015/6/1,
200616,21731488,2015/6/1,
200616,80069050,2014/6/1,
251511,334078,2014/9/1,
251511,217260,2014/8/1,
251511,14252396,2014/9/1,
256434,813665,2014/12/1,
256434,79321789,2014/12/1,
274543,1942160,2015/7/1,
274543,103064303,2015/7/1,
277091,930540,2014/12/1,
277091,928966,2014/12/1,
277091,1364387,2015/3/1,
277091,66063948,2014/12/1,
277091,80300933,2015/3/1,
277091,41412097,2014/12/1,
288685,754486,2014/11/1,
288685,202611,2014/7/1,
288685,81339735,2014/7/1,
288685,89100373,2014/11/1,
289136,1083462,2015/3/1,
298585,2016580,2015/7/1,
298585,65991272,2015/7/1,
346415,1187095,2015/2/1,2015/7/1
346415,1187093,2015/2/1,2015/7/1
346415,1187091,2015/2/1,2015/7/1
354823,1213301,2015/2/1,
354823,79617716,2015/2/1,
360915,760326,2014/11/1,
360915,79321776,2014/11/1,
377231,1597702,2015/5/1,
377231,2138403,2015/8/1,
377231,99270239,2015/8/1,
392439,174538,2014/6/1,
392439,62119464,2014/6/1,
395043,1044626,2015/1/1,
411557,198667,2014/6/1,
411557,1377307,2015/3/1,
411557,99075536,2015/3/1,
411557,79629089,2014/6/1,
431883,1742894,2015/6/1,
431883,100523177,2015/6/1,
438551,1561426,2015/5/1,
438551,99572429,2015/5/1,
451995,925486,2014/12/1,
451995,195709,2014/11/1,
451995,73324614,2014/11/1,
451995,61055243,2014/12/1,
467566,1385843,2015/4/1,
467566,96526470,2015/4/1,
471239,807666,2014/12/1,2015/7/1
18124,1193528,2015/2/1,
28600,2093105,2015/7/1,
28600,102071854,2015/7/1,
29544,1270813,2015/3/1,
29544,96494451,2015/3/1,
43586,176489,2014/6/1,
48156,299194,2014/8/1,
48629,1625219,2015/5/1,
48897,194988,2014/6/1,
48897,200838,2014/7/1,
48897,81341166,2014/7/1,
48897,81341723,2014/6/1,
57737,1480814,2015/4/1,
57737,98627125,2015/4/1,
65659,708611,2014/11/1,
86476,1235790,2015/3/1,
117899,229184,2014/7/1,
128829,1251294,2015/3/1,
128829,22628951,2015/3/1,
138378,261752,2014/10/1,
138378,848479,2015/3/1,
138378,1695219,2015/6/1,
138378,2202319,2015/8/1,
138378,6809205,2015/8/1,
138378,65982831,2015/3/1,
138378,73845033,2014/10/1,
140255,2333480,2015/8/1,
163917,190703,2014/6/1,
163917,79316945,2014/6/1,
195059,608097,2014/10/1,
195059,154276,2014/5/1,
195059,79166174,2014/5/1,
195059,85958339,2014/10/1,
203500,560309,2014/9/1,
203500,10274144,2014/9/1,
208720,912210,2014/12/1,
208720,37901566,2014/12/1,
212187,1091710,2015/1/1,
212187,66059244,2015/1/1,
220314,119415,2014/4/1,
220314,77217520,2014/4/1,
235930,1356174,2015/3/1,2015/7/1
279752,1505198,2015/4/1,
279752,99971740,2015/4/1,
284767,916432,2015/1/1,
284767,71984487,2015/1/1,
292411,1837201,2015/6/1,
304501,1407747,2015/4/1,
304501,62105370,2015/4/1,
338702,1072418,2015/1/1,
344281,1096318,2015/1/1,
344281,27926806,2015/1/1,
354474,1133884,2015/1/1,
354474,19680513,2015/1/1,
369960,1319967,2015/3/1,
369960,1319943,2015/3/1,
369960,92705153,2015/3/1,
369960,92705149,2015/3/1,
377571,625371,2014/10/1,
377571,70717509,2014/10/1,
388710,654925,2014/11/1,
388710,80294518,2014/11/1,
399334,1962945,2015/7/1,
399803,758197,2014/11/1,
399803,196676,2014/6/1,
410243,2148410,2015/8/1,
410243,28168361,2015/8/1,
420745,1118587,2015/1/1,
420745,1251544,2015/3/1,
420745,1551165,2015/5/1,
420745,1729059,2015/6/1,
420745,1921781,2015/6/1,
420745,2038905,2015/7/1,
420745,100721414,2015/5/1,
420745,97785965,2015/3/1,
420745,93542375,2015/6/1,
420745,93700988,2015/6/1,
420745,103064602,2015/7/1,
422825,1645254,2015/5/1,
422825,91912909,2015/5/1,
438537,911695,2014/12/1,
438537,66014269,2014/12/1,
441481,1452050,2015/4/1,
441481,32657781,2015/4/1,
455639,799152,2014/12/1,
455639,81380947,2014/12/1,
482594,1714996,2015/6/1,
482594,101487893,2015/6/1,
484445,1380288,2015/3/1,
496623,1176331,2015/2/1,
496623,65818168,2015/2/1,
507801,207692,2014/7/1,2015/7/1
518922,1993320,2015/7/1,
518988,200535,2014/7/1,
518988,1063504,2015/1/1,
518988,1063894,2015/1/1,
518988,81339522,2014/7/1,
518988,42234427,2015/1/1,
518988,41616302,2015/1/1,
39647,183406,2014/6/1,
44964,830583,2014/12/1,
44964,91835514,2014/12/1,
48719,206496,2014/7/1,
48719,73325362,2014/7/1,
73160,233058,2014/7/1,
73160,233061,2014/7/1,
73160,2038751,2015/7/1,
73160,2038772,2015/7/1,
73160,98521140,2015/7/1,
73160,98521136,2015/7/1,
73160,83515943,2014/7/1,
80480,2165558,2015/8/1,
80480,2165568,2015/8/1,
80480,66075346,2015/8/1,
80480,66075068,2015/8/1,
81975,549692,2014/9/1,
106970,1053132,2015/3/1,
153257,646995,2014/11/1,
162374,911903,2014/12/1,
162374,911795,2014/12/1,
162374,65992042,2014/12/1,
162374,66005257,2014/12/1,
180806,1938558,2015/7/1,
180806,36930109,2015/7/1,
183277,242762,2014/8/1,
183277,1773837,2015/6/1,
183277,85049396,2015/6/1,
183277,36541372,2014/8/1,
198255,1853430,2015/6/1,
205782,1212509,2015/2/1,
205782,92772321,2015/2/1,
228230,1261606,2015/3/1,
228230,66048984,2015/3/1,
231105,14358,2013/10/1,
253234,1165177,2015/2/1,
253234,92712593,2015/2/1,
254814,234020,2014/8/1,
254814,234036,2014/8/1,
254814,234044,2014/8/1,
254814,234040,2014/8/1,
254814,2019787,2015/7/1,
254814,31376088,2014/8/1,
254814,99272328,2015/7/1,
254814,31367424,2014/8/1,
254814,31376509,2014/8/1,
254814,31386250,2014/8/1,
255111,18314,2013/10/1,
255111,35001277,2013/10/1,
267825,1868257,2015/6/1,
267825,2193704,2015/8/1,
267825,101889996,2015/6/1,
267825,103018813,2015/8/1,
277993,930099,2014/12/1,
281394,211061,2014/7/1,
281394,80316206,2014/7/1,
287600,1248665,2015/3/1,2015/7/1
287600,1247260,2015/3/1,2015/7/1
287600,1382609,2015/4/1,2015/7/1
289160,834399,2015/1/1,
289160,1046909,2015/1/1,
289160,66060583,2015/1/1,
289160,66060621,2015/1/1,
291882,1669003,2015/5/1,
291882,100870695,2015/5/1,
337555,860132,2014/12/1,
337555,92422615,2014/12/1,
341339,1309143,2015/3/1,2015/7/1
353685,1275668,2015/3/1,
421833,2232123,2015/8/1,
429910,650488,2014/11/1,
429910,520767,2014/9/1,
429910,83523272,2014/9/1,
429910,85055808,2014/11/1,
444449,1265124,2015/3/1,
444449,17985944,2015/3/1,
482256,438905,2014/8/1,
489209,145297,2014/5/1,
489209,700661482,2014/5/1,
489209,62198933,2014/5/1,
509817,192068,2014/6/1,
509817,79571047,2014/6/1,
509943,745875,2014/11/1,
509943,1050576,2015/1/1,
509943,1050102,2015/1/1,
509943,1342915,2015/3/1,
509943,1976389,2015/7/1,
509943,2147956,2015/8/1,
509943,98619311,2015/7/1,
24827,193812,2014/6/1,
24827,1078857,2015/1/1,
49578,178332,2014/6/1,
49578,1197454,2015/2/1,
49578,79325398,2014/6/1,
49578,93812130,2015/2/1,
57705,1463482,2015/4/1,
58978,1724249,2015/6/1,
58978,700661506,2015/6/1,
58978,62092742,2015/6/1,
59519,2183305,2015/8/1,
59519,2183622,2015/8/1,
59519,2183636,2015/8/1,
59519,2183601,2015/8/1,
59519,2183333,2015/8/1,
59519,2183379,2015/8/1,
59519,100430422,2015/8/1,
59519,100428825,2015/8/1,
59519,100429941,2015/8/1,
59519,100429067,2015/8/1,
59519,100430853,2015/8/1,
59519,100429291,2015/8/1,
61800,1116914,2015/1/1,
65159,1685476,2015/5/1,
65159,2145976,2015/8/1,
65159,91757413,2015/5/1,
65159,102932470,2015/8/1,
66454,747918,2014/12/1,
66454,747962,2014/12/1,
66454,747738,2014/12/1,
66454,747898,2014/12/1,
66454,747911,2014/12/1,
66454,747812,2014/12/1,
66454,747901,2014/12/1,
66454,747929,2014/12/1,
66454,747841,2014/12/1,
66454,747982,2014/12/1,
66454,747729,2014/12/1,
66454,747783,2014/12/1,
66454,747748,2014/12/1,
66454,747905,2014/12/1,
66454,747850,2014/12/1,
66454,747975,2014/12/1,
66454,747967,2014/12/1,
66454,203371,2014/7/1,
66454,89231959,2014/12/1,
66454,89232015,2014/12/1,
66454,89231929,2014/12/1,
66454,89231842,2014/12/1,
66454,89231741,2014/12/1,
66454,89232071,2014/12/1,
66454,89231687,2014/12/1,
66454,79630364,2014/7/1,
66454,89231782,2014/12/1,
66454,89231690,2014/12/1,
66454,89231707,2014/12/1,
66454,89231694,2014/12/1,
66454,89231709,2014/12/1,
66454,89231719,2014/12/1,
66454,89231894,2014/12/1,
66454,89231871,2014/12/1,
66454,89231866,2014/12/1,
86139,176425,2014/6/1,
86139,20778239,2014/6/1,
91804,19018,2013/10/1,
91804,60286898,2013/10/1,
100938,218194,2014/8/1,
130430,2303224,2015/8/1,
140504,58998,2014/1/1,
140504,68697039,2014/1/1,
145534,1471320,2015/4/1,
145534,99545547,2015/4/1,
147501,169103,2014/6/1,
147501,53103,2014/1/1,
147501,1723042,2015/6/1,
147501,1825200,2015/6/1,
147501,1824547,2015/6/1,
147501,36567420,2014/1/1,
147501,18144806,2015/6/1,
147501,19650767,2015/6/1,
147501,27371560,2015/6/1,
172773,251485,2014/8/1,
174221,960353,2015/1/1,
231358,1208716,2015/2/1,
231358,96520504,2015/2/1,
235515,1052965,2015/3/1,
254709,490436,2014/9/1,
254709,81459632,2014/9/1,
270594,213576,2014/7/1,
270594,196469,2014/6/1,
270594,196439,2014/6/1,
270594,914215,2014/12/1,
270594,79519585,2014/6/1,
270594,80067134,2014/7/1,
270594,79555664,2014/6/1,
289314,17781,2013/10/1,
289314,66053369,2013/10/1,
294136,1056945,2015/3/1,2015/7/1
303934,494764,2014/11/1,
303934,85058988,2014/11/1,
311450,1635949,2015/5/1,
311450,100871112,2015/5/1,
316051,1473133,2015/4/1,
316051,66086405,2015/4/1,
366079,253547,2014/8/1,
366079,24920686,2014/8/1,
378871,1045692,2015/1/1,
378871,65981974,2015/1/1,
385769,1008341,2015/1/1,
397579,2080778,2015/7/1,
397579,100868814,2015/7/1,
398037,1542766,2015/5/1,
398037,96352147,2015/5/1,
402981,187610,2014/6/1,2015/7/1
409364,1581851,2015/5/1,
409364,1818105,2015/6/1,
409364,1817867,2015/6/1,
409364,1818007,2015/6/1,
409364,22687309,2015/6/1,
409364,22686914,2015/6/1,
409364,22687145,2015/6/1,
409364,700661458,2015/5/1,
409364,20347203,2015/5/1,
423317,1484829,2015/4/1,
436487,192501,2014/6/1,
436487,79520365,2014/6/1,
443583,196333,2014/6/1,
443583,73325925,2014/6/1,
447363,230661,2014/7/1,
447363,79279764,2014/7/1,
450095,2108682,2015/7/1,
450095,100386310,2015/7/1,
460594,217266,2014/8/1,
469173,196737,2014/6/1,
469173,196732,2014/6/1,
469173,196727,2014/6/1,
469173,80085936,2014/6/1,
469173,80345335,2014/6/1,
469173,80072106,2014/6/1,
486834,1750867,2015/6/1,
4026,206933,2014/8/1,
4026,215658,2014/8/1,
22163,1037822,2015/1/1,2015/7/1
27490,215282,2014/7/1,
28833,1163641,2015/1/1,
36504,239711,2014/8/1,
36504,242521,2014/8/1,
36504,215684,2014/8/1,
36504,242415,2014/8/1,
36504,218653,2014/7/1,
36504,218386,2014/8/1,
36504,206603,2014/8/1,
36504,218326,2014/8/1,
36504,243049,2014/8/1,
36504,206944,2014/8/1,
36504,26630972,2014/8/1,
36504,21645108,2014/8/1,
36504,21642836,2014/8/1,
36504,26630502,2014/8/1,
36504,20174101,2014/8/1,
36504,26629709,2014/7/1,
37196,1635035,2015/5/1,
37196,60255569,2015/5/1,
45070,1201469,2015/2/1,2015/7/1
46484,1635047,2015/5/1,
46484,60023336,2015/5/1,
48506,634028,2014/11/1,
48506,183575,2015/3/1,
48506,88350228,2014/11/1,
48506,79618337,2015/3/1,
48835,1273066,2015/3/1,
48835,93876573,2015/3/1,
60263,243368,2014/8/1,
60263,80295846,2014/8/1,
66804,236125,2014/8/1,
66804,171191,2014/6/1,
66804,10714,2013/10/1,
66804,3621,2013/10/1,
66804,15667,2013/10/1,
66804,1084174,2015/1/1,
66804,1259366,2015/3/1,
66804,1253538,2015/3/1,
66804,66051284,2015/1/1,
66804,73387109,2014/8/1,
66804,80144208,2014/6/1,
66804,61111193,2015/3/1,
66804,66077851,2013/10/1,
66804,65838084,2013/10/1,
66804,21235241,2013/10/1,
66804,66080954,2015/3/1,
70730,376538,2014/8/1,
70730,83569176,2014/8/1,
78017,243709,2014/8/1,
93620,1140150,2015/1/1,
97281,10939,2013/10/1,
97281,65848647,2013/10/1,
100423,911768,2014/12/1,
100423,66008863,2014/12/1,
101558,883243,2014/12/1,
101558,92706089,2014/12/1,
137119,241906,2014/8/1,
137119,81438484,2014/8/1,
161098,1067190,2015/1/1,
161098,31826581,2015/1/1,
161437,623715,2014/10/1,
161437,623766,2014/10/1,
161437,623668,2014/10/1,
161437,211911,2014/8/1,
161437,210417,2014/7/1,2015/7/1
161437,1147458,2015/1/1,
161437,81330624,2014/10/1,
161437,81330629,2014/10/1,
161437,33284878,2014/8/1,
161437,81330618,2014/10/1,
165092,1837462,2015/6/1,
165092,101542495,2015/6/1,
165576,928714,2014/12/1,
168133,397893,2014/8/1,
168133,218028,2014/7/1,
168133,61084900,2014/7/1,
168133,83569391,2014/8/1,
169310,61833,2014/1/1,
169310,192527,2014/6/1,
169310,80085882,2014/6/1,
169310,68712854,2014/1/1,
180268,216917,2014/8/1,
180268,11651761,2014/8/1,
180866,1242953,2015/3/1,
180866,1242906,2015/3/1,
180866,2016866,2015/7/1,
180866,102691343,2015/7/1,
180866,85053935,2015/3/1,
180866,85053914,2015/3/1,
181721,204026,2014/7/1,
181721,60637798,2014/7/1,
184788,1046005,2015/1/1,
184788,41217426,2015/1/1,
187099,1139514,2015/1/1,
187099,1139508,2015/1/1,
187099,67434535,2015/1/1,
187099,67434542,2015/1/1,
191741,415490,2014/11/1,
191741,2114938,2015/7/1,
191741,98523028,2015/7/1,
191741,80145706,2014/11/1,
196957,965839,2015/1/1,
196957,81340359,2015/1/1,
205387,62034,2014/1/1,
205387,63137,2014/1/1,
205387,132857,2014/4/1,
205387,132963,2014/4/1,
205387,68730518,2014/1/1,
205387,75014219,2014/4/1,
205387,75076511,2014/4/1,
205387,60633099,2014/1/1,
205993,2333677,2015/8/1,
209122,11913,2013/10/1,
209122,30902942,2013/10/1,
221541,1420042,2015/4/1,
221541,99093210,2015/4/1,
222714,2303771,2015/8/1,
222714,101737132,2015/8/1,
241002,1256209,2015/3/1,
241002,44258995,2015/3/1,
241443,1306573,2015/3/1,
245345,1294676,2015/3/1,
245345,98100797,2015/3/1,
260568,1584121,2015/5/1,
260568,83518196,2015/5/1,
266375,987019,2015/1/1,
