EID,WZCODE,RECRNUM,RECDATE,RECRUIT_CNT,RECRUIT_WZCODE_CNT,RECRUIT_RECRNUM_AVG,RECRUIT_RECRNUM_SUM,RECRUIT_RECRNUM_MAX,RECRUIT_RECRNUM_MIN,RECRUIT_FIRST_TIME,RECRUIT_END_TIME
37522.0,['ZP02' 'ZP03'],[  7.  19.],['2015-05' '2015-08'],2,2,13.0,26.0,19.0,7.0,2015-05,2015-08
299667.0,['ZP03' 'ZP02'],[ 25.65832396  52.        ],['2014-09' '2015-08'],2,2,38.82916197975253,77.65832395950505,52.0,25.65832395950506,2014-09,2015-08
70289.0,['ZP02'],[ 37.],['2015-06'],1,1,37.0,37.0,37.0,37.0,2015-06,2015-06
103061.0,['ZP03' 'ZP02'],[ 15.  26.],['2015-07' '2015-08'],2,2,20.5,41.0,26.0,15.0,2015-07,2015-08
266898.0,['ZP03'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
234136.0,['ZP01' 'ZP03' 'ZP02'],[  25.65832396   71.          117.        ],['2014-10' '2015-08' '2015-08'],3,3,71.21944131983501,213.65832395950505,117.0,25.65832395950506,2014-10,2015-08
266908.0,['ZP03'],[ 8.],['2015-06'],1,1,8.0,8.0,8.0,8.0,2015-06,2015-06
463517.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
168604.0,['ZP02'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
103071.0,['ZP03'],[ 26.],['2015-08'],1,1,26.0,26.0,26.0,26.0,2015-08,2015-08
103072.0,['ZP02'],[ 5.],['2015-05'],1,1,5.0,5.0,5.0,5.0,2015-05,2015-05
397986.0,['ZP01' 'ZP03'],[ 13.   8.],['2015-05' '2015-08'],2,2,10.5,21.0,13.0,8.0,2015-05,2015-08
430757.0,['ZP01' 'ZP02' 'ZP03'],[ 25.65832396  56.          28.        ],['2014-12' '2015-08' '2015-08'],3,3,36.55277465316835,109.65832395950505,56.0,25.65832395950506,2014-12,2015-08
397990.0,['ZP03'],[ 21.],['2015-03'],1,1,21.0,21.0,21.0,21.0,2015-03,2015-03
430759.0,['ZP03' 'ZP02'],[ 2.  4.],['2015-05' '2015-07'],2,2,3.0,6.0,4.0,2.0,2015-05,2015-07
299689.0,['ZP03' 'ZP02'],[  6.  19.],['2015-08' '2015-08'],2,2,12.5,25.0,19.0,6.0,2015-08,2015-08
37547.0,['ZP01'],[ 1.],['2015-06'],1,1,1.0,1.0,1.0,1.0,2015-06,2015-06
201390.0,['ZP03'],[ 9.],['2015-04'],1,1,9.0,9.0,9.0,9.0,2015-04,2015-04
70319.0,['ZP03'],[ 6.],['2015-04'],1,1,6.0,6.0,6.0,6.0,2015-04,2015-04
463536.0,['ZP01'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
496304.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
365236.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
201397.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
496310.0,['ZP01' 'ZP02'],[ 25.65832396  53.        ],['2014-11' '2015-08'],2,2,39.32916197975253,78.65832395950505,53.0,25.65832395950506,2014-11,2015-08
70325.0,['ZP02'],[ 5.],['2015-03'],1,1,5.0,5.0,5.0,5.0,2015-03,2015-03
103096.0,['ZP03'],[ 6.],['2015-05'],1,1,6.0,6.0,6.0,6.0,2015-05,2015-05
496308.0,['ZP03' 'ZP02'],[ 101.    7.],['2015-05' '2015-08'],2,2,54.0,108.0,101.0,7.0,2015-05,2015-08
266938.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
201402.0,['ZP02'],[ 2.],['2015-01'],1,1,2.0,2.0,2.0,2.0,2015-01,2015-01
4796.0,['ZP01'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
4794.0,['ZP01' 'ZP03' 'ZP02'],[  1.  52.  87.],['2015-02' '2015-07' '2015-08'],3,3,46.666666666666664,140.0,87.0,1.0,2015-02,2015-08
103102.0,['ZP03'],[ 8.],['2015-07'],1,1,8.0,8.0,8.0,8.0,2015-07,2015-07
70326.0,['ZP02'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
463552.0,['ZP02'],[ 35.],['2015-07'],1,1,35.0,35.0,35.0,35.0,2015-07,2015-07
103105.0,['ZP01' 'ZP03'],[ 25.65832396   8.        ],['2014-12' '2015-08'],2,2,16.82916197975253,33.65832395950506,25.65832395950506,8.0,2014-12,2015-08
365249.0,['ZP03'],[ 2.],['2015-03'],1,1,2.0,2.0,2.0,2.0,2015-03,2015-03
398017.0,['ZP03'],[ 6.],['2015-04'],1,1,6.0,6.0,6.0,6.0,2015-04,2015-04
4802.0,['ZP02'],[ 1.],['2015-07'],1,1,1.0,1.0,1.0,1.0,2015-07,2015-07
398021.0,['ZP02'],[ 6.],['2015-06'],1,1,6.0,6.0,6.0,6.0,2015-06,2015-06
299713.0,['ZP03'],[ 2.],['2015-07'],1,1,2.0,2.0,2.0,2.0,2015-07,2015-07
365255.0,['ZP03'],[ 6.],['2015-07'],1,1,6.0,6.0,6.0,6.0,2015-07,2015-07
103108.0,['ZP02'],[ 10.],['2015-08'],1,1,10.0,10.0,10.0,10.0,2015-08,2015-08
398019.0,['ZP02'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
4811.0,['ZP03' 'ZP01' 'ZP02'],[ 25.65832396   8.          24.        ],['2014-10' '2015-08' '2015-08'],3,3,19.21944131983502,57.65832395950506,25.65832395950506,8.0,2014-10,2015-08
398029.0,['ZP02'],[ 6.],['2015-08'],1,1,6.0,6.0,6.0,6.0,2015-08,2015-08
103119.0,['ZP01' 'ZP02' 'ZP03'],[ 25.65832396  25.65832396   1.        ],['2014-12' '2014-12' '2015-05'],3,3,17.43888263967004,52.31664791901012,25.65832395950506,1.0,2014-12,2015-05
463570.0,['ZP03' 'ZP02' 'ZP01'],[  3.  13.  15.],['2015-04' '2015-08' '2015-08'],3,3,10.333333333333334,31.0,15.0,3.0,2015-04,2015-08
398036.0,['ZP01' 'ZP03' 'ZP02'],[ 25.65832396   3.          15.        ],['2014-12' '2015-08' '2015-08'],3,3,14.552774653168354,43.65832395950506,25.65832395950506,3.0,2014-12,2015-08
168660.0,['ZP02'],[ 7.],['2015-07'],1,1,7.0,7.0,7.0,7.0,2015-07,2015-07
398039.0,['ZP02'],[ 51.],['2015-08'],1,1,51.0,51.0,51.0,51.0,2015-08,2015-08
201432.0,['ZP02'],[ 6.],['2015-03'],1,1,6.0,6.0,6.0,6.0,2015-03,2015-03
299736.0,['ZP02'],[ 1.],['2015-06'],1,1,1.0,1.0,1.0,1.0,2015-06,2015-06
234201.0,['ZP03'],[ 5.],['2015-08'],1,1,5.0,5.0,5.0,5.0,2015-08,2015-08
37594.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
496348.0,['ZP02' 'ZP01'],[  6.  58.],['2015-08' '2015-08'],2,2,32.0,64.0,58.0,6.0,2015-08,2015-08
496349.0,['ZP02'],[ 3.],['2015-07'],1,1,3.0,3.0,3.0,3.0,2015-07,2015-07
4828.0,['ZP03' 'ZP01'],[  4.  31.],['2015-08' '2015-08'],2,2,17.5,35.0,31.0,4.0,2015-08,2015-08
332515.0,['ZP01' 'ZP03' 'ZP02'],[ 25.65832396  20.          38.        ],['2014-10' '2015-08' '2015-08'],3,3,27.886107986501685,83.65832395950505,38.0,20.0,2014-10,2015-08
266979.0,['ZP03'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
103141.0,['ZP02' 'ZP03'],[ 25.65832396   5.        ],['2014-11' '2015-08'],2,2,15.32916197975253,30.65832395950506,25.65832395950506,5.0,2014-11,2015-08
37605.0,['ZP02' 'ZP03'],[  2.  12.],['2015-05' '2015-08'],2,2,7.0,14.0,12.0,2.0,2015-05,2015-08
299751.0,['ZP02' 'ZP03'],[ 73.  27.],['2015-08' '2015-08'],2,2,50.0,100.0,73.0,27.0,2015-08,2015-08
168681.0,['ZP03' 'ZP02'],[  6.  15.],['2015-05' '2015-07'],2,2,10.5,21.0,15.0,6.0,2015-05,2015-07
496363.0,['ZP03' 'ZP01' 'ZP02'],[  1.  12.   5.],['2015-04' '2015-07' '2015-07'],3,3,6.0,18.0,12.0,1.0,2015-04,2015-07
135915.0,['ZP02'],[ 29.],['2015-05'],1,1,29.0,29.0,29.0,29.0,2015-05,2015-05
4843.0,['ZP03'],[ 22.],['2015-08'],1,1,22.0,22.0,22.0,22.0,2015-08,2015-08
398064.0,['ZP02'],[ 2.],['2015-06'],1,1,2.0,2.0,2.0,2.0,2015-06,2015-06
103153.0,['ZP01'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
332529.0,['ZP03' 'ZP01' 'ZP02'],[ 20.   4.  26.],['2015-08' '2015-08' '2015-08'],3,3,16.666666666666668,50.0,26.0,4.0,2015-08,2015-08
135923.0,['ZP01' 'ZP02'],[ 1.  3.],['2015-03' '2015-06'],2,2,2.0,4.0,3.0,1.0,2015-03,2015-06
234227.0,['ZP03' 'ZP02'],[ 2.  8.],['2015-04' '2015-08'],2,2,5.0,10.0,8.0,2.0,2015-04,2015-08
234228.0,['ZP03'],[ 19.],['2015-08'],1,1,19.0,19.0,19.0,19.0,2015-08,2015-08
4850.0,['ZP02'],[ 12.],['2015-08'],1,1,12.0,12.0,12.0,12.0,2015-08,2015-08
365303.0,['ZP02' 'ZP03'],[ 25.65832396   3.        ],['2014-10' '2015-08'],2,2,14.32916197975253,28.65832395950506,25.65832395950506,3.0,2014-10,2015-08
168690.0,['ZP03'],[ 13.],['2015-08'],1,1,13.0,13.0,13.0,13.0,2015-08,2015-08
70385.0,['ZP03'],[ 24.],['2015-08'],1,1,24.0,24.0,24.0,24.0,2015-08,2015-08
168700.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
299773.0,['ZP03' 'ZP02'],[ 25.65832396   2.        ],['2014-09' '2015-04'],2,2,13.82916197975253,27.65832395950506,25.65832395950506,2.0,2014-09,2015-04
4863.0,['ZP01' 'ZP03'],[ 25.65832396  12.        ],['2014-12' '2015-08'],2,2,18.82916197975253,37.65832395950506,25.65832395950506,12.0,2014-12,2015-08
168704.0,['ZP03' 'ZP02'],[ 25.65832396  11.        ],['2014-10' '2015-08'],2,2,18.32916197975253,36.65832395950506,25.65832395950506,11.0,2014-10,2015-08
496387.0,['ZP03' 'ZP02' 'ZP01'],[ 75.  87.   6.],['2015-07' '2015-08' '2015-08'],3,3,56.0,168.0,87.0,6.0,2015-07,2015-08
4868.0,['ZP03' 'ZP01'],[  6.  21.],['2015-08' '2015-08'],2,2,13.5,27.0,21.0,6.0,2015-08,2015-08
168710.0,['ZP03'],[ 21.],['2015-08'],1,1,21.0,21.0,21.0,21.0,2015-08,2015-08
103176.0,['ZP01' 'ZP02'],[ 25.65832396   6.        ],['2014-09' '2015-07'],2,2,15.82916197975253,31.65832395950506,25.65832395950506,6.0,2014-09,2015-07
267018.0,['ZP03' 'ZP02'],[ 15.   7.],['2015-07' '2015-08'],2,2,11.0,22.0,15.0,7.0,2015-07,2015-08
332554.0,['ZP02'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
70412.0,['ZP02'],[ 11.],['2015-07'],1,1,11.0,11.0,11.0,11.0,2015-07,2015-07
4877.0,['ZP03' 'ZP02'],[ 25.65832396  10.        ],['2014-10' '2015-06'],2,2,17.82916197975253,35.65832395950506,25.65832395950506,10.0,2014-10,2015-06
70411.0,['ZP03' 'ZP02' 'ZP01'],[ 12.  16.   5.],['2015-08' '2015-08' '2015-08'],3,3,11.0,33.0,16.0,5.0,2015-08,2015-08
299787.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
430864.0,['ZP03'],[ 1.],['2015-07'],1,1,1.0,1.0,1.0,1.0,2015-07,2015-07
332563.0,['ZP03'],[ 8.],['2015-08'],1,1,8.0,8.0,8.0,8.0,2015-08,2015-08
267029.0,['ZP02'],[ 78.],['2015-07'],1,1,78.0,78.0,78.0,78.0,2015-07,2015-07
463638.0,['ZP02'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
365335.0,['ZP01'],[ 1.],['2015-06'],1,1,1.0,1.0,1.0,1.0,2015-06,2015-06
201497.0,['ZP02'],[ 4.],['2015-08'],1,1,4.0,4.0,4.0,4.0,2015-08,2015-08
332572.0,['ZP02'],[ 18.],['2015-08'],1,1,18.0,18.0,18.0,18.0,2015-08,2015-08
267038.0,['ZP03'],[ 10.],['2015-08'],1,1,10.0,10.0,10.0,10.0,2015-08,2015-08
332579.0,['ZP03' 'ZP01' 'ZP02'],[  25.65832396    1.          252.        ],['2014-12' '2015-02' '2015-08'],3,3,92.8861079865017,278.6583239595051,252.0,1.0,2014-12,2015-08
463654.0,['ZP02' 'ZP03'],[ 4.  7.],['2015-05' '2015-06'],2,2,5.5,11.0,7.0,4.0,2015-05,2015-06
37672.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
496426.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
267052.0,['ZP02'],[ 31.],['2015-07'],1,1,31.0,31.0,31.0,31.0,2015-07,2015-07
496432.0,['ZP02'],[ 12.],['2015-04'],1,1,12.0,12.0,12.0,12.0,2015-04,2015-04
398129.0,['ZP02'],[ 10.],['2015-01'],1,1,10.0,10.0,10.0,10.0,2015-01,2015-01
430896.0,['ZP03'],[ 33.],['2015-08'],1,1,33.0,33.0,33.0,33.0,2015-08,2015-08
398128.0,['ZP02'],[ 89.],['2015-08'],1,1,89.0,89.0,89.0,89.0,2015-08,2015-08
103220.0,['ZP02' 'ZP03'],[ 25.65832396  17.        ],['2014-12' '2015-03'],2,2,21.32916197975253,42.65832395950506,25.65832395950506,17.0,2014-12,2015-03
103221.0,['ZP03' 'ZP02'],[ 25.65832396  14.        ],['2014-12' '2015-03'],2,2,19.82916197975253,39.65832395950506,25.65832395950506,14.0,2014-12,2015-03
398134.0,['ZP01' 'ZP02'],[  7.  22.],['2015-04' '2015-08'],2,2,14.5,29.0,22.0,7.0,2015-04,2015-08
103223.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
267064.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
365369.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
299834.0,['ZP03' 'ZP02'],[  7.  20.],['2015-04' '2015-08'],2,2,13.5,27.0,20.0,7.0,2015-04,2015-08
70455.0,['ZP02'],[ 2709.],['2015-08'],1,1,2709.0,2709.0,2709.0,2709.0,2015-08,2015-08
430908.0,['ZP02'],[ 1.],['2015-08'],1,1,1.0,1.0,1.0,1.0,2015-08,2015-08
430909.0,['ZP02'],[ 10.],['2015-07'],1,1,10.0,10.0,10.0,10.0,2015-07,2015-07
37694.0,['ZP02' 'ZP03'],[ 4.  5.],['2015-06' '2015-06'],2,2,4.5,9.0,5.0,4.0,2015-06,2015-06
299840.0,['ZP02'],[ 10.],['2015-08'],1,1,10.0,10.0,10.0,10.0,2015-08,2015-08
201539.0,['ZP01' 'ZP02'],[  3.  14.],['2015-06' '2015-07'],2,2,8.5,17.0,14.0,3.0,2015-06,2015-07
430916.0,['ZP03'],[ 2.],['2015-04'],1,1,2.0,2.0,2.0,2.0,2015-04,2015-04
398151.0,['ZP02'],[ 17.],['2015-08'],1,1,17.0,17.0,17.0,17.0,2015-08,2015-08
267080.0,['ZP02'],[ 7.],['2015-03'],1,1,7.0,7.0,7.0,7.0,2015-03,2015-03
332618.0,['ZP03'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
4939.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
463691.0,['ZP03' 'ZP02'],[  9.  49.],['2015-01' '2015-08'],2,2,29.0,58.0,49.0,9.0,2015-01,2015-08
201549.0,['ZP01' 'ZP02'],[ 25.65832396   9.        ],['2014-10' '2015-07'],2,2,17.32916197975253,34.65832395950506,25.65832395950506,9.0,2014-10,2015-07
332619.0,['ZP02' 'ZP01' 'ZP03'],[ 5.  6.  9.],['2015-03' '2015-07' '2015-08'],3,3,6.666666666666667,20.0,9.0,5.0,2015-03,2015-08
365388.0,['ZP03'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
365392.0,['ZP03' 'ZP02'],[  3.  27.],['2015-04' '2015-08'],2,2,15.0,30.0,27.0,3.0,2015-04,2015-08
234321.0,['ZP02' 'ZP03'],[ 25.65832396  10.        ],['2014-10' '2015-05'],2,2,17.82916197975253,35.65832395950506,25.65832395950506,10.0,2014-10,2015-05
103249.0,['ZP03' 'ZP01'],[ 25.65832396   1.        ],['2014-12' '2015-01'],2,2,13.32916197975253,26.65832395950506,25.65832395950506,1.0,2014-12,2015-01
37715.0,['ZP03'],[ 5.],['2015-03'],1,1,5.0,5.0,5.0,5.0,2015-03,2015-03
136018.0,['ZP02'],[ 77.],['2015-08'],1,1,77.0,77.0,77.0,77.0,2015-08,2015-08
4950.0,['ZP02'],[ 1.],['2015-05'],1,1,1.0,1.0,1.0,1.0,2015-05,2015-05
463703.0,['ZP02' 'ZP01'],[ 25.65832396   4.        ],['2014-12' '2015-03'],2,2,14.82916197975253,29.65832395950506,25.65832395950506,4.0,2014-12,2015-03
70488.0,['ZP03'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
70487.0,['ZP01' 'ZP02'],[  1.  31.],['2015-01' '2015-08'],2,2,16.0,32.0,31.0,1.0,2015-01,2015-08
398169.0,['ZP03'],[ 1.],['2015-05'],1,1,1.0,1.0,1.0,1.0,2015-05,2015-05
103258.0,['ZP03' 'ZP02'],[ 15.  20.],['2015-08' '2015-08'],2,2,17.5,35.0,20.0,15.0,2015-08,2015-08
430941.0,['ZP02' 'ZP03'],[ 18.  19.],['2015-08' '2015-08'],2,2,18.5,37.0,19.0,18.0,2015-08,2015-08
168798.0,['ZP03'],[ 7.],['2015-07'],1,1,7.0,7.0,7.0,7.0,2015-07,2015-07
398175.0,['ZP01' 'ZP02'],[ 25.65832396   7.        ],['2014-10' '2015-08'],2,2,16.32916197975253,32.65832395950506,25.65832395950506,7.0,2014-10,2015-08
37730.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
168805.0,['ZP01' 'ZP02' 'ZP03'],[ 25.65832396  81.          15.        ],['2014-10' '2015-08' '2015-08'],3,3,40.55277465316835,121.65832395950505,81.0,15.0,2014-10,2015-08
332646.0,['ZP03' 'ZP02'],[ 25.65832396   3.        ],['2014-11' '2015-08'],2,2,14.32916197975253,28.65832395950506,25.65832395950506,3.0,2014-11,2015-08
430953.0,['ZP02'],[ 6.],['2015-07'],1,1,6.0,6.0,6.0,6.0,2015-07,2015-07
496490.0,['ZP02'],[ 25.65832396],['2014-09'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-09,2014-09
332651.0,['ZP02'],[ 11.],['2015-05'],1,1,11.0,11.0,11.0,11.0,2015-05,2015-05
70508.0,['ZP02' 'ZP03' 'ZP01'],[ 25.65832396   2.           3.        ],['2014-12' '2015-04' '2015-06'],3,3,10.21944131983502,30.65832395950506,25.65832395950506,2.0,2014-12,2015-06
168811.0,['ZP01'],[ 9.],['2015-08'],1,1,9.0,9.0,9.0,9.0,2015-08,2015-08
136046.0,['ZP03'],[ 26.],['2015-08'],1,1,26.0,26.0,26.0,26.0,2015-08,2015-08
201583.0,['ZP02'],[ 18.],['2015-08'],1,1,18.0,18.0,18.0,18.0,2015-08,2015-08
70514.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
168820.0,['ZP03' 'ZP02'],[ 24.  11.],['2015-08' '2015-08'],2,2,17.5,35.0,24.0,11.0,2015-08,2015-08
398200.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
70521.0,['ZP03' 'ZP02'],[ 3.  1.],['2015-08' '2015-08'],2,2,2.0,4.0,3.0,1.0,2015-08,2015-08
4986.0,['ZP03' 'ZP02'],[ 6.  6.],['2015-08' '2015-08'],2,2,6.0,12.0,6.0,6.0,2015-08,2015-08
365435.0,['ZP03' 'ZP02'],[ 25.65832396  19.        ],['2014-09' '2015-05'],2,2,22.32916197975253,44.65832395950506,25.65832395950506,19.0,2014-09,2015-05
37755.0,['ZP02'],[ 4.],['2015-05'],1,1,4.0,4.0,4.0,4.0,2015-05,2015-05
365437.0,['ZP02'],[ 6.],['2015-06'],1,1,6.0,6.0,6.0,6.0,2015-06,2015-06
70524.0,['ZP02'],[ 4.],['2015-06'],1,1,4.0,4.0,4.0,4.0,2015-06,2015-06
299903.0,['ZP02'],[ 20.],['2015-05'],1,1,20.0,20.0,20.0,20.0,2015-05,2015-05
496516.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
496517.0,['ZP02' 'ZP03' 'ZP01'],[  25.65832396   25.65832396  274.        ],['2014-09' '2014-11' '2015-07'],3,3,108.43888263967004,325.3166479190101,274.0,25.65832395950506,2014-09,2015-07
136068.0,['ZP01' 'ZP02' 'ZP03'],[ 76.   6.  23.],['2015-06' '2015-08' '2015-08'],3,3,35.0,105.0,76.0,6.0,2015-06,2015-08
70536.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
103304.0,['ZP02'],[ 5.],['2015-03'],1,1,5.0,5.0,5.0,5.0,2015-03,2015-03
267146.0,['ZP01' 'ZP03'],[ 25.65832396  12.        ],['2014-11' '2015-08'],2,2,18.82916197975253,37.65832395950506,25.65832395950506,12.0,2014-11,2015-08
365449.0,['ZP02'],[ 165.],['2015-05'],1,1,165.0,165.0,165.0,165.0,2015-05,2015-05
168840.0,['ZP03' 'ZP02'],[  1.  26.],['2015-07' '2015-08'],2,2,13.5,27.0,26.0,1.0,2015-07,2015-08
234382.0,['ZP02'],[ 1.],['2015-04'],1,1,1.0,1.0,1.0,1.0,2015-04,2015-04
103311.0,['ZP01' 'ZP02'],[ 25.65832396  10.        ],['2014-09' '2015-08'],2,2,17.82916197975253,35.65832395950506,25.65832395950506,10.0,2014-09,2015-08
299920.0,['ZP01' 'ZP03' 'ZP02'],[ 25.65832396  25.65832396  36.        ],['2014-10' '2014-11' '2015-08'],3,3,29.10554930633671,87.31664791901012,36.0,25.65832395950506,2014-10,2015-08
234384.0,['ZP02'],[ 5.],['2015-03'],1,1,5.0,5.0,5.0,5.0,2015-03,2015-03
5010.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
168851.0,['ZP03'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
201622.0,['ZP03' 'ZP01' 'ZP02'],[ 40.  29.  78.],['2015-06' '2015-07' '2015-08'],3,3,49.0,147.0,78.0,29.0,2015-06,2015-08
299929.0,['ZP02'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
365466.0,['ZP03' 'ZP02'],[ 25.65832396   2.        ],['2014-12' '2015-05'],2,2,13.82916197975253,27.65832395950506,25.65832395950506,2.0,2014-12,2015-05
136091.0,['ZP03' 'ZP02'],[  7.  23.],['2015-03' '2015-08'],2,2,15.0,30.0,23.0,7.0,2015-03,2015-08
168860.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
5017.0,['ZP02'],[ 3.],['2015-08'],1,1,3.0,3.0,3.0,3.0,2015-08,2015-08
332702.0,['ZP01' 'ZP03' 'ZP02'],[   5.   80.  149.],['2015-03' '2015-08' '2015-08'],3,3,78.0,234.0,149.0,5.0,2015-03,2015-08
201631.0,['ZP01'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
463771.0,['ZP02'],[ 11.],['2015-08'],1,1,11.0,11.0,11.0,11.0,2015-08,2015-08
103329.0,['ZP03' 'ZP02'],[ 25.65832396  17.        ],['2014-10' '2015-04'],2,2,21.32916197975253,42.65832395950506,25.65832395950506,17.0,2014-10,2015-04
176847.0,['ZP03'],[ 2.],['2015-08'],1,1,2.0,2.0,2.0,2.0,2015-08,2015-08
299944.0,['ZP01' 'ZP03'],[ 25.65832396   5.        ],['2014-10' '2015-08'],2,2,15.32916197975253,30.65832395950506,25.65832395950506,5.0,2014-10,2015-08
431017.0,['ZP03' 'ZP02'],[ 25.65832396  23.        ],['2014-10' '2015-08'],2,2,24.32916197975253,48.65832395950506,25.65832395950506,23.0,2014-10,2015-08
234408.0,['ZP02'],[ 4.],['2015-05'],1,1,4.0,4.0,4.0,4.0,2015-05,2015-05
37804.0,['ZP01' 'ZP02' 'ZP03'],[ 25.65832396   4.           6.        ],['2014-11' '2015-06' '2015-08'],3,3,11.886107986501687,35.65832395950506,25.65832395950506,4.0,2014-11,2015-08
332719.0,['ZP01'],[ 2.],['2015-02'],1,1,2.0,2.0,2.0,2.0,2015-02,2015-02
37809.0,['ZP02'],[ 25.65832396],['2014-12'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-12,2014-12
201650.0,['ZP02' 'ZP03'],[ 28.  13.],['2015-02' '2015-03'],2,2,20.5,41.0,28.0,13.0,2015-02,2015-03
431028.0,['ZP03'],[ 25.65832396],['2014-11'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-11,2014-11
136117.0,['ZP01'],[ 25.65832396],['2014-10'],1,1,25.65832395950506,25.65832395950506,25.65832395950506,25.65832395950506,2014-10,2014-10
103349.0,['ZP02' 'ZP01' 'ZP03'],[ 46.   2.   3.],['2015-08' '2015-08' '2015-08'],3,3,17.0,51.0,46.0,2.0,2015-08,2015-08
234433.0,['ZP02'],[ 33.],['2015-07'],1,1,33.0,33.0,33.0,33.0,2015-07,2015-07
267202.0,['ZP02'],[ 21.],['2015-06'],1,1,21.0,21.0,21.0,21.0,2015-06,2015-06
398273.0,['ZP02'],[ 77.],['2015-08'],1,1,77.0,77.0,77.0,77.0,2015-08,2015-08
