"EID","TYPECODE","DJDATE","IFHOME"
"39520","4913160","2015-01","1"
"39520","5493750","2015-07","1"
"39520","5492477","2015-07","1"
"39520","4463043","2014-08","1"
"39520","5326723","2015-05","1"
"39520","4549337","2014-09","1"
"39520","4467624","2014-08","1"
"39520","4332799","2014-07","1"
"39520","4366011","2014-07","1"
"39520","4737611","2014-11","1"
"39520","5642863","2015-07","1"
"39520","3987329","2014-01","1"
"39520","4287073","2014-06","1"
"39520","4930004","2015-01","1"
"39520","5429315","2015-06","1"
"39520","5539593","2015-07","1"
"39520","4751523","2014-11","1"
"39520","4651937","2014-10","1"
"39520","5698560","2015-08","1"
"39520","4327900","2014-07","1"
"39520","5787490","2015-08","1"
"39520","4059777","2014-03","1"
"39520","4376755","2014-07","1"
"39520","5255101","2015-05","1"
"39520","4654447","2014-10","1"
"39520","4297763","2014-06","1"
"39520","4401050","2014-07","1"
"39520","4270482","2014-06","1"
"39520","4654590","2014-10","1"
"39520","5670507","2015-08","1"
"39520","4950346","2015-01","1"
"39520","4376123","2014-07","1"
"39520","5704297","2015-08","1"
"39520","4426261","2014-08","1"
"39520","3988296","2014-01","1"
"39520","5618198","2015-07","1"
"39520","4795515","2014-12","1"
"39520","5143732","2015-03","1"
"39520","4448794","2014-08","1"
"39520","3990352","2014-01","1"
"39520","5610322","2015-07","1"
"39520","4511623","2014-09","1"
"39520","4193907","2014-05","1"
"39520","4536073","2014-09","1"
"39520","5143727","2015-03","1"
"39520","4233463","2014-06","1"
"39520","3990350","2014-01","1"
"40524","4104729","2014-04","1"
"41328","4001450","2014-01","0"
"41328","4220042","2014-06","0"
"41328","4587579","2014-09","0"
"41328","4218482","2014-06","0"
"41328","5039916","2015-03","0"
"41869","4403730","2014-07","1"
"47714","5474150","2015-06","1"
"47714","4126788","2014-04","1"
"47714","5434472","2015-06","1"
"52059","4035605","2014-03","0"
"62047","4924413","2015-01","1"
"63197","5389868","2015-06","0"
"69101","5733007","2015-08","0"
"69101","5062459","2015-03","0"
"69101","5344927","2015-05","0"
"70081","3171399","2013-12","0"
"70081","3214496","2013-12","1"
"70081","3179347","2013-12","0"
"70081","4228071","2014-06","1"
"70081","4294907","2014-06","1"
"70081","4771338","2014-11","0"
"70081","5368556","2015-06","1"
"72162","3240796","2013-12","0"
"72162","4793328","2014-12","0"
"72162","5515188","2015-07","0"
"72162","4019349","2014-02","0"
"72162","4420685","2014-08","0"
"72162","4732097","2014-11","0"
"72162","3999898","2014-01","0"
"72162","5761345","2015-08","1"
"72162","4924625","2015-01","0"
"72162","4923342","2015-01","0"
"72162","3968252","2014-01","1"
"72162","4004925","2014-01","1"
"72162","3999448","2014-01","0"
"72162","4560150","2014-09","0"
"75843","4895002","2014-12","1"
"76361","3036820","2013-10","1"
"76361","4308945","2014-07","1"
"79947","5733705","2015-08","1"
"80373","3082256","2013-10","1"
"80373","4822746","2014-12","1"
"80373","4910619","2015-01","1"
"80373","4518865","2014-09","1"
"80373","5493507","2015-07","1"
"80373","5366894","2015-06","1"
"80373","5746943","2015-08","1"
"82428","4945057","2015-01","1"
"82428","4108983","2014-04","1"
"82428","4468559","2014-08","0"
"82428","4857838","2014-12","1"
"82428","4078922","2014-04","1"
"83133","5378328","2015-06","0"
"83692","3222408","2013-12","1"
"83692","3210987","2013-12","1"
"83692","3234887","2013-12","1"
"83692","4018942","2014-02","1"
"83692","4151720","2014-05","1"
"83692","4885848","2014-12","1"
"83692","5618043","2015-07","1"
"83692","5135008","2015-03","1"
"83692","5180182","2015-04","1"
"83692","4954192","2015-01","1"
"83692","4909819","2015-01","1"
"83692","4111735","2014-04","1"
"83692","5617866","2015-07","1"
"83692","4022793","2014-02","1"
"83692","4894899","2014-12","1"
"83692","4861294","2014-12","1"
"83692","4842757","2014-12","1"
"83692","4090092","2014-04","1"
"83692","5089673","2015-03","1"
"83692","5150113","2015-04","1"
"83692","5521093","2015-07","1"
"83692","5288745","2015-05","1"
"83692","4924213","2015-01","1"
"83692","4308202","2014-07","1"
"83692","4423427","2014-08","1"
"83692","4153646","2014-05","1"
"83692","4851264","2014-12","1"
"83692","5107145","2015-03","1"
"83692","4754213","2014-11","1"
"83692","4612399","2014-10","1"
"83692","3993456","2014-01","1"
"83692","4907118","2015-01","1"
"83692","4758788","2014-11","1"
"83692","3186940","2013-12","1"
"83692","4784220","2014-11","1"
"83692","5774699","2015-08","1"
"84725","4713968","2014-11","0"
"86362","3219994","2013-12","0"
"89055","4831364","2014-12","0"
"89641","3004476","2013-09","1"
"89848","2975145","2013-09","1"
"89848","3027013","2013-09","1"
"89848","3111397","2013-11","1"
"89848","3141293","2013-11","0"
"89848","3038640","2013-10","1"
"89848","2992885","2013-09","1"
"89848","3003658","2013-09","1"
"89848","3216614","2013-12","1"
"89848","3182836","2013-12","1"
"89848","3090838","2013-10","1"
"89848","4336376","2014-07","1"
"89848","4336515","2014-07","1"
"89848","5002688","2015-02","1"
"89848","5502108","2015-07","1"
"89848","4548916","2014-09","1"
"89848","4842149","2014-12","1"
"89848","4779610","2014-11","1"
"89848","4321459","2014-07","0"
"89848","4668695","2014-10","1"
"89848","4794752","2014-12","1"
"89848","4737755","2014-11","1"
"89848","4026244","2014-02","1"
"89848","4312150","2014-07","1"
"89848","4336514","2014-07","1"
"89848","4845939","2014-12","0"
"89848","4356610","2014-07","1"
"89848","4391466","2014-07","1"
"89848","5509036","2015-07","1"
"89848","5136140","2015-03","1"
"89848","5508853","2015-07","1"
"89848","4429026","2014-08","1"
"89848","4877068","2014-12","0"
"89848","4805899","2014-12","0"
"89848","5147667","2015-03","1"
"89848","4199299","2014-05","1"
"89848","5157875","2015-04","1"
"89848","4107113","2014-04","1"
"89848","5157049","2015-04","1"
"89848","5508783","2015-07","1"
"89848","4776406","2014-11","1"
"89848","4443130","2014-08","1"
"89848","3192537","2013-12","1"
"92527","3239152","2013-12","1"
"97028","5562432","2015-07","0"
"97028","5068769","2015-03","0"
"99295","4148364","2014-05","1"
"114500","4261292","2014-06","1"
"118830","4549103","2014-09","1"
"119869","3061002","2013-10","0"
"119869","5455529","2015-06","0"
"119869","3242129","2013-12","0"
"119869","3070954","2013-10","1"
"119869","5497410","2015-07","0"
"119869","5131091","2015-03","1"
"119869","5100014","2015-03","1"
"119869","4271709","2014-06","1"
"119869","4177635","2014-05","1"
"119869","5112986","2015-03","1"
"119869","5431333","2015-06","0"
"119869","4871485","2014-12","1"
"119869","5338079","2015-05","1"
"119869","4468626","2014-08","0"
"122387","5610735","2015-07","0"
"122387","3082415","2013-10","0"
"122387","3063291","2013-10","0"
"122387","3003599","2013-09","0"
"122387","4926745","2015-01","0"
"122387","3181149","2013-12","0"
"122387","3140970","2013-11","0"
"122387","3026641","2013-09","1"
"122387","3041383","2013-10","0"
"122387","3151932","2013-11","0"
"122387","4913807","2015-01","0"
"122387","3093297","2013-10","0"
"122387","3147228","2013-11","0"
"122387","3029563","2013-09","0"
"122387","3129430","2013-11","0"
"122387","3029237","2013-09","0"
"122387","2981382","2013-09","1"
"122387","3129473","2013-11","0"
"122387","3235934","2013-12","0"
"122387","3091927","2013-10","0"
"122387","3019189","2013-09","0"
"122387","2972863","2013-09","0"
"122387","3147365","2013-11","0"
"122387","4838270","2014-12","0"
"122387","3026349","2013-09","0"
"122387","3108226","2013-11","0"
"122387","3055272","2013-10","0"
"122387","3201795","2013-12","0"
"122387","3084254","2013-10","0"
"122387","3017092","2013-09","0"
"122387","3126196","2013-11","0"
"122387","4555473","2014-09","0"
"122387","5271649","2015-05","0"
"122387","4524813","2014-09","0"
"122387","5040628","2015-03","0"
"122387","4221804","2014-06","0"
"122387","4582420","2014-09","0"
"122387","5734573","2015-08","0"
"122387","4279913","2014-06","0"
"122387","4353489","2014-07","0"
"122387","4149209","2014-05","0"
"122387","5522425","2015-07","1"
"122387","4205134","2014-05","0"
"122387","4251273","2014-06","0"
"122387","4912595","2015-01","0"
"122387","5146993","2015-03","0"
"122387","4744285","2014-11","0"
"122387","4353423","2014-07","0"
"122387","4896231","2014-12","0"
"122387","4665688","2014-10","0"
"122387","4026857","2014-02","0"
"122387","4576712","2014-09","1"
"122387","4115434","2014-04","0"
"122387","4093944","2014-04","0"
"122387","4111060","2014-04","0"
"122387","5499199","2015-07","0"
"122387","5392776","2015-06","0"
"122387","4913746","2015-01","0"
"122387","5590118","2015-07","0"
"122387","5516335","2015-07","0"
"122387","4917898","2015-01","1"
"122387","4022287","2014-02","0"
"122387","4646173","2014-10","0"
"122387","4025198","2014-02","0"
"122387","4190117","2014-05","0"
"122387","5194016","2015-04","0"
"122387","4867467","2014-12","0"
"122387","5201730","2015-04","0"
"122387","3974779","2014-01","1"
"122387","4075529","2014-03","0"
"122387","4280305","2014-06","0"
"122387","5158695","2015-04","0"
"122387","4112414","2014-04","0"
"122387","4655086","2014-10","0"
"122387","4083607","2014-04","0"
"122387","4942205","2015-01","0"
"122387","4810518","2014-12","0"
"122387","5656324","2015-08","0"
"122387","4287281","2014-06","0"
"122387","4962182","2015-01","0"
"122387","4367838","2014-07","0"
"122387","5778863","2015-08","0"
"122387","5603808","2015-07","0"
"122387","4688052","2014-10","0"
"122387","4791976","2014-12","0"
"122387","4975878","2015-01","0"
"122387","4706424","2014-11","1"
"122387","4186686","2014-05","0"
"122387","4717610","2014-11","0"
"122387","4391354","2014-07","0"
"122387","3982148","2014-01","1"
"122387","4893243","2014-12","0"
"122387","4409608","2014-07","0"
"122387","4392844","2014-07","0"
"122387","4035409","2014-03","1"
"122387","4109439","2014-04","0"
"122387","4146231","2014-05","0"
"122387","4443937","2014-08","1"
"122387","4631817","2014-10","0"
"122387","4968225","2015-01","1"
"122387","4988505","2015-02","1"
"122387","4030734","2014-02","0"
"122387","4145564","2014-05","1"
"122387","4072033","2014-03","0"
"122387","5404271","2015-06","0"
"122387","4071976","2014-03","0"
"122387","4002190","2014-01","1"
"122387","4581107","2014-09","0"
"122387","5252456","2015-04","0"
"122387","5543470","2015-07","0"
"122387","5081050","2015-03","0"
"122387","5010657","2015-02","0"
"122387","3221692","2013-12","1"
"122387","4143548","2014-05","0"
"122387","5666024","2015-08","0"
"129042","4249462","2014-06","0"
"129042","5785945","2015-08","0"
"129042","5739386","2015-08","0"
"134085","3191411","2013-12","0"
"134085","4403376","2014-07","1"
"134085","4279552","2014-06","1"
"134085","5242698","2015-04","1"
"134085","5169401","2015-04","1"
"134085","4509763","2014-09","1"
"134085","5522430","2015-07","1"
"134085","5402703","2015-06","1"
"134085","4167879","2014-05","1"
"134085","4627440","2014-10","1"
"149361","4349672","2014-07","1"
"156806","3994266","2014-01","1"
"156806","5495841","2015-07","1"
"158717","4906706","2015-01","1"
"158717","4068742","2014-03","1"
"158717","5671041","2015-08","1"
"162111","3222408","2013-12","1"
"162111","4038681","2014-03","1"
"162272","5495176","2015-07","0"
"162501","4675597","2014-10","1"
"164237","4170583","2014-05","1"
"164237","4151486","2014-05","1"
"164237","4151351","2014-05","0"
"164237","4796875","2014-12","0"
"165373","3239152","2013-12","1"
"176863","5767026","2015-08","0"
"176863","5770784","2015-08","0"
"178284","4746971","2014-11","1"
"185459","4392747","2014-07","1"
"186940","5542614","2015-07","1"
"193945","4209045","2014-04","1"
"194215","4648851","2014-10","1"
"194215","4549318","2014-09","1"
"194215","4656985","2014-10","1"
"194215","4178429","2014-05","1"
"194215","5499532","2015-07","1"
"194890","4150721","2014-05","1"
"194890","5279876","2015-05","1"
"195710","5341915","2015-05","0"
"198984","4725303","2014-11","1"
"198984","5266506","2015-05","1"
"198984","4121889","2014-04","0"
"198984","4684833","2014-10","1"
"198984","4131901","2014-04","0"
"199974","5632539","2015-07","0"
"202530","5564108","2015-07","0"
"207811","5589885","2015-07","1"
"212238","3226747","2013-12","1"
"212238","4199396","2014-05","1"
"212238","4356608","2014-07","1"
"212238","4205667","2014-04","1"
"212238","4336659","2014-07","1"
"212238","4375045","2014-07","1"
"212238","4199362","2014-05","1"
"212238","4131705","2014-04","1"
"212238","4197006","2014-05","1"
"212238","3976523","2014-01","1"
"212238","4104171","2014-04","1"
"212238","4032596","2014-02","1"
"212238","4312179","2014-07","1"
"212238","4375608","2014-07","1"
"212238","4327401","2014-07","1"
"212238","4260971","2014-06","1"
"212238","4502115","2014-09","1"
"214518","3169925","2013-12","1"
"214518","4298413","2014-06","1"
"219934","5487749","2015-06","1"
"220082","3193332","2013-12","1"
"220082","3087584","2013-10","1"
"220082","4756331","2014-11","1"
"220082","4581938","2014-09","1"
"220082","4212559","2014-05","1"
"220082","5176095","2015-04","1"
"223707","3239152","2013-12","1"
"224519","4141753","2014-05","1"
"224519","4254195","2014-06","1"
"224519","5533903","2015-07","1"
"225695","3091956","2013-10","0"
"226714","4917365","2015-01","1"
"230272","4194388","2014-05","1"
"230272","3964974","2014-01","1"
"239729","4365251","2014-07","0"
"239729","5348946","2015-05","1"
"239729","4059779","2014-03","1"
"239729","5167491","2015-04","1"
"239729","4154750","2014-05","1"
"239729","4324393","2014-07","1"
"243526","5607745","2015-07","1"
"243802","5575349","2015-07","1"
"244912","5367292","2015-06","0"
"246310","4036258","2014-03","0"
"248890","5169401","2015-04","1"
"248890","4586601","2014-09","1"
"248890","5367817","2015-06","1"
"249517","5596110","2015-07","1"
"253548","5254435","2015-05","0"
"253548","5230677","2015-04","0"
"255717","3075653","2013-10","1"
"255717","4661505","2014-10","0"
"257651","2978720","2013-09","1"
"257651","4174901","2014-05","1"
"257651","3973847","2014-01","1"
"257651","4276033","2014-06","1"
"257651","4313075","2014-07","0"
"257651","4080399","2014-04","1"
"257651","5025712","2015-02","1"
"257651","4499235","2014-08","1"
"258074","3228106","2013-12","1"
"262750","4777213","2014-11","1"
"263210","5573908","2015-07","1"
"264216","4028186","2014-02","1"
"271396","4169699","2014-05","1"
"272004","4159793","2014-05","1"
"272004","4895002","2014-12","1"
"272420","5432050","2015-06","1"
"276212","5300740","2015-05","1"
"276212","5035522","2015-03","1"
"279598","3994072","2014-01","1"
"279598","5308370","2015-05","1"
"283064","5344987","2015-05","0"
"283064","3225187","2013-12","0"
"283064","5407111","2015-06","0"
"283064","3007564","2013-09","1"
"283064","3218353","2013-12","0"
"283064","3224321","2013-12","0"
"283064","3231357","2013-12","0"
"283064","3220827","2013-12","0"
"283064","3210774","2013-12","0"
"283064","3241879","2013-12","0"
"283064","2990343","2013-09","0"
"283064","4898942","2015-01","0"
"283064","5391973","2015-06","0"
"283064","2994950","2013-09","1"
"283064","3183939","2013-12","0"
"283064","3214098","2013-12","0"
"283064","3182615","2013-12","0"
"283064","4876815","2014-12","0"
"283064","5744222","2015-08","1"
"283064","4168699","2014-05","0"
"283064","5637626","2015-07","0"
"283064","5617332","2015-07","1"
"283064","4146077","2014-05","0"
"283064","4398581","2014-07","0"
"283064","4962362","2015-01","1"
"283064","4932041","2015-01","0"
"283064","4078074","2014-04","0"
"283064","5475716","2015-06","1"
"283064","3995717","2014-01","0"
"283064","4207370","2014-05","0"
"283064","5700591","2015-08","0"
"283064","5232154","2015-04","1"
"283064","4844908","2014-12","1"
"283064","4411359","2014-08","0"
"283064","5611449","2015-07","0"
"283064","5704160","2015-08","0"
"283064","4417949","2014-08","0"
"283064","5284706","2015-05","1"
"283064","4047576","2014-03","1"
"283064","4590412","2014-09","1"
"283064","4813636","2014-12","0"
"291597","4729249","2014-11","1"
"294696","5569305","2015-07","1"
"294696","5171289","2015-04","1"
"294696","4747989","2014-11","1"
"299729","5584889","2015-07","0"
"306788","3016444","2013-09","0"
"306788","3983338","2014-01","0"
"306788","4351216","2014-07","0"
"306788","5699758","2015-08","0"
"306788","5313746","2015-05","0"
"306788","4884086","2014-12","0"
"306788","4220821","2014-06","0"
"306788","5362883","2015-06","0"
"306788","4096665","2014-04","0"
"306788","5745078","2015-08","0"
"306788","4019816","2014-02","0"
"306788","5628780","2015-07","0"
"306788","4148798","2014-05","0"
"306788","5575360","2015-07","0"
"313105","5487032","2015-06","1"
"313105","5486970","2015-06","1"
"313105","5691201","2015-08","1"
"320325","4402849","2014-07","1"
"330517","3132665","2013-11","0"
"330517","4033965","2014-02","1"
"330517","4324822","2014-07","0"
"330517","4080783","2014-04","1"
"330741","4763381","2014-11","1"
"332951","5236715","2015-04","1"
"333049","5516577","2015-07","1"
"333049","5337756","2015-05","1"
"334529","5455602","2015-06","1"
"336563","4253856","2014-06","1"
"340136","3007403","2013-09","0"
"345727","5222850","2015-04","0"
"349625","3189545","2013-12","1"
"349625","5198117","2015-04","1"
"349625","4259622","2014-06","1"
"349625","5317168","2015-05","1"
"349625","5202957","2015-04","1"
"349625","5445201","2015-06","1"
"349625","4029505","2014-02","1"
"353450","2997454","2013-09","0"
"353450","5081565","2015-03","0"
"357149","4257734","2014-06","1"
"360408","4012087","2014-02","0"
"366927","3077651","2013-10","1"
"366927","5186285","2015-04","0"
"368061","5638868","2015-07","0"
"370893","3055113","2013-10","1"
"373482","3030649","2013-09","0"
"373482","4471444","2014-08","0"
"374689","4702981","2014-11","1"
"375534","3046217","2013-10","1"
"375534","4923612","2015-01","0"
"375534","3214821","2013-12","0"
"375534","3178765","2013-12","0"
"375534","5750246","2015-08","0"
"375534","5015342","2015-02","0"
"375534","3197696","2013-12","1"
"375534","4916692","2015-01","0"
"375534","3975634","2014-01","0"
"375534","5411629","2015-06","1"
"375534","4329204","2014-07","0"
"375534","4497520","2014-08","1"
"375534","5528577","2015-07","1"
"375534","4491388","2014-08","1"
"375534","4702018","2014-11","0"
"375534","5382856","2015-06","1"
"375534","5591637","2015-07","1"
"377597","5310856","2015-05","0"
"377597","5310856","2015-05","0"
"377824","5606136","2015-07","0"
"377824","5700815","2015-08","0"
"386711","5706161","2015-08","1"
"387451","3183325","2013-12","1"
"387451","3068235","2013-10","1"
"387451","5269190","2015-05","1"
"387451","4093545","2014-04","0"
"388149","4572936","2014-09","0"
"388149","5483695","2015-06","0"
"388149","5218966","2015-04","0"
"388636","4924313","2015-01","0"
"388636","4829748","2014-12","0"
"388636","5030337","2015-02","0"
"388636","4524286","2014-09","1"
"388636","5458316","2015-06","0"
"388636","4829859","2014-12","0"
"388636","4602994","2014-10","1"
"388636","5739036","2015-08","1"
"388636","4608168","2014-10","1"
"388636","5744686","2015-08","1"
"398188","3222408","2013-12","1"
"398188","5577645","2015-07","0"
"398188","4644502","2014-10","1"
"398188","4423427","2014-08","1"
"398188","5377285","2015-06","0"
"398188","4164729","2014-05","1"
"399198","4758183","2014-11","1"
"399928","3037173","2013-10","1"
"399928","3075519","2013-10","1"
"399928","3182779","2013-12","1"
"399928","3101578","2013-11","1"
"399928","3062380","2013-10","1"
"399928","3200465","2013-12","1"
"399928","3163712","2013-11","1"
"399928","3104705","2013-11","1"
"399928","3016776","2013-09","1"
"399928","3209271","2013-12","1"
"399928","3168115","2013-11","1"
"399928","3162979","2013-11","1"
"399928","3062377","2013-10","1"
"399928","2991319","2013-09","1"
"399928","3074614","2013-10","1"
"399928","2974145","2013-09","1"
"399928","3197382","2013-12","1"
"399928","3069708","2013-10","1"
"399928","3140429","2013-11","1"
"399928","3182787","2013-12","1"
"399928","3216921","2013-12","1"
"399928","3241713","2013-12","1"
"399928","3242131","2013-12","1"
"399928","3209251","2013-12","1"
"399928","3227951","2013-12","1"
"399928","3231564","2013-12","1"
"399928","3171705","2013-11","1"
"399928","3188994","2013-12","1"
"399928","3075819","2013-10","1"
"399928","3172093","2013-11","1"
"399928","3019963","2013-09","1"
"399928","3228103","2013-12","1"
"399928","3067454","2013-10","1"
"399928","3007281","2013-09","1"
"399928","3125890","2013-11","1"
"399928","3238492","2013-12","1"
"399928","3084433","2013-10","1"
"399928","3227881","2013-12","1"
"399928","3209229","2013-12","1"
"399928","3239528","2013-12","1"
"399928","3173219","2013-12","1"
"399928","3171117","2013-11","1"
"399928","2977275","2013-09","1"
"399928","3070663","2013-10","1"
"399928","2997811","2013-09","1"
"399928","3038539","2013-10","1"
"399928","3105145","2013-11","1"
"399928","3225729","2013-12","1"
"399928","3011867","2013-09","1"
"399928","3177092","2013-12","1"
"399928","3162863","2013-11","1"
"399928","3227807","2013-12","1"
"399928","3209426","2013-12","1"
"399928","3109105","2013-11","1"
"399928","3100876","2013-11","1"
"399928","3216588","2013-12","1"
"399928","3102422","2013-11","1"
"399928","3111587","2013-11","1"
"399928","3090142","2013-10","1"
"399928","3217637","2013-12","1"
"399928","3244433","2013-12","1"
"399928","2998882","2013-09","1"
"399928","2983147","2013-09","1"
"399928","3233571","2013-12","1"
"399928","2986672","2013-09","1"
"399928","3122227","2013-11","1"
"399928","3184255","2013-12","1"
"399928","3078649","2013-10","1"
"399928","3101608","2013-11","1"
"399928","3037522","2013-10","1"
"399928","3118783","2013-11","1"
"399928","3017046","2013-09","1"
"399928","3072861","2013-10","1"
"399928","3044811","2013-10","1"
"399928","3102441","2013-11","1"
"399928","3141603","2013-11","1"
"399928","2999942","2013-09","1"
"399928","3187589","2013-12","1"
"399928","3183980","2013-12","1"
"399928","3106966","2013-11","0"
"399928","3043242","2013-10","1"
"399928","3113298","2013-11","1"
"399928","3082325","2013-10","1"
"399928","3044878","2013-10","1"
"399928","3244768","2013-12","1"
"399928","3075991","2013-10","1"
"399928","3140567","2013-11","1"
"399928","3121802","2013-11","1"
"399928","3209612","2013-12","1"
"399928","2980805","2013-09","1"
"399928","3125704","2013-11","1"
"399928","2976547","2013-09","1"
"399928","3101041","2013-11","1"
"399928","3163604","2013-11","1"
"399928","3187588","2013-12","1"
"399928","3075778","2013-10","1"
"399928","3078991","2013-10","1"
"399928","3037281","2013-10","1"
"399928","3041525","2013-10","1"
"399928","3231575","2013-12","1"
"399928","3209718","2013-12","1"
"399928","3108879","2013-11","1"
"399928","3090492","2013-10","1"
"399928","3031008","2013-09","1"
"399928","3217136","2013-12","1"
"399928","3040303","2013-10","1"
"399928","3189229","2013-12","1"
"399928","3232990","2013-12","1"
"399928","3188917","2013-12","1"
"399928","3227822","2013-12","1"
"399928","3082049","2013-10","1"
"399928","3231569","2013-12","1"
"399928","3108901","2013-11","1"
"399928","3038698","2013-10","1"
"399928","3176205","2013-12","1"
"399928","3117119","2013-11","1"
"399928","2987174","2013-09","1"
"399928","3140174","2013-11","1"
"399928","3052041","2013-10","1"
"399928","3231700","2013-12","1"
"399928","3101475","2013-11","1"
"399928","3217770","2013-12","1"
"399928","3125829","2013-11","1"
"399928","3132885","2013-11","1"
"399928","3163959","2013-11","1"
"399928","3965678","2014-01","1"
"399928","4801029","2014-12","1"
"399928","4103346","2014-04","1"
"399928","4107486","2014-04","1"
"399928","4699817","2014-11","1"
"399928","5303607","2015-05","1"
"399928","4260937","2014-06","1"
"399928","5196852","2015-04","1"
"399928","5437849","2015-06","1"
"399928","5439952","2015-06","1"
"399928","4208881","2014-04","1"
"399928","4103443","2014-04","1"
"399928","4840660","2014-12","1"
"399928","4734155","2014-11","1"
"399928","4752394","2014-11","1"
"399928","4239873","2014-06","1"
"399928","5667698","2015-08","1"
"399928","4512565","2014-09","1"
"399928","4882075","2014-12","1"
"399928","4902842","2015-01","1"
"399928","5511506","2015-07","1"
"399928","3972436","2014-01","1"
"399928","4571919","2014-09","1"
"399928","5193074","2015-04","1"
"399928","4025400","2014-02","1"
"399928","4801177","2014-12","1"
"399928","3984235","2014-01","1"
"399928","4443030","2014-08","1"
"399928","4779620","2014-11","1"
"399928","4735109","2014-11","1"
"399928","4745409","2014-11","1"
"399928","5405548","2015-06","1"
"399928","4451273","2014-08","1"
"399928","5258585","2015-05","1"
"399928","4316347","2014-07","1"
"399928","4357527","2014-07","1"
"399928","4534942","2014-09","0"
"399928","4589471","2014-09","1"
"399928","4742083","2014-11","1"
"399928","4465373","2014-08","1"
"399928","4737463","2014-11","1"
"399928","4745386","2014-11","1"
"399928","4881140","2014-12","1"
"399928","4407710","2014-07","1"
"399928","5472531","2015-06","1"
"399928","4502053","2014-09","1"
"399928","5636047","2015-07","1"
"399928","4586073","2014-09","1"
"399928","4107214","2014-04","1"
"399928","5425408","2015-06","1"
"399928","5462365","2015-06","1"
"399928","4894499","2014-12","1"
"399928","5266555","2015-05","1"
"399928","4801842","2014-12","1"
"399928","4421661","2014-08","1"
"399928","4688713","2014-11","1"
"399928","5637856","2015-07","1"
"399928","4784871","2014-11","1"
"399928","4240405","2014-06","1"
"399928","4585825","2014-09","1"
"399928","4643942","2014-10","1"
"399928","5463099","2015-06","1"
"399928","5471316","2015-06","1"
"399928","4778386","2014-11","1"
"399928","4856118","2014-12","1"
"399928","4107301","2014-04","1"
"399928","5359159","2015-06","1"
"399928","5196849","2015-04","1"
"399928","5239988","2015-04","1"
"399928","4647105","2014-10","1"
"399928","4669053","2014-10","1"
"399928","4308973","2014-07","1"
"399928","5636402","2015-07","1"
"399928","4865981","2014-12","1"
"399928","4548513","2014-09","1"
"399928","4795651","2014-12","1"
"399928","4552508","2014-09","1"
"399928","4638590","2014-10","1"
"399928","4462354","2014-08","1"
"399928","4102458","2014-04","1"
"399928","4734377","2014-11","1"
"399928","4505636","2014-09","1"
"399928","4126256","2014-04","1"
"399928","4836889","2014-12","1"
"399928","5626472","2015-07","1"
"399928","4638587","2014-10","1"
"399928","4340761","2014-07","1"
"399928","4841151","2014-12","1"
"399928","4327101","2014-07","1"
"399928","5388789","2015-06","1"
"399928","5654120","2015-08","1"
"399928","4789040","2014-11","1"
"399928","4815826","2014-12","1"
"399928","4474590","2014-08","1"
"399928","5145659","2015-03","1"
"399928","4199382","2014-05","1"
"399928","4778874","2014-11","1"
"399928","4585824","2014-09","1"
"399928","4309355","2014-07","1"
"399928","4278519","2014-06","1"
"399928","4424248","2014-08","1"
"399928","5432243","2015-06","1"
"399928","4588246","2014-09","1"
"399928","4619404","2014-10","1"
"399928","4104283","2014-04","1"
"399928","4541564","2014-09","1"
"399928","4553893","2014-09","1"
"399928","4606275","2014-10","1"
"399928","4870240","2014-12","1"
"399928","4280867","2014-06","1"
"399928","4889530","2014-12","1"
"399928","5178621","2015-04","1"
"399928","5179050","2015-04","1"
"399928","4694941","2014-11","1"
"399928","4699793","2014-11","1"
"399928","5427285","2015-06","1"
"399928","4805948","2014-12","1"
"399928","5674068","2015-08","1"
"399928","4757689","2014-11","1"
"399928","4794909","2014-12","1"
"399928","5674083","2015-08","1"
"399928","4308654","2014-07","1"
"399928","4479223","2014-08","1"
"399928","4735106","2014-11","1"
"399928","4783896","2014-11","1"
"399928","4351237","2014-07","1"
"399928","5157864","2015-04","1"
"399928","4028069","2014-02","1"
"399928","4742723","2014-11","1"
"399928","4199542","2014-05","1"
"399928","5157870","2015-04","1"
"399928","4826584","2014-12","1"
"399928","5673778","2015-08","1"
"399928","4850748","2014-12","1"
"399928","4478616","2014-08","1"
"399928","4585210","2014-09","1"
"399928","4336389","2014-07","1"
"399928","5134984","2015-03","1"
"399928","4239515","2014-06","1"
"399928","4522561","2014-09","1"
"399928","4700228","2014-11","1"
"399928","4106872","2014-04","1"
"399928","4859914","2014-12","1"
"399928","4688722","2014-11","1"
"399928","4307717","2014-07","1"
"399928","4379299","2014-07","1"
"399928","5303710","2015-05","1"
"399928","4391123","2014-07","1"
"399928","5337097","2015-05","1"
"399928","5043306","2015-03","1"
"399928","4670127","2014-10","1"
"399928","4131680","2014-04","1"
"399928","4102888","2014-04","1"
"399928","4330392","2014-07","1"
"399928","4345108","2014-07","1"
"399928","4536443","2014-09","1"
"399928","3994622","2014-01","1"
"399928","4103551","2014-04","1"
"399928","4851994","2014-12","1"
"399928","4865847","2014-12","1"
"399928","4379282","2014-07","1"
"399928","4279455","2014-06","1"
"399928","4279481","2014-06","1"
"399928","4536438","2014-09","1"
"399928","4366773","2014-07","1"
"399928","4103033","2014-04","1"
"399928","4104450","2014-04","1"
"399928","4767427","2014-11","1"
