"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"473617","97786891","2014-11-01","546000"
"473617","108772356","2014-11-01","632500"
"473617","108957161","2014-12-01","4800300"
"476899","77402049","2014-03-01","1192600"
"476899","108752635","2015-04-01","23700"
"476899","99618566","2015-04-01","23700"
"476899","99618649","2015-04-01","48200"
"476899","99618651","2015-04-01","32600"
"486136","85055650","2014-07-01","9000"
"486136","85055466","2014-07-01","2700"
"487095","76445392","2013-09-01","202200"
"487095","61125523","2013-02-01","865700"
"487095","87438530","2014-04-01","0"
"487095","91721414","2014-04-01","0"
"489124","66086100","2013-05-01","11200"
"489489","67909852","2013-06-01","39200"
"489489","67909850","2013-06-01","29800"
"489489","66087493","2013-06-01","39100"
"495378","85053897","2014-07-01","21300"
"495378","91801148","2014-07-01","21300"
"500200","100541172","2015-04-01","145000"
"505590","97781231","2014-05-01","500000"
"505590","80154460","2014-05-01","500000"
"507597","101091532","2015-05-01","362300"
"507597","103053138","2015-05-01","362300"
"516024","61169901","2013-01-01","45100"
"522854","72990577","2013-12-01","0"
"522854","85051046","2014-06-01","0"
"526018","92425277","2014-10-01","3800"
"526018","81337455","2014-05-01","4700"
"64","107058035","2015-04-01","248700"
"64","100523408","2015-04-01","248700"
"64","98095142","2015-02-01","3900"
"64","100468585","2015-04-01","5100"
"1683","67684836","2013-08-01","26800"
"1683","67684865","2013-08-01","17800"
"1683","67684857","2013-08-01","24400"
"1683","75071372","2014-01-01","2700"
"1683","103623788","2015-06-01","8400"
"1683","75071374","2014-01-01","2700"
"1683","75071364","2014-01-01","5400"
"4626","85056744","2014-07-01","5200"
"4626","85056742","2014-07-01","500"
"4626","85056740","2014-07-01","2300"
"8147","82420725","2014-07-01","710000"
"13187","97801607","2014-10-01","239600"
"16289","91832290","2014-09-01","20500"
"16289","97801402","2014-09-01","20500"
"16289","87767133","2014-09-01","20500"
"21033","85059638","2014-07-01","12600"
"29470","105252069","2015-08-01","3000"
"29470","97767341","2014-11-01","4000"
"30960","76444659","2014-03-01","23400"
"31721","113556224","2015-06-01","40700"
"31721","106132511","2015-05-01","38100"
"33409","76438985","2014-03-01","426800"
"34126","96480351","2015-01-01","1000000"
"34377","101819786","2015-05-01","494600"
"39228","95384748","2014-12-01","408600"
"39228","100761431","2014-12-01","408600"
"39228","100780383","2015-04-01","102000"
"39228","108838486","2015-06-01","0"
"39228","102842844","2015-06-01","31500"
"39228","99914560","2015-04-01","5400000"
"39228","60503351","2013-02-01","50000"
"39228","61467901","2013-04-01","60000"
"39228","103705689","2015-06-01","192000"
"39228","104379674","2015-04-01","102000"
"39228","107340527","2015-04-01","102000"
"40410","60120062","2013-01-01","8100"
"40846","76429622","2014-02-01","263400"
"40846","97731821","2015-02-01","1339800"
"40846","81318715","2014-02-01","263400"
"48633","88438210","2014-10-01","1300"
"48633","97816627","2014-10-01","1300"
"51750","78823329","2014-05-01","378700"
"52235","60946935","2012-12-01","14900"
"52235","60946860","2012-12-01","14600"
"52235","60947019","2012-12-01","18700"
"52235","44431747","2012-09-01","13800"
"52235","60946742","2012-12-01","17800"
"52235","60946812","2012-12-01","18700"
"57782","81318409","2014-02-01","42900"
"57782","76428996","2014-02-01","42900"
"59249","108906655","2015-06-01","2371800"
"63169","85048870","2014-07-01","27800"
"64127","75026028","2013-12-01","967500"
"67811","61255545","2013-03-01","30000"
"67811","80068232","2014-02-01","41300"
"67811","42652244","2012-10-01","43300"
"67811","76427686","2014-02-01","41300"
"69332","73349629","2013-07-01","26600"
"69332","66087506","2013-06-01","18000"
"69343","75009379","2014-01-01","20200"
"70924","67902719","2013-07-01","11100"
"70924","72985977","2013-12-01","106900"
"70924","80321577","2013-12-01","106900"
"71050","97770084","2014-12-01","600000"
"71050","92782589","2014-12-01","400000"
"71814","42605001","2012-09-01","20300"
"71897","66087838","2013-06-01","665200"
"79947","102621143","2015-06-01","12200"
"83692","105251280","2015-08-01","19400"
"83692","105251266","2015-08-01","17300"
"83692","105251264","2015-08-01","19100"
"83692","106054557","2015-07-01","6900"
"83692","42253342","2012-09-01","6600"
"83692","105251262","2015-08-01","19600"
"83692","116020403","2015-05-01","19100"
"83692","92704354","2014-10-01","20500"
"83692","104415187","2015-07-01","6900"
"83692","105263764","2015-07-01","6900"
"86182","44345192","2012-11-01","16100"
"88840","76441892","2014-02-01","6000"
"90576","92716537","2014-01-01","18100"
"90576","79522249","2014-01-01","18100"
"90576","75001766","2014-01-01","18100"
"91398","42191227","2012-09-01","0"
"91945","112168511","2015-08-01","8700"
"91945","111980457","2015-08-01","8700"
"91945","112382650","2015-08-01","8700"
"91945","108839819","2015-08-01","8700"
"91945","106711528","2015-08-01","8700"
"92527","85057560","2014-07-01","3900"
"92527","81441791","2014-06-01","4900"
"92527","85057050","2013-12-01","448700"
"92527","85057697","2014-07-01","2081500"
"92527","92720781","2014-08-01","424000"
"92527","92410237","2014-07-01","2081500"
"92527","103056671","2014-12-01","14400"
"92527","96491296","2015-01-01","276400"
"92527","109181119","2015-06-01","400000"
"92527","93699582","2014-12-01","87400"
"92527","92410140","2014-07-01","3900"
"92527","109180956","2015-05-01","362200"
"92527","85554401","2014-08-01","424000"
"92527","91812334","2014-06-01","4900"
"92527","75008337","2013-12-01","448700"
"95273","92399731","2014-10-01","45200"
"95273","85042422","2014-07-01","7200"
"95273","97802685","2014-07-01","7200"
"95273","43036473","2012-10-01","27700"
"95590","103767252","2015-06-01","20400"
"95590","103932905","2015-06-01","126600"
"96439","62141464","2013-05-01","16400"
"103650","75015444","2014-01-01","384000"
"103650","62255551","2013-06-01","384000"
"103650","87441842","2014-01-01","384000"
"108130","97787468","2014-06-01","3469200"
"108130","91895008","2014-06-01","3469200"
"111663","104469487","2015-03-01","50000"
"111663","98525189","2015-03-01","50000"
"111663","105247596","2015-03-01","50000"
"111663","92721478","2014-10-01","5400"
"132185","112468084","2015-03-01","49000"
"132185","111900292","2015-03-01","49000"
"132185","85074168","2014-08-01","73200"
"132185","85074166","2014-08-01","73200"
"132185","101117834","2015-05-01","50000"
"132185","73363693","2013-08-01","164000"
"132185","42191313","2012-09-01","50000"
"132185","85062970","2014-07-01","168300"
"132185","104599960","2015-07-01","12680500"
"132185","79941599","2013-12-01","143900"
"132185","98628753","2015-03-01","49000"
"132185","62275319","2013-06-01","293600"
"132185","73365545","2013-11-01","20900"
"132287","62158011","2012-12-01","181400"
"133901","108769879","2014-12-01","1534700"
"137096","75020922","2013-12-01","41300"
"137096","81304902","2013-12-01","41300"
"149375","97932480","2014-12-01","6800"
"149375","108949498","2014-12-01","6800"
"151420","62080059","2013-05-01","51300"
"151420","62065181","2013-06-01","53300"
"151420","62065043","2013-05-01","40200"
"151420","75016956","2013-12-01","2312600"
"151420","92776905","2014-11-01","1518000"
"151420","85065596","2014-08-01","2200000"
"153341","61415058","2013-04-01","320000"
"153341","42635177","2012-10-01","37400"
"155877","101093303","2015-05-01","61300"
"159407","98101110","2015-02-01","1014000"
"161312","67325659","2013-07-01","395900"
"161312","71280727","2013-05-01","0"
"162502","106925442","2015-08-01","8500"
"162502","106925436","2015-08-01","17200"
"162502","106925448","2015-08-01","17200"
"162502","106925428","2015-08-01","19100"
"162502","106925433","2015-08-01","17200"
"162502","106925439","2015-08-01","5500"
"164922","61053549","2012-10-01","3200"
"165373","97926323","2015-03-01","43100"
"169737","97938223","2014-04-01","1700"
"169737","79310525","2014-04-01","1700"
"175527","60409887","2013-02-01","2041900"
"177217","100384914","2015-04-01","1200"
"185459","100249460","2015-04-01","5000"
"185459","76455080","2014-03-01","3800"
"189938","97819609","2014-08-01","12000"
"189938","85074139","2014-08-01","12000"
"191669","67907444","2013-07-01","2400"
"195338","101489110","2015-05-01","5190900"
"195338","110617128","2015-05-01","5190900"
"197062","91792736","2014-09-01","154200"
"197062","86295069","2014-09-01","154200"
"213410","97787740","2014-07-01","1710100"
"213410","83478408","2014-07-01","1710100"
"213410","85061161","2014-07-01","61400"
"213936","43469956","2012-11-01","5500"
"213936","61770116","2013-03-01","22800"
"213936","60183634","2013-01-01","2900"
"214391","99695718","2015-03-01","568700"
"214391","85057702","2014-07-01","568700"
"214391","92720565","2014-07-01","568700"
"216021","97808556","2014-04-01","4600"
"216021","91707279","2014-04-01","4600"
"216021","87434682","2014-04-01","4600"
"218999","75066827","2014-02-01","2108400"
"218999","87374309","2014-01-01","32200"
"218999","99095990","2015-03-01","2108400"
"218999","110607057","2015-03-01","2108400"
"218999","80071832","2014-02-01","2108400"
"218999","43271616","2012-11-01","2200000"
"218999","75070352","2014-01-01","32200"
"218999","91726082","2014-01-01","135100"
"218999","91726079","2014-01-01","32200"
"218999","75070358","2014-01-01","135100"
"218999","87374313","2014-01-01","135100"
"218999","60168094","2013-01-01","2200000"
"221800","102674780","2015-05-01","275600"
"221800","101818974","2015-05-01","275600"
"226714","61228581","2013-03-01","0"
"226721","83569288","2014-02-01","66200"
"226721","76450993","2014-02-01","66200"
"228163","85058411","2014-07-01","59000"
"230264","93816319","2014-12-01","6000"
"231819","109011527","2014-07-01","1450000"
"240474","76435473","2014-03-01","400000"
"242418","80299895","2013-12-01","20000"
"242418","75022158","2013-12-01","20000"
"256437","61329255","2013-04-01","32500"
"256437","61204913","2013-03-01","0"
"259129","75021081","2013-12-01","21000"
"261505","97800305","2014-07-01","105600"
"261505","83482552","2014-07-01","105600"
"261718","100499103","2015-04-01","6700"
"261718","97925165","2015-03-01","1400"
"261718","96997217","2015-02-01","5300"
"261718","100499118","2015-04-01","6700"
"264909","101888438","2015-05-01","3776100"
"267800","80124929","2014-02-01","1208000"
"267800","87441996","2014-04-01","2138400"
"267800","91730804","2014-04-01","2138400"
"267800","80059364","2014-01-01","1000000"
"267800","76458117","2014-02-01","1208000"
"267800","91747413","2014-09-01","1073700"
"267800","80154696","2014-05-01","2101400"
"267800","75014373","2014-01-01","1000000"
"267800","60997203","2013-01-01","471500"
"267800","14023316","2014-04-01","22940500"
"267800","14023314","2014-04-01","22940500"
"267800","99087827","2015-03-01","1047100"
"267800","112178177","2014-12-01","1762900"
"267800","90213766","2014-09-01","4423100"
"267800","104524789","2015-07-01","2406500"
"267800","93813403","2014-12-01","1762900"
"267800","105263396","2015-07-01","2406500"
"267800","109154999","2015-07-01","2406500"
"267800","104524791","2015-07-01","2406500"
"267800","84132580","2014-08-01","8953800"
"267800","106712545","2015-08-01","520000"
"267800","96520444","2015-01-01","2135700"
"267800","80089137","2014-02-01","3316600"
"267800","95423225","2014-08-01","51462600"
"267800","110706040","2013-11-01","0"
"267800","75077195","2014-02-01","3316600"
"267800","108912444","2015-06-01","6855300"
"267800","97820091","2014-09-01","46000000"
"267800","92242215","2014-11-01","2059400"
"267800","106712542","2015-08-01","1008400"
"267800","105262880","2015-07-01","1194000"
"267800","109154992","2015-07-01","598000"
"267800","97983928","2014-12-01","1096800"
"267800","85076949","2014-08-01","4104000"
"267800","91816815","2014-07-01","4882900"
"267800","106712540","2015-08-01","765000"
"267800","104524787","2015-07-01","1204500"
"267800","104599469","2015-07-01","598000"
"267800","112410248","2014-12-01","1762900"
"267800","110586099","2015-08-01","765000"
"267800","109155010","2015-07-01","2406500"
"267800","109154985","2015-07-01","1204500"
"267800","108845675","2015-08-01","520000"
"267800","108845668","2015-08-01","1004500"
"267800","109154763","2015-07-01","1194000"
"267800","108845670","2015-08-01","300000"
"267800","106712536","2015-08-01","1004500"
"267800","106712538","2015-08-01","300000"
"267800","104527723","2015-07-01","1194000"
"267800","105263388","2015-07-01","1204500"
"267800","102501407","2015-06-01","6855300"
"267800","97819323","2014-05-01","2101400"
"267800","97819872","2014-08-01","4104000"
"267800","78150128","2014-04-01","22940500"
"271474","110787022","2015-02-01","555900"
"271474","111419338","2015-01-01","94600"
"271474","101687492","2015-02-01","555900"
"271474","93815838","2014-12-01","245900"
"271474","96521758","2015-01-01","100000"
"271474","102696057","2014-12-01","245900"
"271474","110610988","2015-01-01","5196200"
"271726","103007242","2015-06-01","600000"
"271726","109067153","2015-03-01","396000"
"271726","97927099","2015-03-01","396000"
"276212","72994578","2014-01-01","6500"
"276212","99618627","2015-04-01","4900"
"276212","99586927","2015-04-01","19600"
"276212","107511175","2015-04-01","4900"
"276212","85552980","2014-08-01","372300"
"276212","106932865","2015-08-01","310000"
"276212","112177784","2015-08-01","310000"
"276212","80315596","2014-01-01","6500"
"284788","112378752","2015-01-01","30600"
"287408","74999530","2013-07-01","179800"
"287408","74999528","2013-07-01","287300"
"287408","60863557","2013-03-01","378900"
"287408","60863458","2013-03-01","87000"
"287408","74999526","2013-07-01","710500"
"289123","9420230","2013-12-01","5092400"
"289123","60497405","2013-01-01","156300"
"289123","61108396","2013-03-01","282100"
"289123","66083171","2013-03-01","40000"
"289123","73349682","2013-07-01","225800"
"289123","85043296","2014-02-01","292200"
"289123","97804935","2014-02-01","292200"
"289123","66083345","2013-03-01","52500"
"289123","85043223","2014-02-01","22203000"
"289123","76428863","2014-02-01","22203000"
"289123","79934911","2013-12-01","5092400"
"289123","76429504","2014-02-01","292200"
"289123","73351481","2013-09-01","260200"
"289123","75003351","2013-12-01","5092400"
"289123","44473926","2012-10-01","0"
"292517","44380413","2012-11-01","4500"
"293807","67765657","2013-08-01","1826800"
"294753","66085856","2013-05-01","384000"
"296995","75070348","2014-01-01","49700"
"299729","62156001","2013-06-01","8000"
"299729","62206323","2013-04-01","40600"
"299729","61140402","2013-02-01","147400"
"299729","80236274","2014-03-01","429600"
"299729","76345005","2014-03-01","429600"
"303141","110666157","2015-02-01","561900"
"310742","83483581","2014-07-01","7000"
"310742","72987123","2014-01-01","16500"
"310742","72987125","2014-01-01","4000"
"310742","80321953","2014-01-01","16500"
"310742","80321955","2014-01-01","4000"
"310742","84676386","2013-04-01","41200"
"310742","80156597","2014-05-01","915100"
"310742","105250738","2015-08-01","5600"
"310742","110604184","2015-03-01","1500000"
"310742","97767751","2014-05-01","915100"
"310742","98522482","2015-03-01","1500000"
"310742","91798194","2014-07-01","7000"
"310742","91798178","2014-07-01","7000"
"310742","85050376","2014-01-01","351800"
"310742","83483583","2014-07-01","7000"
"310742","75064389","2014-01-01","351800"
"311808","85052615","2014-07-01","12600"
"311808","61059033","2013-02-01","5000"
"313604","80068848","2014-02-01","0"
"313604","75060483","2014-02-01","0"
"317317","79309964","2014-04-01","3200"
"321196","81335175","2014-01-01","59800"
"321196","108769751","2014-06-01","1737700"
"321196","75001117","2014-01-01","59800"
"327506","91715430","2014-08-01","1420100"
"328651","91765979","2014-10-01","300"
"328651","91765974","2014-10-01","300"
"328651","91766375","2014-10-01","300"
"328651","91765991","2014-10-01","300"
"334203","79618229","2014-02-01","1487500"
"334203","76428867","2014-02-01","1487500"
"334203","91778920","2014-02-01","1487500"
"338718","61980024","2013-06-01","11600"
"339703","44386135","2012-11-01","13000"
"341645","102621311","2015-06-01","10000"
"341645","105717043","2015-06-01","8000"
"341645","102621300","2015-06-01","8000"
"351926","77383584","2014-03-01","3753200"
"351926","70711373","2013-04-01","4000000"
"351926","95366117","2015-01-01","996800"
"351926","85699347","2014-03-01","3753200"
"351926","95859855","2015-01-01","696100"
"351926","85711841","2014-05-01","1015100"
"351926","105960076","2015-01-01","696100"
"357149","99047408","2014-12-01","4822600"
"357149","78369092","2014-05-01","529300"
"357149","88057672","2014-08-01","161000"
"357149","93543229","2014-08-01","465800"
"360408","105609159","2015-08-01","363400"
"367353","100384968","2015-04-01","46000"
"367353","112179085","2015-04-01","46000"
"377324","73343284","2013-10-01","139500"
"378050","99028850","2015-02-01","7500"
"379661","76453273","2014-02-01","12000"
"379661","76453533","2014-03-01","487000"
"380825","75015495","2014-01-01","284600"
"380825","73343786","2013-10-01","284600"
"380825","97819588","2014-06-01","188700"
"380825","102428654","2015-06-01","100000"
"382981","97783506","2014-09-01","113700"
"382981","87442579","2014-09-01","113700"
"382981","91731817","2014-09-01","113700"
"383200","75007834","2013-12-01","6900"
"383200","61920727","2013-05-01","91600"
"383245","91747483","2014-09-01","49600"
"387260","104914019","2015-07-01","80600"
"387260","104525705","2015-07-01","6400"
"387260","104525746","2015-07-01","80600"
"387260","105267271","2015-07-01","6400"
"387260","99075063","2015-03-01","47900"
"387260","111914004","2015-07-01","80600"
"387260","112481029","2015-07-01","80600"
"388636","61813174","2013-05-01","767500"
"392536","108899692","2015-08-01","18000"
"392536","106072218","2015-08-01","18000"
"396674","9387619","2015-07-01","6962700"
"396674","112100969","2014-12-01","7100"
"396674","111919750","2014-12-01","7100"
"396674","105268550","2015-07-01","6962700"
"396674","112494349","2014-12-01","7100"
"396674","104526044","2015-07-01","6962700"
"396674","93816423","2014-12-01","7100"
"400354","103427824","2015-06-01","30000"
"402879","98105031","2015-02-01","264400"
"403775","80113664","2014-03-01","100000"
"409816","75024553","2013-10-01","182000"
"415522","104311092","2015-07-01","54298600"
"415623","60947324","2012-12-01","6600"
"417883","75005144","2014-01-01","43100"
"417883","81335539","2014-01-01","43100"
"418089","79516256","2014-01-01","1300000"
"418089","11510026","2014-01-01","1300000"
"418089","108828783","2015-03-01","4000000"
"418089","101820474","2015-05-01","10000000"
"418089","75023412","2014-01-01","1300000"
"418089","99081257","2015-03-01","4000000"
"418089","109174878","2015-05-01","10000000"
"428554","91800814","2014-04-01","6700"
"428554","80135899","2014-04-01","6700"
"433116","61052915","2013-02-01","7800"
"433116","62083515","2013-04-01","85500"
"433116","101737592","2015-05-01","49100"
"433116","101088882","2015-05-01","43100"
"433116","103025314","2015-05-01","43100"
"433116","101088883","2015-05-01","49100"
"433116","101088885","2015-05-01","49100"
"433116","62084070","2013-04-01","81500"
"433116","62083721","2013-04-01","73600"
"433116","62084106","2013-04-01","85200"
"435276","112095404","2015-01-01","34500"
"435276","112483146","2015-01-01","34500"
"436030","42953687","2012-10-01","4880600"
"441597","72551865","2013-04-01","0"
"443986","102987129","2015-02-01","35900"
"448555","67907007","2013-07-01","7000"
"450365","91832234","2014-05-01","955100"
"450365","80145374","2014-05-01","955100"
"455656","112381468","2015-07-01","47400"
"455656","104637623","2015-07-01","47400"
"455656","105718996","2015-07-01","47400"
"464222","61079581","2013-03-01","56337400"
"466118","91767273","2014-05-01","14600"
"466118","80137456","2014-05-01","14600"
"468540","85060257","2014-05-01","0"
"470947","62161532","2013-06-01","12800"
"470947","97741512","2015-03-01","21400"
"471646","76439074","2014-03-01","24000"
"473750","99417976","2015-03-01","0"
"476018","108750457","2015-08-01","8564500"
"476018","106297803","2015-08-01","8564500"
"482247","80132478","2014-05-01","165000"
"482247","91873282","2014-05-01","165000"
"482357","67690028","2013-08-01","406600"
"482357","61604125","2013-03-01","256200"
"482536","91744102","2014-09-01","5000"
"482536","87815230","2014-09-01","5000"
"482536","87815228","2014-09-01","11100"
"482536","91744095","2014-09-01","11100"
"482536","87815225","2014-09-01","11900"
"482536","91744088","2014-09-01","5000"
"482536","91744080","2014-09-01","10600"
"482536","87815222","2014-09-01","10600"
"482536","91744085","2014-09-01","11900"
"482806","67907009","2013-07-01","84800"
"482806","97005647","2015-02-01","8600"
"486862","79560074","2014-01-01","362600"
"486862","75004804","2014-01-01","362600"
"486862","97772787","2014-01-01","362600"
"486862","44382557","2012-11-01","1400"
"486862","44382743","2012-11-01","1400"
"487128","85273415","2014-08-01","800000"
"487128","75025214","2013-12-01","0"
"487128","75025039","2013-12-01","0"
"487128","85067470","2014-08-01","243500"
"487128","76434918","2014-02-01","0"
"487128","92773623","2014-08-01","800000"
"487128","91668901","2014-05-01","0"
"487128","61090674","2013-03-01","0"
"487128","61090762","2013-03-01","0"
"487128","61091114","2013-03-01","0"
"487128","62165402","2013-05-01","0"
"487128","62164785","2013-04-01","0"
"487128","62165066","2013-04-01","0"
"487128","42350763","2012-09-01","100"
"487128","76434046","2014-01-01","0"
"487128","76434049","2014-01-01","0"
"487128","76433972","2014-01-01","0"
"487128","85066960","2014-08-01","0"
"489025","62755316","2013-07-01","30400"
"490186","103881361","2015-07-01","0"
"490186","103881359","2015-07-01","0"
"491608","92537338","2014-12-01","962400"
"491608","99315826","2014-12-01","595900"
"491608","87787230","2014-08-01","1082500"
"492225","76434123","2014-01-01","9900"
"492995","79322601","2014-04-01","65000"
"492995","79322292","2014-04-01","32200"
"492995","91875630","2014-04-01","32200"
"493845","68746717","2013-09-01","10500"
"493845","85053343","2014-02-01","9900"
"493845","76446241","2014-02-01","9900"
"493845","76446939","2014-03-01","12000"
"493845","79641530","2014-03-01","12000"
"495013","99058435","2015-02-01","9700"
"495607","105246394","2015-02-01","50800"
"495607","98077276","2015-02-01","50800"
"499277","105241642","2015-07-01","1300"
"501418","78261922","2014-04-01","162200"
"501418","78704254","2014-05-01","496987100"
"501418","82049601","2014-04-01","162200"
"501418","94018478","2014-12-01","824000"
"501418","106088813","2015-08-01","31500"
"501418","85041331","2014-04-01","327000"
"501418","99268335","2015-03-01","841800"
"501418","75591149","2013-12-01","8289900"
"501418","96230274","2014-12-01","824000"
"501418","61165080","2012-12-01","94900"
"501418","86107873","2014-08-01","3068200"
"501418","60876504","2012-12-01","325100"
"501418","61314829","2013-04-01","2063100"
"501418","62381478","2013-05-01","4800000"
"501418","78983233","2013-12-01","8289900"
"502929","97926197","2015-03-01","32700"
"502929","73391473","2013-09-01","859200"
"502929","97775343","2014-05-01","250000"
"502929","112193604","2015-01-01","1247400"
"502929","80137876","2014-05-01","250000"
"502929","83522903","2014-07-01","46700"
"502929","93760552","2013-09-01","859200"
"503319","93761075","2014-11-01","6400"
"505096","106602889","2015-08-01","1013800"
"505096","96736709","2015-01-01","66600"
"505709","67677607","2013-07-01","12300"
"505709","60758904","2013-03-01","5500"
"506216","98098205","2015-02-01","2126100"
"506216","85274511","2014-08-01","2126100"
"506216","91665140","2014-08-01","2126100"
"507565","42297187","2012-09-01","158200"
"507565","43128194","2012-10-01","600"
"507565","75077382","2014-02-01","24000"
"507565","85058927","2014-02-01","24000"
"507565","73343023","2013-09-01","4400"
"510480","103064886","2015-04-01","7600"
"510480","99636149","2015-04-01","7600"
"511328","62330975","2013-03-01","52000"
"513627","42988171","2012-10-01","0"
"519658","91675738","2014-09-01","10000"
"519658","99029278","2014-09-01","10000"
"519658","83558596","2014-03-01","40000"
"519658","86293397","2014-09-01","3300"
"519658","91676327","2014-09-01","3300"
"519658","83558600","2014-03-01","48000"
"521998","104198488","2015-02-01","1700"
"521998","98105873","2015-02-01","1700"
"524093","75000920","2014-01-01","19200"
"524093","75000918","2014-01-01","26400"
"524093","85054664","2014-01-01","19200"
"71","104890684","2015-07-01","4600"
"2990","43856377","2012-10-01","29100"
"2990","42207277","2012-09-01","7100"
"12255","102424800","2015-06-01","10000"
"12255","112472994","2015-07-01","54500"
"12255","103014591","2015-06-01","10000"
"12255","111905075","2015-07-01","54500"
"21391","101092694","2015-05-01","3186300"
"24205","75021338","2013-12-01","30100"
"24205","79939514","2013-12-01","30100"
"24691","79324974","2014-04-01","14300"
"24691","106925328","2015-08-01","62800"
"27214","87376166","2013-12-01","0"
"27214","91728763","2013-12-01","0"
"27214","75007188","2013-12-01","0"
"27372","67691856","2013-08-01","20800"
"33412","79555593","2014-01-01","1209900"
"33412","97800884","2014-01-01","1209900"
"33412","91905447","2014-01-01","1209900"
"33412","71045763","2013-12-01","1209900"
"34609","61929442","2013-05-01","17800"
"38316","101481710","2015-05-01","550000"
"38316","101303321","2015-05-01","550000"
"41037","62290708","2013-06-01","640000"
"60047","81336108","2014-03-01","56700"
"60047","76453012","2014-03-01","56700"
"62199","61043627","2013-01-01","4500"
"62199","61079698","2013-01-01","72200"
"62199","67926848","2013-07-01","72200"
"69322","62286303","2013-03-01","14400"
"69322","70167400","2013-05-01","14400"
"71962","75663323","2014-03-01","100"
"71962","75663321","2014-03-01","100"
"77717","98091200","2015-02-01","5800"
"78069","93815582","2014-12-01","4744900"
"78069","91662450","2014-07-01","10900"
"78069","112494176","2014-12-01","4744900"
"78069","85042587","2014-07-01","10900"
"78069","61050979","2013-03-01","800"
"78069","67780376","2013-09-01","7700"
"78069","76434160","2014-01-01","179200"
"78069","111919678","2014-12-01","4744900"
"79612","91726756","2014-05-01","10400"
"79612","87374957","2014-05-01","10400"
"85222","43172271","2012-11-01","20388400"
"85222","103211725","2015-06-01","27060600"
"85222","105587525","2015-08-01","18792300"
"87224","100691960","2015-04-01","161000"
"87600","107680352","2015-04-01","150000"
"87600","106296789","2015-08-01","2249100"
"87600","110612613","2015-07-01","150000"
"87600","100548193","2015-04-01","150000"
"87600","108909608","2015-01-01","1000000"
"87600","101736291","2015-04-01","150000"
"87600","101736279","2015-04-01","50000"
"87600","109065546","2015-04-01","150000"
"87600","100548198","2015-04-01","150000"
"87600","100469998","2015-04-01","50000"
"87999","76437949","2014-01-01","24500"
"91202","97741158","2015-03-01","3347200"
"91202","102155266","2015-03-01","3347200"
"91665","111185440","2015-06-01","69900"
"91665","110346601","2015-08-01","20000"
"91665","110346522","2015-07-01","12000"
"91665","110346641","2015-08-01","11600"
"91665","106072903","2015-08-01","20000"
"91665","106297381","2015-08-01","11600"
"93594","75001580","2014-01-01","1560900"
"93594","79559664","2014-01-01","1560900"
"95178","72850066","2013-12-01","33900"
"95178","85066990","2014-08-01","20800"
"95178","76457313","2013-12-01","33900"
"95178","85273294","2014-08-01","24900"
"95178","80059344","2013-12-01","33900"
"102607","76454531","2014-02-01","8000"
"102820","85068428","2014-08-01","2349400"
"102820","101304580","2015-05-01","2349400"
"103941","106431529","2015-08-01","419400"
"103941","106431524","2015-08-01","725000"
"104109","92772372","2014-11-01","60000"
"105978","102424714","2015-06-01","77800"
"105978","110782720","2015-08-01","18000"
"105978","110782610","2015-06-01","77800"
"105978","106071773","2015-08-01","18000"
"111848","76426893","2013-12-01","4129700"
"111848","67781755","2013-09-01","0"
"111848","91895013","2014-06-01","2500000"
"111848","91707976","2014-04-01","6000000"
"111848","80296831","2013-12-01","4129700"
"111848","91710230","2014-06-01","1050000"
"111848","97809777","2014-04-01","6000000"
"111848","97787477","2014-06-01","2500000"
"111848","66084229","2013-05-01","648800"
"111848","83484131","2014-06-01","3000000"
"111848","80108217","2014-04-01","33800"
"112983","104468849","2015-05-01","156700"
"112983","97806103","2014-03-01","668000"
"112983","101486022","2015-05-01","156700"
"112983","76431877","2014-03-01","668000"
"112983","85043574","2014-03-01","668000"
"115317","62179341","2013-06-01","13900"
"120214","75069764","2014-01-01","221900"
"120214","81334740","2014-01-01","221900"
"122600","96510189","2014-12-01","0"
"122600","101231444","2014-12-01","0"
"122600","93817744","2014-12-01","0"
"125186","100546125","2015-04-01","5910000"
"128898","109153492","2015-06-01","33200"
"131123","93537636","2014-12-01","21500"
"134252","62103783","2013-06-01","62200"
"137546","91683281","2014-08-01","60300"
"137546","86298178","2014-08-01","60300"
"138066","61261128","2013-04-01","7200"
"138066","101303357","2015-05-01","20950800"
"138066","109142649","2015-05-01","20950800"
"138183","73349563","2013-06-01","4500"
"141184","98100924","2015-02-01","10300"
"141184","97966187","2014-12-01","15000"
"141184","110866341","2014-12-01","15000"
"141522","73328959","2013-10-01","24400"
"141522","70882214","2013-06-01","24400"
"144404","65848665","2013-06-01","2527700"
"144404","93816043","2014-12-01","334400"
"144404","101305036","2014-12-01","334400"
"144404","100385496","2015-04-01","2446600"
"144404","100385491","2015-04-01","4252100"
"144404","100385494","2015-04-01","29804300"
"146038","96529111","2015-01-01","42100"
"147113","44052526","2012-11-01","3196300"
"147113","61864745","2013-05-01","3196300"
"150695","67768216","2013-08-01","24800"
"150695","67768218","2013-08-01","0"
"150695","73382313","2013-08-01","34400"
"150695","67768210","2013-08-01","26100"
"150695","67768131","2013-08-01","0"
"155766","73352475","2013-10-01","12200"
"156272","88346381","2014-06-01","1400000"
"165357","44189806","2012-12-01","31600"
"165357","61064565","2012-12-01","22500"
