EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
231626.0,[735461 733640 724378 715285 711370 709084 705783 678932 638759 195976],[0 0 0 0 0 0 0 0 0 1],[ 1.   1.   1.   1.   1.   1.   1.   0.5  1.   1. ],[2012 2011 2008 2014 2014 2014 2008 2013 2013 2010],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,1,9,0.1,0.9,0,10,0.0,1.0,0.95,2012-01,2010-01,2018-01
428236.0,[693247],[1],[ 0.4],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.4,2013-01,2013-01,2018-01
166093.0,[720232 714426 680791 644486 636855],[0 0 1 0 0],[ 1.     0.021  1.     0.122  0.018],[2013 2005 2015 2015 2013],[ 2018.  2018.  2018.  2018.  2018.],5,1,4,0.2,0.8,0,5,0.0,1.0,0.4321999999999999,2013-01,2013-01,2018-01
329934.0,[719412 715611 640870],[0 0 0],[ 0.45   0.65   0.457],[2012 2012 2011],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.519,2012-01,2011-01,2018-01
133328.0,[735708 716007 703999 639342],[1 1 1 1],[ 0.988  0.308  1.     1.   ],[2000 1985 1999 1994],[ 2011.  2009.  2007.  2012.],4,4,0,1.0,0.0,4,0,1.0,0.0,0.8240000000000001,2000-01,1994-01,2011-01
461008.0,[716874],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
231634.0,[474031],[1],[ 0.125],[1992],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.125,1992-01,1992-01,2018-01
166102.0,[715518 707938],[1 0],[ 1.     0.017],[1998 1999],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.5085,1998-01,1999-01,2018-01
329943.0,[736390 730103 697063 680288 675671 119350],[0 1 1 0 1 1],[ 0.15  1.    1.    0.6   1.    1.  ],[2006 2007 2003 2002 2006 2001],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,4,2,0.6666666666666666,0.3333333333333333,0,6,0.0,1.0,0.7916666666666666,2006-01,2001-01,2018-01
362711.0,[725192 211925],[0 1],[ 1.     0.059],[2007 2001],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.5295,2007-01,2001-01,2018-01
428251.0,[450165 218437],[1 1],[ 0.058  0.4  ],[1998 2011],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.229,1998-01,2011-01,2018-01
264412.0,[726834],[1],[ 1.],[1985],[ 2007.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1985-01,1985-01,2007-01
362720.0,[712459 632105 626381],[0 0 0],[ 0.8  1.   0.4],[2015 2012 2012],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.7333333333333334,2015-01,2012-01,2018-01
35042.0,[631553],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
297189.0,[522628 513865],[1 1],[ 0.5  0.5],[1999 2009],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.5,1999-01,2009-01,2018-01
329958.0,[736685],[1],[ 0.333],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2015-01,2015-01,2018-01
67814.0,[524026 269259 112860],[1 1 1],[ 0.5  0.5  1. ],[2012 1999 2011],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.6666666666666666,2012-01,2011-01,2018-01
100585.0,[702822 679142 652968 631531],[0 0 1 0],[ 0.075  0.033  0.05   0.17 ],[1993 2002 1985 2015],[ 2018.  2018.  2018.  2018.],4,1,3,0.25,0.75,0,4,0.0,1.0,0.082,1993-01,2015-01,2018-01
264429.0,[706361],[1],[ 0.056],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.055999999999999994,2015-01,2015-01,2018-01
395502.0,"[739426 732916 732331 730757 729975 729920 726687 724342 720849 714574
 713839 707434 699431 698637 689824 688796 686849 683957 683876 681053
 680457 678861 678218 674535 672711 665462 663333 663214 660400 660004
 653562 653558 652182 647530 638324 633736 631298 625536 416170 369754
 221506 141084  77431  31737]","[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 1 1 1]","[ 0.51   0.51   0.51   0.51   0.51   0.51   0.51   0.51   0.51   0.51   0.51
  0.51   0.51   1.     0.51   0.51   0.51   0.51   0.51   0.51   0.51   0.05
  1.     1.     0.51   0.51   0.51   0.5    0.51   0.51   0.51   0.05   0.51
  1.     0.51   0.51   0.51   0.51   0.51   0.51   0.5    0.5    0.333
  0.51 ]","[2007 2003 2007 2007 2007 2006 2007 2007 2007 2007 2006 2006 2000 2007 2007
 2006 2008 2007 2007 2006 2005 2007 2007 2006 2007 2006 2007 2007 2007 2007
 2007 2007 2007 2007 2007 2007 2007 2007 2002 2004 2012 2000 2003 2002]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2013.  2018.  2018.  2018.  2018.  2018.
  2011.  2018.  2013.  2018.  2018.  2013.  2018.  2018.  2018.  2018.
  2012.  2018.  2018.  2013.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.]",44,8,36,0.18181818181818182,0.8181818181818182,6,38,0.13636363636363635,0.8636363636363636,0.5289318181818182,2007-01,2002-01,2018-01
35055.0,[729407 654829 624537],[0 0 0],[ 1.   0.5  0.5],[2011 2010 2012],[ 2018.  2018.  2018.],3,0,3,0.0,1.0,0,3,0.0,1.0,0.6666666666666666,2011-01,2012-01,2018-01
35054.0,"[738581 736076 735782 731705 711598 709017 705823 701966 695103 691440
 690098 690039 689109 687534 684066 681799 675334 673298 657714 655683
 646075 633703 632931 630329 507082 310331 247524 173851  51204  39268
  28907]",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1],"[ 0.5    0.5    0.5    0.5    0.     0.5    0.001  0.5    0.5    0.5    0.
  0.5    0.     0.004  0.5    0.99   0.833  0.     0.001  0.5    0.001
  0.833  0.     0.19   0.     0.5    0.001  0.5    1.     0.1    0.5  ]","[2014 2015 2015 2014 2014 2015 2013 2015 2014 2015 2015 2014 2014 2014 2015
 2013 2012 2014 2015 2015 2015 2012 2015 2014 2013 2013 2013 2013 2015 1999
 2013]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2014.  2018.  2018.  2018.
  2018.  2014.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.]",31,12,19,0.3870967741935484,0.6129032258064516,2,29,0.06451612903225806,0.9354838709677419,0.3533548387096774,2014-01,2013-01,2018-01
198897.0,[689318],[0],[ 0.55],[2005],[ 2007.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.55,2005-01,2005-01,2007-01
67825.0,[716180],[1],[ 1.],[1996],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1996-01,1996-01,2018-01
461041.0,[714954 640730],[0 0],[ 0.51  0.6 ],[2014 2012],[ 2018.  2013.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.5549999999999999,2014-01,2012-01,2018-01
362747.0,[655511],[1],[ 0.055],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.055,2009-01,2009-01,2018-01
428283.0,[663038],[0],[ 0.15],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.15,2012-01,2012-01,2018-01
231677.0,[694292 630467],[0 0],[ 0.5   0.99],[2014 2008],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.745,2014-01,2008-01,2018-01
297213.0,[632152],[1],[ 0.5],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2015-01,2015-01,2018-01
493823.0,[664291 427004 230867  61243],[1 1 1 1],[ 0.2  0.1  0.7  1. ],[2002 2004 2003 2002],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.5,2002-01,2002-01,2018-01
461055.0,[699435 628368],[1 1],[ 0.9  1. ],[1998 2011],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.95,1998-01,2011-01,2018-01
100607.0,[213426],[1],[ 0.367],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.36700000000000005,2013-01,2013-01,2018-01
461058.0,[632559 424656 417038 194667],[1 1 1 1],[ 0.2  1.   0.5  1. ],[2012 2015 2014 2000],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.675,2012-01,2000-01,2018-01
198914.0,[635944],[0],[ 0.4],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,2014-01,2014-01,2018-01
166148.0,[710728 624392],[1 1],[ 1.   0.4],[1996 2001],[ 2006.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.7,1996-01,2001-01,2006-01
133382.0,[646481 133766],[0 1],[ 0.7  1. ],[2014 1996],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.85,2014-01,1996-01,2018-01
166151.0,[280334 255041],[1 1],[ 1.   0.5],[2007 2004],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.75,2007-01,2004-01,2018-01
35085.0,[708615],[1],[ 0.27],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.27,2004-01,2004-01,2018-01
362766.0,[710950],[1],[ 0.377],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.377,2009-01,2009-01,2018-01
166157.0,[693525],[0],[ 0.51],[2013],[ 2013.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.51,2013-01,2013-01,2013-01
67856.0,[655639],[1],[ 0.167],[2013],[ 2013.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.16699999999999998,2013-01,2013-01,2013-01
2317.0,[732883],[0],[ 0.072],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.07200000000000001,2013-01,2013-01,2018-01
2323.0,[679436],[0],[ 0.48],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.48,2014-01,2014-01,2018-01
2326.0,[279732 104402],[1 1],[ 0.465  0.2  ],[2015 2003],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.3325,2015-01,2003-01,2018-01
133400.0,[264887],[1],[ 0.306],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.306,2013-01,2013-01,2018-01
67865.0,[654303],[1],[ 1.],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2011-01,2011-01,2018-01
2332.0,[704730],[0],[ 0.99],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.99,2015-01,2015-01,2018-01
395549.0,[721995 673350 672019 660338],[0 0 0 0],[ 0.25  0.51  0.51  0.51],[2013 2013 2014 2014],[ 2018.  2018.  2018.  2018.],4,0,4,0.0,1.0,0,4,0.0,1.0,0.445,2013-01,2014-01,2018-01
330014.0,[729132 729074 716543 694245 680206 671177 647237 643998],[0 1 0 1 1 1 0 0],[ 0.51  1.    1.    1.    0.5   1.    1.    0.5 ],[2013 2014 2012 2007 2010 2014 2011 2012],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,4,4,0.5,0.5,0,8,0.0,1.0,0.81375,2013-01,2012-01,2018-01
264478.0,[732864],[0],[ 1.],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2013-01,2013-01,2018-01
2336.0,[698002],[1],[ 0.49],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.49,2010-01,2010-01,2018-01
198945.0,[273365],[1],[ 0.125],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.125,2009-01,2009-01,2018-01
2333.0,[735924],[1],[ 0.54],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.54,2010-01,2010-01,2018-01
493859.0,[685559],[0],[ 0.49],[2010],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.49,2010-01,2010-01,2018-01
395555.0,[691121 640564],[0 0],[ 0.33  0.42],[2009 2007],[ 2018.  2012.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.375,2009-01,2007-01,2018-01
231717.0,[676304],[1],[ 0.737],[1999],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.737,1999-01,1999-01,2018-01
2343.0,[682086 655666],[1 0],[ 0.35  0.6 ],[2004 2000],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.475,2004-01,2000-01,2018-01
493866.0,[700285],[1],[ 0.295],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.295,2007-01,2007-01,2018-01
264494.0,[725784],[0],[ 0.4],[2005],[ 2007.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.4,2005-01,2005-01,2007-01
100656.0,[712225 650462 633216 235504],[0 0 0 1],[ 0.17  0.48  0.48  1.  ],[2015 2015 2015 2014],[ 2018.  2018.  2018.  2018.],4,1,3,0.25,0.75,0,4,0.0,1.0,0.5325,2015-01,2014-01,2018-01
2355.0,[734033 712853 647484 628581  75639],[1 0 1 1 1],[ 0.8    0.051  0.5    0.5    0.125],[2013 2007 2015 2015 2015],[ 2018.  2018.  2018.  2018.  2018.],5,4,1,0.8,0.2,0,5,0.0,1.0,0.3952,2013-01,2015-01,2018-01
461108.0,[714312],[0],[ 0.9],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.9,2014-01,2014-01,2018-01
100662.0,[711956 671223 639055 323143],[1 1 1 1],[ 0.2   1.    0.49  0.55],[2012 2012 2013 2012],[ 2018.  2018.  2018.  2018.],4,4,0,1.0,0.0,0,4,0.0,1.0,0.56,2012-01,2012-01,2018-01
395577.0,[726626 662382],[1 1],[ 0.5  0.8],[1995 2003],[ 2010.  2006.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.65,1995-01,2003-01,2010-01
100666.0,[713113],[0],[ 1.],[2006],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2006-01,2006-01,2018-01
67899.0,[70151],[1],[ 0.5],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2013-01,2013-01,2018-01
362811.0,[685196],[1],[ 0.077],[2012],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.077,2012-01,2012-01,2018-01
35133.0,[699678 693554 679826 660806 646201 636721],[0 0 0 0 0 0],[ 0.513  0.267  0.7    0.16   0.4    0.888],[2000 2002 1997 2011 2011 1999],[ 2018.  2018.  2018.  2013.  2018.  2018.],6,0,6,0.0,1.0,1,5,0.16666666666666666,0.8333333333333334,0.488,2000-01,1999-01,2018-01
67898.0,[47590],[1],[ 1.],[2008],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2008-01,2008-01,2018-01
133439.0,"[738689 737695 729699 725293 717873 715227 709265 707048 705623 699488
 689481 689147 686071 681962 679482 661095 655148 649629 647181 640550
 635705 633176 631971 631625]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],"[ 0.04   0.997  0.499  0.164  0.09   0.122  0.9    0.04   0.499  0.2    0.014
  0.871  0.167  0.476  0.9    0.476  0.014  0.2    0.342  0.909  0.95
  0.167  0.02   0.998]","[2015 2015 2015 2013 2014 2013 2013 2013 2015 2013 2013 2013 2015 2013 2013
 2013 2013 2015 2015 2013 2013 2013 2013 2014]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.]",24,1,23,0.041666666666666664,0.9583333333333334,0,24,0.0,1.0,0.4189583333333333,2015-01,2014-01,2018-01
133440.0,[697782],[1],[ 0.65],[1993],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.65,1993-01,1993-01,2018-01
493889.0,[291614],[1],[ 0.125],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.125,2006-01,2006-01,2018-01
461121.0,[167749],[1],[ 1.],[1994],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1994-01,1994-01,2018-01
395586.0,[728679 723573 664368 656672 631566 631566],[0 0 0 0 0 0],[ 0.5    0.832  0.49   0.545  0.352  0.31 ],[2001 2000 2001 2004 2001 2001],[ 2012.  2013.  2007.  2004.  2003.  2003.],6,0,6,0.0,1.0,6,0,1.0,0.0,0.5048333333333334,2001-01,2001-01,2012-01
264515.0,[664633 664040 661655 657582 636188],[0 0 0 1 1],[ 0.6    0.1    0.123  0.5    0.3  ],[1997 2006 1998 2000 2005],[ 2002.  2018.  2018.  2018.  2011.],5,2,3,0.4,0.6,2,3,0.4,0.6,0.3246,1997-01,2005-01,2002-01
264517.0,[734218 688277 678976 676392 665941 663218 658416 628358],[0 1 0 0 0 0 0 0],[ 0.032  0.014  0.095  0.6    0.58   0.8    1.     0.75 ],[2007 2012 2008 1997 2002 2004 2013 2012],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,1,7,0.125,0.875,0,8,0.0,1.0,0.483875,2007-01,2012-01,2018-01
297287.0,[729602 688444 640095],[1 0 1],[ 1.  1.  1.],[2005 2013 2007],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,1.0,2005-01,2007-01,2018-01
133448.0,[672509 644719],[1 1],[ 0.333  0.8  ],[2004 2001],[ 2011.  2011.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.5665,2004-01,2001-01,2011-01
428361.0,[344232],[1],[ 0.1],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2011-01,2011-01,2018-01
362826.0,[716160 678035 644353],[1 0 0],[ 0.84   1.     0.698],[2010 2013 2013],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.846,2010-01,2013-01,2018-01
395596.0,[714938],[1],[ 0.126],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.126,2013-01,2013-01,2018-01
2381.0,[729784 723806 691867 645930 456669 285572],[1 1 1 1 1 1],[ 0.358  0.083  0.275  1.     1.     1.   ],[2005 2005 1996 2009 1983 2013],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,6,0,1.0,0.0,0,6,0.0,1.0,0.6193333333333334,2005-01,2013-01,2018-01
297295.0,[695832 627207],[0 1],[ 0.8  0.4],[2005 2014],[ 2007.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,0.6000000000000001,2005-01,2014-01,2007-01
330066.0,[735742 722699 663241 243640],[1 0 0 1],[ 0.152  0.158  0.083  0.25 ],[2015 2014 2015 2015],[ 2018.  2018.  2018.  2018.],4,2,2,0.5,0.5,0,4,0.0,1.0,0.16075,2015-01,2015-01,2018-01
362835.0,[700851 663465],[0 0],[ 0.8   0.81],[2013 2013],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.805,2013-01,2013-01,2018-01
428372.0,[394798],[1],[ 0.75],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.75,2004-01,2004-01,2018-01
67926.0,[669982],[1],[ 0.721],[2003],[ 2006.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.721,2003-01,2003-01,2006-01
297303.0,[722385 711413 663497 643514 641189 625339],[1 1 1 0 1 0],[ 1.  1.  1.  1.  1.  1.],[2003 2008 2000 2011 2014 2010],[ 2018.  2018.  2013.  2018.  2018.  2018.],6,4,2,0.6666666666666666,0.3333333333333333,1,5,0.16666666666666666,0.8333333333333334,1.0,2003-01,2010-01,2018-01
231769.0,[650025],[1],[ 0.1],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2006-01,2006-01,2018-01
264539.0,[675243],[1],[ 0.7],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.7,2007-01,2007-01,2018-01
297310.0,[734128 728983 389518 150627],[1 0 1 1],[ 0.49  1.    0.49  0.49],[2011 2008 2008 2011],[ 2018.  2018.  2018.  2018.],4,3,1,0.75,0.25,0,4,0.0,1.0,0.6174999999999999,2011-01,2011-01,2018-01
330079.0,[642804],[1],[ 0.498],[2006],[ 2007.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.498,2006-01,2006-01,2007-01
199008.0,[42489],[1],[ 0.062],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.062,2015-01,2015-01,2018-01
428385.0,[717532],[1],[ 0.8],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,2011-01,2011-01,2018-01
35171.0,[710307 698660 697936 662892 628929 284435],[0 0 0 0 0 1],[ 0.4    1.     0.18   0.32   0.333  0.769],[2014 2012 2011 2012 2008 2008],[ 2015.  2018.  2018.  2018.  2018.  2018.],6,1,5,0.16666666666666666,0.8333333333333334,1,5,0.16666666666666666,0.8333333333333334,0.5003333333333333,2014-01,2008-01,2015-01
100708.0,[679204],[1],[ 1.],[1993],[ 2007.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1993-01,1993-01,2007-01
461158.0,"[728975 720606 707667 703442 699578 684656 669250 664584 658266 242680
  38935]",[1 1 0 1 0 1 1 0 1 1 1],[ 0.139  0.488  1.     0.223  0.121  0.167  0.167  0.189  0.058  1.     0.145],[2011 2012 2011 2006 2013 2015 2015 2006 2011 2015 2014],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.]",11,8,3,0.7272727272727273,0.2727272727272727,0,11,0.0,1.0,0.33609090909090905,2011-01,2014-01,2018-01
133479.0,[461188],[1],[ 0.493],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.493,2015-01,2015-01,2018-01
67944.0,[476463],[1],[ 0.6],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.6,2014-01,2014-01,2018-01
297321.0,[675775 656857],[0 0],[ 0.4  1. ],[2015 2013],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.7,2015-01,2013-01,2018-01
133483.0,"[739206 737015 727071 726848 696507 690184 660871 636282 381821 372400
 303922 221993 213777 124062  93749  85489]",[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"[ 0.2    1.     0.5    0.438  0.5    0.333  0.333  0.6    0.25   0.2    0.333
  1.     0.05   0.12   1.     1.   ]","[2014 2007 2008 2011 2010 2010 2013 2009 2009 2014 2011 2012 2015 2015 2014
 2008]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.]",16,15,1,0.9375,0.0625,0,16,0.0,1.0,0.49106249999999996,2014-01,2008-01,2018-01
297325.0,[630988],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
231792.0,[735603],[1],[ 0.2],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,2011-01,2011-01,2018-01
395633.0,[596],[1],[ 1.],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
2418.0,[701504],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
395635.0,[703170 651189],[0 0],[ 0.5    0.308],[2015 2007],[ 2018.  2013.],2,0,2,0.0,1.0,1,1,0.5,0.5,0.404,2015-01,2007-01,2018-01
199026.0,[708779],[0],[ 0.4],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,2012-01,2012-01,2018-01
67957.0,[726364 717590],[1 1],[ 0.082  0.8  ],[1998 1998],[ 2006.  2011.],2,2,0,1.0,0.0,2,0,1.0,0.0,0.441,1998-01,1998-01,2006-01
461174.0,[739047 737510 699874 671194 654171 303264 143902],[0 0 0 0 0 1 1],[ 1.     0.015  1.     1.     1.     0.99   0.97 ],[2008 2004 2008 2008 2008 2008 2007],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,2,5,0.2857142857142857,0.7142857142857143,0,7,0.0,1.0,0.8535714285714285,2008-01,2007-01,2018-01
461177.0,[651049 639940 204189],[1 1 1],[ 0.85  0.6   0.6 ],[1998 2003 2001],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.6833333333333332,1998-01,2001-01,2018-01
67962.0,[710070],[1],[ 0.75],[2007],[ 2009.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.75,2007-01,2007-01,2009-01
264571.0,[667012 287956],[1 1],[ 0.3    0.495],[2012 2011],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.39749999999999996,2012-01,2011-01,2018-01
133500.0,[626535 475304],[1 1],[ 0.8    0.833],[2014 2010],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.8165,2014-01,2010-01,2018-01
35197.0,[714492],[1],[ 0.333],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2009-01,2009-01,2018-01
395642.0,[170537],[1],[ 1.],[1996],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1996-01,1996-01,2018-01
428411.0,[721979 646111],[1 1],[ 0.6  0.5],[2013 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.55,2013-01,2014-01,2018-01
428416.0,[176901 116883],[1 1],[ 0.167  0.016],[2013 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.0915,2013-01,2014-01,2018-01
35201.0,[719616 664208 659617],[0 0 0],[ 0.18  0.55  0.5 ],[2006 2002 2002],[ 2018.  2005.  2006.],3,0,3,0.0,1.0,2,1,0.6666666666666666,0.3333333333333333,0.41,2006-01,2002-01,2018-01
231810.0,[517586],[1],[ 0.5],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2007-01,2007-01,2018-01
166274.0,[407137 407137 386486],[1 1 1],[ 0.2  0.2  0.7],[2002 2002 2009],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.3666666666666667,2002-01,2009-01,2018-01
461188.0,[644190 151858],[1 1],[ 1.  1.],[2013 2012],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,1.0,2013-01,2012-01,2018-01
100743.0,[700720 685017 644212],[1 1 1],[ 0.5  1.   1. ],[2002 2005 1950],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,0.8333333333333334,2002-01,1950-01,2018-01
