"EID","TYPECODE","IFHOME","B_REYEAR","B_ENDYEAR"
"273381","br3794","0","2015",""
"405460","br3795","0","2014",""
"279513","br3796","0","2000",""
"405460","br153931","0","2002",""
"279513","br214183","0","2001",""
"279513","br34009","0","2000",""
"279513","br3798","0","2008",""
"53512","br3800","1","2003","2011"
"173996","br3801","0","2010",""
"279513","br153933","0","2013",""
"266232","br153934","1","1998","2008"
"279513","br63879","0","2010",""
"205194","br34011","1","2007","2009"
"445773","br214187","1","1995","2011"
"403294","br63882","1","1988","2009"
"474687","br34012","0","2013",""
"405460","br153936","0","1998",""
"329569","br214188","0","1997",""
"101268","br153937","1","2014",""
"279513","br63884","0","2013",""
"405460","br153939","0","2008",""
"279513","br3804","0","2010",""
"279513","br214189","0","2002",""
"279513","br214190","1","1982",""
"289524","br63885","0","2013",""
"279513","br123943","0","2000",""
"405460","br123944","0","2006","2015"
"191546","br3805","0","2010",""
"405460","br153940","0","2002",""
"371587","br153941","0","2012",""
"279513","br63887","0","2001",""
"405460","br153942","0","2003",""
"140648","br34015","1","2010","2013"
"39863","br153944","1","2001","2012"
"169012","br214191","0","2005",""
"405460","br183895","0","2002",""
"405460","br93851","0","2002",""
"257359","br123946","1","2003","2007"
"405460","br34016","0","2007",""
"279513","br123947","0","2001",""
"405460","br214194","0","2009",""
"279513","br214195","0","2002",""
"260573","br63888","1","2001",""
"405460","br183898","0","2007",""
"109720","br3807","1","2010",""
"345378","br214197","0","1997","1997"
"152220","br34017","1","2007",""
"279513","br3809","0","2011",""
"279513","br214198","0","2003",""
"405460","br93852","0","2003",""
"279513","br183902","0","2012",""
"222431","br183904","0","2011",""
"405460","br34020","0","2003","2010"
"279513","br214200","0","2013",""
"329569","br3810","0","2010",""
"356079","br123950","1","2013",""
"405460","br183905","0","2002","2011"
"405460","br183906","0","2003",""
"506434","br3812","0","2012",""
"256725","br63892","1","2010","2011"
"245497","br123951","1","2013",""
"283506","br183908","1","2009","2014"
"284888","br183909","0","2005","2009"
"316596","br34021","1","2007","2013"
"279513","br123954","0","2001",""
"404165","br93853","1","2011",""
"306821","br153951","0","2015",""
"279513","br34023","0","2005",""
"279513","br123955","1","2002",""
"279513","br34024","0","2006",""
"405460","br123956","0","1997",""
"309739","br63895","1","1995","2007"
"173178","br63896","0","2013",""
"449209","br153952","1","2009",""
"487300","br63897","1","2004","2010"
"398592","br63898","0","2008","2009"
"405460","br123957","0","2009",""
"91650","br93856","1","2009",""
"188566","br123958","0","2011","2014"
"311759","br153953","0","2000","2001"
"105020","br93858","1","2004","2007"
"164189","br3817","1","2007","2008"
"279513","br214202","0","2002",""
"405460","br123959","0","2005",""
"154335","br214203","0","2011",""
"259242","br63901","1","2010","2012"
"279513","br93859","0","2012",""
"122142","br93860","1","2002","2008"
"279513","br153955","0","2009",""
"279513","br123960","0","2005",""
"405460","br214204","0","2008",""
"329569","br3818","0","2013",""
"279513","br123961","0","2002",""
"279513","br34026","0","2014",""
"175236","br3819","0","2011","2015"
"301775","br123963","0","2011","2014"
"279513","br214208","0","2004",""
"229313","br34028","0","2002",""
"109229","br63903","0","2014","2015"
"279513","br34029","0","2013",""
"405460","br214209","0","2004",""
"395073","br93866","1","2004",""
"127308","br153960","0","2007",""
"211038","br214210","1","2002",""
"232911","br63904","0","2013",""
"279513","br3820","0","2004",""
"38154","br3821","0","2012",""
"405460","br183914","0","2003",""
"39863","br34032","1","2010","2010"
"405460","br214212","0","2003",""
"441494","br63907","0","2001",""
"299681","br123965","1","2011",""
"379727","br93868","1","2004",""
"279513","br123967","0","2014",""
"405460","br63908","0","2003",""
"154246","br123969","1","2007","2010"
"439","br3823","0","2011",""
"157966","br3824","1","2014",""
"2295","br34033","1","2015",""
"16876","br63909","0","2013",""
"405460","br3826","0","2004",""
"47612","br183918","0","2008","2014"
"516955","br34034","0","2014",""
"223698","br214213","1","2005",""
"204252","br34036","0","2001","2008"
"275182","br3828","1","2005",""
"390373","br34038","0","2015",""
"416371","br93869","0","2015",""
"301775","br123971","0","2012","2013"
"99517","br3829","1","2007","2008"
"405460","br34039","0","2003",""
"279513","br34040","0","2008",""
"279513","br3830","0","2000",""
"279513","br63912","0","2004",""
"78069","br34041","1","2010",""
"170862","br123972","1","2011","2013"
"279513","br214217","0","1992",""
"279513","br3832","0","2001",""
"279513","br153963","0","2011",""
"405460","br93870","0","2009",""
"492768","br123974","1","2014",""
"290509","br34042","1","2014",""
"105252","br93873","0","2011",""
"191546","br3835","1","2006",""
"272177","br3836","0","2015",""
"279513","br3838","0","2003",""
"134517","br153965","1","2009",""
"4433","br34045","0","2013",""
"328870","br34046","1","2008","2014"
"218575","br123975","1","2011","2013"
"191546","br3839","0","2010",""
"279513","br63915","0","2001",""
"436107","br63917","1","2011","2014"
"158967","br214219","0","2012",""
"136248","br63918","0","2003",""
"405460","br153971","0","2003",""
"167108","br3842","1","2007","2011"
"279513","br34049","0","2010",""
"405460","br93876","0","2003",""
"279513","br153973","0","2001",""
"405460","br3843","0","2003",""
"405460","br3844","0","2007",""
"405460","br34050","0","2003",""
"279513","br183926","0","2003",""
"367000","br63923","1","2008",""
"243177","br123976","0","2013",""
"402058","br214220","1","2010","2012"
"428102","br183930","1","2004","2007"
"306018","br34052","0","2006","2010"
"279513","br63925","0","2007",""
"405460","br3847","0","1998",""
"445773","br214221","1","2009",""
"457902","br93881","1","2005","2008"
"492755","br183932","0","2015",""
"144426","br3849","1","2012","2014"
"405460","br93882","0","2014",""
"279513","br123978","0","2007",""
"279513","br63926","0","2010",""
"489746","br153976","0","2008","2013"
"405460","br123979","0","2004",""
"405460","br3851","1","2007","2013"
"190771","br63927","0","2012",""
"277210","br34053","0","2009","2014"
"279513","br123981","0","2000",""
"51521","br183934","1","1981","2006"
"279513","br214225","0","2000",""
"495162","br183935","0","2014",""
"95587","br3853","1","2004","2010"
"240928","br63928","1","2010",""
"322771","br93884","1","2009","2009"
"440806","br123982","1","2013",""
"405460","br214227","0","1998",""
"279513","br123983","0","2005",""
"521777","br183936","0","2012",""
"160215","br153980","1","2008","2010"
"279513","br153981","0","2001",""
"405460","br3855","0","2005",""
"405460","br34055","0","2002",""
"279513","br123984","0","2012",""
"279513","br214228","0","2002",""
"24233","br34057","1","2007",""
"405460","br34058","0","2007",""
"515400","br183937","1","2005","2008"
"329569","br63934","0","2002",""
"279513","br123987","0","2011",""
"405460","br34060","0","2006",""
"279513","br34061","0","2001",""
"39863","br34062","1","2004","2006"
"279513","br63935","0","2002",""
"219444","br183939","0","2010",""
"282385","br214230","1","2008","2013"
"300300","br183940","1","2008","2010"
"35542","br214231","1","2008","2011"
"405460","br183942","0","2006","2010"
"213546","br34064","1","2006","2008"
"279513","br214233","0","2006",""
"405460","br93896","0","2005",""
"441494","br3859","0","2001",""
"269785","br153985","0","2015",""
"155192","br183943","1","2009","2012"
"167108","br93897","1","2015",""
"405460","br93898","0","2009",""
"379868","br123989","0","2014",""
"191546","br183945","0","2013",""
"405460","br214235","0","2013",""
"405460","br153986","0","2002",""
"173073","br214236","0","2012",""
"279513","br63937","0","2008",""
"103892","br63938","1","2010","2012"
"279513","br123991","0","2000",""
"245031","br123992","0","2008","2008"
"17339","br63940","1","1988",""
"213358","br123993","1","2000",""
"279513","br93902","0","2013",""
"279513","br63941","0","2014",""
"370552","br63942","0","2011",""
"405460","br183947","0","2007",""
"405460","br93903","0","1997",""
"39235","br153988","1","2003",""
"279513","br34069","0","2001",""
"167108","br183948","1","2007",""
"405460","br3866","0","2003",""
"509943","br34070","1","2012",""
"405460","br63943","0","1996",""
"62511","br93904","1","2005","2008"
"225601","br123996","1","2002",""
"279513","br63945","0","2004",""
"279513","br123997","0","2012",""
"279513","br34072","0","2003",""
"340232","br123998","1","2004","2006"
"105792","br153992","0","2014",""
"17420","br93905","1","2010","2014"
"405460","br123999","0","2002",""
"122606","br124000","0","2011","2015"
"279513","br3869","0","2000",""
"405460","br34074","0","2004",""
"405460","br34075","0","2004",""
"272511","br183949","0","2014",""
"405460","br124001","0","2002",""
"405460","br153995","0","2003",""
"277210","br93907","0","2006",""
"405460","br153996","0","2005","2011"
"42528","br63949","1","2002",""
"90201","br93908","1","2004",""
"225601","br124002","1","2002",""
"257236","br34079","0","2009",""
"279513","br153997","0","2000",""
"279513","br153998","0","2000",""
"65012","br124003","0","2013","2013"
"38154","br63951","0","2009",""
"75380","br124004","1","2004","2008"
"173919","br93910","0","2006",""
"279513","br93911","0","1999",""
"369627","br34082","1","2004","2007"
"79815","br124005","1","2010","2011"
"65610","br34083","0","2007","2010"
"309337","br183954","0","2012",""
"38154","br183955","0","2009",""
"279513","br214241","0","2002",""
"279513","br34084","0","2000",""
"157966","br154005","1","2014",""
"78069","br183956","1","2007",""
"124388","br34085","1","2005",""
"204099","br183957","1","2003",""
"75787","br154006","0","2012",""
"279513","br63953","0","2002",""
"495201","br93913","1","2006",""
"279513","br34086","0","2001",""
"279513","br214242","0","2001",""
"279513","br154008","0","2001",""
"202673","br34087","1","1956","2006"
"270344","br3871","0","2003","2007"
"279513","br34089","0","2001",""
"484021","br214244","0","2014",""
"279513","br154010","0","2014",""
"405460","br124007","0","2003",""
"405460","br214245","1","2003",""
"44883","br214246","0","2010",""
"279513","br154011","0","1992",""
"67272","br63955","1","2015",""
"405460","br3873","0","2005",""
"279513","br3874","0","2000",""
"279513","br154012","0","2008",""
"405460","br154013","0","1997",""
"95123","br154015","1","1990","2014"
"279513","br63956","0","2000",""
"405460","br154016","0","2003",""
"240754","br183962","0","2010","2011"
"90427","br34093","1","2005",""
"122387","br63960","0","2007",""
"405460","br214251","0","2003",""
"405460","br124009","0","2003",""
"74963","br3877","1","2003","2009"
"11693","br63961","0","2006","2008"
"405460","br214253","0","2011",""
"279513","br214255","0","2007",""
"279513","br3879","0","2011",""
"515835","br34096","0","2011","2013"
"24321","br154021","0","2011",""
"306168","br154022","1","2007","2009"
"282209","br214256","1","2009",""
"170848","br154023","0","2004","2012"
"279513","br124011","0","2001",""
"104757","br34099","0","2005",""
"353091","br214257","1","2003","2007"
"279513","br124012","0","2013",""
"130572","br34100","0","2005","2009"
"279513","br154027","0","2002",""
"200980","br183969","1","2007","2011"
"252009","br214258","1","2010","2011"
"279513","br154028","0","2001",""
"279513","br124014","0","2008",""
"405460","br214261","0","1997",""
"12220","br214262","1","2004",""
"178227","br183970","0","2002","2004"
"405460","br93919","0","1998",""
"279513","br34104","0","2001",""
"81492","br63963","1","2012",""
"279513","br214263","0","2012",""
"45432","br34105","1","2008","2009"
"493161","br93921","1","2004","2012"
"405460","br34106","0","2002",""
"38154","br183973","0","2010",""
"279513","br214265","0","2002",""
"279513","br93922","0","2014",""
"52428","br124017","1","2006","2008"
"405460","br124018","0","2003",""
"297105","br93924","0","2014",""
"234815","br183974","1","2005","2011"
"405460","br3883","0","2007",""
"216002","br3884","0","2010","2014"
"191546","br34107","0","2007",""
"279513","br214267","0","2005",""
"405460","br3887","0","1998",""
"420804","br93925","1","2008",""
"405460","br3888","0","2004",""
"439882","br93926","0","2014",""
"52031","br93927","1","2009",""
"271712","br183976","1","2006","2008"
"149026","br34108","1","2012",""
"279513","br124022","0","1993",""
"405460","br154032","0","2007",""
"405460","br63968","0","2007",""
"405460","br63969","0","1997",""
"250790","br214271","1","2012","2013"
"5823","br63970","1","2014",""
"405460","br124024","0","1996",""
"405460","br183980","0","2003",""
"414664","br93929","0","2004","2008"
"303623","br3890","1","2004",""
"405460","br3891","0","2004",""
"419810","br34112","0","2015",""
"236370","br124026","0","2008",""
"299472","br34113","1","2011",""
"430124","br154035","1","2014",""
"279513","br34114","0","2001",""
"418101","br214272","1","2008",""
"296440","br93931","1","2005","2013"
"279513","br124029","0","2001",""
"279513","br183981","0","2014",""
"4433","br214274","0","2014",""
"288642","br93932","1","2001",""
"279513","br154037","0","2000",""
"191546","br214275","0","2011",""
"405460","br154038","0","2005",""
"191546","br124030","0","2008",""
"521178","br124031","0","2013",""
"329569","br214276","0","1995",""
"437534","br34116","1","2004","2010"
"393053","br34117","0","2012",""
"420209","br214278","0","2011",""
"405460","br124034","0","2003",""
"279513","br154041","0","2000",""
"405460","br63978","0","2009","2011"
"225601","br3896","1","2002",""
"405460","br93933","0","2003",""
"279513","br214281","0","2002",""
"279513","br124035","0","2000",""
"32994","br3897","0","2010","2013"
"24754","br3898","1","1999","2006"
"494726","br154044","1","1999","2009"
"405460","br3899","0","2002","2004"
"334556","br34118","0","2015",""
"509589","br3900","0","2002","2008"
"279513","br214283","0","2006",""
"405460","br214285","0","2003",""
"405460","br63981","0","2006",""
"279513","br34121","0","2000",""
"279513","br3901","0","2000",""
"405460","br93934","0","1999",""
"279513","br183985","0","2002",""
"279513","br124039","0","2000",""
"517670","br93936","1","2012",""
"404218","br214286","1","2003","2007"
"433999","br63985","1","2015",""
"279513","br154046","0","2002",""
"279513","br93939","0","2006",""
"405460","br3903","0","1996",""
"513696","br154047","0","1997",""
"164106","br93940","0","2014",""
"279513","br93941","0","2001",""
"231802","br154048","1","2014",""
"279513","br214287","0","2012",""
"32314","br124040","0","2013",""
"405460","br154051","0","2003","2012"
"440802","br34123","1","2006","2006"
"452442","br63987","1","2011",""
"234815","br183988","1","2006",""
"179559","br124041","1","2004","2008"
"279513","br124042","0","2001",""
"325141","br34124","1","2004","2008"
"476602","br3907","1","2015",""
"78069","br63992","1","2009",""
"501499","br34129","1","2010",""
"488950","br34130","1","2012",""
"507116","br154054","1","2009","2014"
"334310","br93942","1","2005","2006"
"405460","br3909","0","2003",""
"249911","br93943","0","2010","2014"
"405460","br214289","0","2003",""
"279513","br214290","0","2012",""
"405460","br154055","0","2003",""
"405460","br183989","0","1997",""
"405460","br93945","0","2003",""
"451817","br63996","0","2014",""
"153445","br124046","1","2006","2006"
"159044","br34131","1","2009","2012"
"78069","br63997","1","2001","2011"
"279513","br183992","0","2012",""
"194480","br124048","0","2004",""
"299678","br214295","0","2008",""
"279513","br93950","0","2010",""
"279513","br154057","0","2001",""
"50849","br3914","1","2001",""
"279513","br64001","0","2006",""
"405460","br154059","0","2003","2006"
"279513","br34135","0","2004",""
"279513","br154060","0","2013",""
"279513","br124051","0","2015",""
"279513","br34136","0","2000",""
"516572","br3916","1","2008",""
"279513","br183994","0","2004",""
"100185","br93951","1","2006","2009"
"279513","br93952","0","2002",""
"160068","br154061","1","2012",""
"405460","br183995","0","2003",""
"279513","br64005","0","2010",""
"459399","br214296","1","2003",""
"456274","br93953","0","2012","2014"
"279513","br183996","0","2005",""
"405460","br3917","0","2003",""
"279513","br3918","0","2003",""
"478098","br3919","0","2013",""
"478098","br124055","0","2013",""
"405460","br3922","0","2011",""
"241850","br64008","1","2010",""
"407069","br124056","1","1998","2008"
"191546","br3923","0","2011",""
"366844","br124057","0","2011","2011"
"19349","br34138","1","2012",""
"405460","br183998","0","2006","2013"
"279513","br93958","0","2011",""
"235212","br3924","1","2005","2007"
"279513","br34139","0","2001",""
"405460","br183999","0","2002",""
"48540","br184000","1","2003",""
"246951","br124061","1","2011",""
"279513","br214304","0","2013",""
"278521","br184001","0","1996","2004"
"403956","br34140","1","1998","2008"
"279513","br93959","0","2005",""
"386751","br184002","1","2006","2007"
"279573","br124062","1","2012",""
"279513","br3927","0","2000",""
"243034","br154065","0","2015",""
"129311","br34141","0","2013",""
"263428","br3929","1","2002",""
"240754","br3930","0","2010","2011"
"279513","br93961","0","2004",""
"405460","br3932","0","2011",""
"355042","br93963","0","2005",""
"123840","br154068","1","2005","2007"
"95540","br34144","0","2012",""
"344240","br214307","0","2014",""
"139735","br124063","0","2014",""
"279513","br3933","0","1990",""
"6758","br184004","0","2006",""
"329569","br184005","0","2015",""
"405460","br3934","0","2003",""
"405460","br184006","0","2002",""
"279513","br214309","0","2003",""
"255320","br124066","1","2000",""
"277210","br64013","0","2013",""
"279513","br3936","0","2001",""
"405460","br34148","0","2004",""
"279513","br3937","0","2004",""
"84683","br154071","0","2012",""
"405460","br34149","0","2003",""
"405460","br34150","0","2005",""
"446561","br93966","1","1997","2008"
"405460","br184010","0","2003","2012"
"439","br93968","0","2012",""
"416934","br93969","1","2013",""
"405460","br64014","1","2005",""
"405460","br93970","0","2011",""
"345378","br124074","0","2008",""
"297043","br184012","1","1998",""
"279513","br93971","0","2005",""
"148669","br184013","1","2010","2013"
"405460","br184014","0","2003",""
"405460","br34151","0","1997",""
"114496","br184015","1","2012",""
"279513","br93972","0","2002",""
"467828","br64016","1","2004","2008"
"483013","br34152","0","2011",""
"439","br3939","0","2011",""
"279513","br184016","0","2000",""
"278448","br184018","0","2012",""
"145433","br124077","1","2007",""
"474927","br154074","1","2005","2007"
"140461","br214315","1","2011",""
"225601","br34153","1","2002",""
"222034","br124079","0","2015",""
"279513","br124080","0","2004",""
"405460","br34154","0","2003",""
"225601","br214316","1","1992",""
"509943","br214317","1","1997","2010"
"404128","br184022","0","2011",""
"480126","br93976","1","1997",""
"135092","br34156","0","2015",""
"168719","br3943","1","2003","2011"
"279513","br184023","0","2007",""
"405460","br124083","0","2002",""
"279513","br3945","0","2011",""
"109862","br214320","1","1997",""
"224584","br34159","1","2009",""
"473755","br214324","0","2013","2013"
"405460","br154078","0","2003",""
"26219","br64021","0","2004",""
"279513","br124085","0","2013",""
"322036","br93977","1","2014",""
"118225","br93978","1","2000","2013"
"122142","br93979","1","1998","2006"
"279513","br124086","0","2012",""
"248602","br93981","1","2005","2007"
"4433","br93982","0","2013","2015"
"405460","br214325","0","2003",""
"405460","br64023","0","2003",""
"126236","br154079","0","2010",""
"279513","br64024","0","2001",""
"268833","br3951","0","2013",""
"279513","br64025","0","2006",""
"405460","br93984","0","2011",""
"59878","br214328","0","2014",""
"439","br34163","0","2011",""
"279513","br64029","0","2008",""
"225289","br214331","0","2014","2015"
"18284","br124088","1","2004","2007"
"503865","br34164","0","2005","2012"
"143221","br154081","1","2013",""
"118420","br124089","0","2013",""
"279513","br154083","0","2004","2007"
"279513","br93986","0","2001",""
"207862","br184029","0","2005","2009"
"405460","br124090","0","2003",""
"405460","br154084","0","2006",""
"519829","br64030","0","2007","2011"
"279513","br34168","0","2012",""
"270552","br124091","1","2008","2011"
"362492","br3956","1","2001","2013"
"272118","br184031","1","2004",""
"258585","br64031","1","2007",""
"279513","br3957","0","2007",""
"405460","br154088","0","2007",""
"405460","br64032","0","1986",""
"405460","br93992","0","2007","2012"
"277210","br214333","0","2004",""
"305848","br154090","1","2006",""
"279513","br34170","0","2005",""
"279513","br154092","0","2003",""
"279513","br124094","0","2000",""
"517524","br93993","1","2009","2012"
"149726","br154094","0","2011","2014"
"279513","br34173","0","2007",""
"310509","br214334","0","2008",""
"49472","br64036","1","2010",""
"154267","br154097","1","2014",""
"279513","br64037","0","1989",""
"279513","br214335","0","1997",""
"279513","br184033","0","2001",""
"279513","br184034","0","2003",""
"122391","br214337","0","2011",""
"279513","br64038","0","2005",""
"405460","br154099","0","2003","2006"
"279513","br154100","0","2000",""
"405460","br34174","0","2005",""
"191546","br124102","0","2006",""
"308099","br214338","0","2013",""
"405460","br34176","0","2004",""
"405460","br3960","0","1997",""
"515873","br184040","0","2012","2013"
"516288","br34177","1","2002",""
"279513","br3961","0","2002",""
"85526","br214339","1","2007",""
"342928","br154102","0","2001","2008"
"96247","br124103","0","2013",""
"405460","br124105","0","1996",""
"435259","br154103","0","2009","2013"
"405460","br34179","0","2003",""
"74582","br3964","0","2007",""
"118732","br124109","0","2014",""
"454349","br154105","1","2003","2010"
"367039","br64042","0","2015",""
"488851","br34180","0","2010",""
"225497","br154107","1","2013",""
"154335","br154108","1","2013",""
"346113","br3965","1","2011",""
"279513","br94004","0","2012",""
"405460","br214346","0","2003",""
"405460","br184043","0","1997",""
"405460","br214347","0","2004",""
"405460","br64043","0","2002",""
"405460","br214350","0","2003",""
"279513","br3966","0","2000",""
"39228","br154109","0","2004",""
"279513","br64044","0","2000",""
"309337","br214351","0","2011",""
"447418","br124114","1","2005",""
"338501","br3967","0","2013",""
"269785","br154110","0","2015",""
"140376","br94005","1","2012","2014"
"4433","br154111","0","2014",""
"405460","br124115","0","2004",""
"122376","br94006","1","2015",""
"222228","br64047","0","2012",""
"405460","br94008","0","2005",""
"74582","br34183","0","2013",""
"42256","br154116","1","2002",""
"171119","br214352","1","2006","2009"
"158967","br154118","0","2011",""
"279513","br184045","0","2004",""
"279513","br3970","0","2001",""
"405460","br184046","0","2008",""
"502851","br34185","1","2006","2013"
"380065","br214353","0","2009",""
"112850","br154121","1","2008",""
"167708","br34186","1","2007","2010"
"279513","br214354","0","2003",""
"279513","br124121","0","2001",""
"77845","br94009","0","2011",""
"458263","br124122","0","2012","2013"
"279513","br3974","0","1994",""
"313230","br124123","0","2015",""
"279513","br214355","0","2001",""
"405460","br154124","0","2007","2011"
"225601","br124127","1","2001",""
"405460","br154126","0","2002",""
"405460","br184047","0","2003",""
"279513","br214356","0","2000",""
"404165","br94015","1","2013","2014"
"405460","br124128","0","2003",""
"293721","br124130","1","2004","2013"
"157757","br184050","1","1994",""
"228731","br154129","0","2012",""
"256135","br3982","1","2010",""
"352859","br214358","0","2005",""
"40050","br184052","1","2013",""
"279513","br214359","0","2001",""
"279513","br124133","0","2000",""
"397023","br214361","1","2013",""
"405460","br34193","0","2006",""
"317380","br214362","0","2012",""
"405460","br154133","0","1999",""
"279513","br3986","0","2000",""
"279513","br124136","0","2001",""
"365641","br64050","1","2009",""
"405460","br124137","0","2003",""
"279513","br184053","0","2004",""
"182158","br34197","1","2007","2008"
"157966","br124139","1","2014",""
"279513","br184054","0","2015",""
"405460","br154135","0","2003",""
"279513","br94020","0","2004",""
"279513","br124140","0","2002",""
"279513","br214364","0","2001",""
"367552","br184058","1","2010",""
"54162","br184059","1","2009","2010"
"212461","br64052","1","2009","2011"
"270513","br64053","1","1997","2007"
"405460","br94022","0","2004",""
"279513","br154141","0","2006",""
"405460","br184062","0","1999",""
"154335","br34200","1","2010","2011"
"151782","br184063","0","2010","2011"
"202406","br214365","0","2015",""
"133635","br154142","1","2015",""
"178766","br124145","1","2005",""
"405460","br154144","0","2003","2010"
"279513","br124146","0","2005",""
"405460","br214367","0","2003",""
"405460","br184064","0","1998","2013"
"437287","br3995","0","2001","2006"
"148354","br154146","1","2002","2011"
"405460","br34205","0","1996",""
"512257","br3996","1","2006","2012"
"232340","br34206","0","2002","2008"
"214391","br184065","1","2003",""
"298674","br3997","1","2010",""
"405460","br64058","0","1996",""
"191546","br154147","0","2009",""
"515641","br94027","0","2015",""
"167050","br184066","0","2008",""
"55424","br64059","1","2014","2015"
"405460","br3998","0","2003",""
"83692","br154149","1","2005",""
"451591","br214368","1","2010","2014"
"350032","br64060","1","2013","2015"
"132269","br214369","1","2001","2012"
"314130","br3999","1","2000",""
"415687","br34210","0","2005","2013"
"279513","br34212","0","2001",""
"405460","br34213","0","2003",""
"225601","br64062","1","2003",""
"192281","br94030","0","2008","2012"
"271384","br64063","1","2014",""
"384379","br154150","1","2007","2011"
"405460","br34215","0","2003",""
"24342","br214372","1","2006","2008"
"292432","br34216","0","2014",""
"329569","br4001","1","2015",""
"405460","br94031","0","2006",""
"521967","br94032","1","2011",""
"16206","br214373","0","2002",""
"405460","br4003","0","2013",""
"405460","br94033","0","2003",""
"405460","br124151","0","1998",""
"279513","br214374","0","2001",""
"112636","br94036","1","2003","2006"
"99517","br64067","1","2006","2007"
"111121","br184072","1","2007","2012"
"38685","br184073","0","2012","2013"
"329830","br94042","0","2004","2008"
"44924","br184075","0","2013","2015"
"191546","br64070","0","2008",""
"405460","br124154","0","2008",""
"405460","br154155","0","1997",""
"114213","br34222","0","2003",""
"405460","br214377","0","2001",""
"323815","br214378","0","2015",""
"439","br154156","0","2008",""
"279513","br4007","0","2010",""
"119326","br64073","0","2014",""
"405460","br184077","0","2003",""
"215750","br124155","0","2015",""
"439704","br184078","1","2013","2014"
"309337","br154158","1","2002",""
"279513","br124156","0","2010",""
"130516","br184080","1","2008","2011"
"167863","br34224","0","2011","2012"
"340097","br154159","1","2009","2013"
"161959","br124157","0","2010","2013"
"194906","br4009","1","2008",""
"405460","br214383","0","2010",""
"279513","br154161","0","2004",""
"405460","br184083","0","2003",""
"511645","br64075","1","2006","2011"
"191546","br154162","0","2008",""
"227599","br184084","1","2008","2015"
"74582","br4012","0","2009",""
"292967","br124160","1","2008",""
"324916","br184085","0","2010",""
"102254","br184086","1","2014",""
"94997","br94048","1","2015",""
"279513","br64076","0","2011",""
"323971","br34228","1","2015",""
"140868","br214384","0","2007",""
"279513","br94050","0","2002",""
"240754","br4014","0","2009","2012"
"279513","br4015","0","2000",""
"360309","br64078","1","2005",""
"279513","br64079","0","2002",""
"279513","br64080","0","2001",""
"283233","br154165","0","2012",""
"446561","br94051","1","1996","2006"
"476585","br214386","0","2012",""
"405460","br124166","0","2003","2010"
"453211","br184091","0","2012","2013"
"405460","br4016","0","2003",""
"83529","br4017","0","2001","2007"
"107947","br184093","1","2009","2010"
"6104","br184095","1","2003","2015"
"461059","br94052","1","2004",""
"405460","br4018","0","2003",""
"405460","br64085","0","2008",""
"349625","br154166","0","2012",""
"142827","br184096","1","2010",""
"250272","br94054","1","2011",""
"372412","br214390","0","2004",""
"404165","br64086","1","2011","2012"
"271004","br154167","1","2013",""
"428964","br4019","0","2007","2010"
"191546","br94055","0","2008",""
"279513","br4020","0","2004",""
"417761","br94056","0","2008","2009"
"89941","br94057","1","1992","2014"
"405460","br214393","0","2003",""
"116705","br4021","1","2005","2008"
"405460","br34237","0","2002",""
"348199","br124170","0","2014","2015"
"119650","br214394","1","2006","2012"
"136883","br34238","1","2010",""
"133011","br4023","1","2010","2013"
"63824","br124171","0","2007",""
"405460","br214396","0","2003",""
"405460","br94061","0","2003",""
"243034","br124172","1","2008",""
"457097","br154169","1","2005","2008"
"405460","br64090","0","2003","2011"
"472442","br64092","1","1997",""
"351037","br214397","1","2015",""
"423862","br214398","1","2014","2015"
"279513","br64094","0","2012",""
"287922","br184099","1","2012",""
"279513","br154170","0","2002",""
"391616","br214399","1","2009","2012"
"252417","br214400","0","2015",""
"279513","br124173","0","2000",""
"405460","br184100","0","2007",""
"279513","br34239","0","2007",""
"405460","br184101","0","2004",""
"279513","br214402","0","2002",""
"279513","br64096","0","2001",""
"279513","br214403","0","2002",""
"448079","br184102","1","2012",""
"240754","br184103","0","2010","2011"
"405460","br94063","0","2006",""
"303325","br4024","1","2015",""
"324807","br64097","0","2013",""
"392307","br214405","1","2005",""
"192017","br4025","1","2010",""
"272177","br4026","0","2015",""
"405460","br4027","0","2002",""
"149322","br64098","0","2010","2012"
"279513","br214407","0","2010",""
"231671","br154173","1","2011","2012"
"505178","br94065","0","2014",""
"452218","br154174","1","2011",""
"405460","br64099","0","1998",""
"342566","br34241","1","2006",""
"163025","br154175","1","2010",""
"510586","br154176","1","2004","2006"
"329157","br64100","1","2010","2014"
"296440","br64101","1","2011","2013"
"405460","br34244","0","2003",""
"405460","br124177","0","2003",""
"509699","br154177","1","2008",""
"233641","br64104","1","2014",""
"58227","br154179","1","2005","2015"
"322941","br154180","1","2004",""
"256876","br34245","0","2013","2015"
"116211","br184109","1","2014",""
"279513","br64105","0","2002",""
"17795","br64106","1","2007","2011"
"279513","br124181","0","2000",""
"279513","br154181","0","2000",""
"13470","br34247","0","2008","2009"
"191546","br214412","0","2008",""
"279513","br124183","0","2007",""
"405460","br4031","0","2009",""
"157966","br154182","1","2014",""
"405460","br214415","0","1998",""
"405460","br4032","0","2002",""
"63845","br154183","0","2015",""
"405460","br184111","0","1999",""
"279513","br34250","0","2005",""
"30384","br214416","1","1991","2007"
"405460","br124184","0","2011",""
"191546","br124185","0","2010",""
"247805","br214417","1","2013",""
"253951","br64110","1","2000",""
"89318","br214418","0","2012",""
