"EID","TARGET"
"159366","0"
"159460","0"
"159664","0"
"160165","0"
"160179","0"
"160213","0"
"160381","0"
"160704","0"
"160927","1"
"161006","1"
"161462","1"
"161467","0"
"161517","0"
"161585","0"
"161641","1"
"161692","0"
"161749","0"
"161774","1"
"161963","0"
"162213","0"
"162223","0"
"162409","1"
"162568","0"
"162630","1"
"162646","1"
"162677","0"
"162693","0"
"163468","0"
"163550","0"
"163600","0"
"163776","0"
"163962","0"
"164115","0"
"164191","0"
"164193","1"
"164624","1"
"164658","1"
"164808","0"
"164928","0"
"165018","1"
"165223","1"
"165351","0"
"165402","0"
"165445","0"
"165536","1"
"165561","0"
"165595","1"
"165826","1"
"165925","1"
"165957","0"
"165974","0"
"166401","0"
"166411","1"
"166429","1"
"166537","0"
"166593","0"
"166604","0"
"166610","0"
"166636","0"
"166665","0"
"166700","0"
"166701","0"
"166781","0"
"166901","0"
"166976","0"
"167439","0"
"167528","0"
"167590","1"
"167634","0"
"167900","1"
"168071","0"
"168099","0"
"168119","0"
"168324","0"
"168390","0"
"168415","0"
"168458","0"
"168688","0"
"168784","0"
"168916","0"
"169072","0"
"169084","0"
"169136","0"
"169163","0"
"169212","0"
"169239","0"
"169254","1"
"169343","1"
"169627","1"
"169651","0"
"169680","0"
"169747","0"
"169871","0"
"169890","0"
"169929","0"
"169940","0"
"169993","0"
"170170","0"
"170362","0"
"170394","0"
"170409","0"
"170446","0"
"170494","0"
"170524","0"
"170843","0"
"171089","0"
"171176","0"
"171231","0"
"171318","0"
"171375","0"
"171477","0"
"171530","0"
"171542","0"
"171783","1"
"172027","0"
"172198","0"
"172217","0"
"172257","0"
"172260","1"
"172275","0"
"172366","0"
"172376","0"
"172391","0"
"172411","0"
"172492","0"
"172533","0"
"172539","0"
"172709","0"
"172749","0"
"172803","0"
"172828","0"
"172966","0"
"173031","0"
"173255","0"
"173267","1"
"173289","0"
"173472","0"
"173539","0"
"173547","0"
"173584","1"
"173899","0"
"173923","1"
"173938","0"
"174262","0"
"174278","0"
"174347","0"
"174432","1"
"174448","0"
"174501","0"
"174523","0"
"174611","1"
"174626","0"
"174714","1"
"174726","0"
"174778","1"
"174780","0"
"174923","0"
"175321","0"
"175337","0"
"175402","0"
"175466","0"
"175469","1"
"175491","1"
"175514","0"
"175574","1"
"175625","0"
"175660","0"
"175685","0"
"175766","0"
"175774","0"
"175973","0"
"176088","1"
"176329","0"
"176345","0"
"176348","0"
"176383","0"
"176741","0"
"176745","0"
"176788","0"
"176907","0"
"176996","0"
"177153","0"
"177202","0"
"177312","1"
"177322","0"
"177423","0"
"177499","0"
"177512","0"
"177596","0"
"177630","0"
"177694","1"
"177752","0"
"177784","0"
"177863","0"
"177870","0"
"177961","0"
"177967","0"
"178046","0"
"178239","1"
"178376","0"
"178492","0"
"178621","0"
"178908","0"
"179066","0"
"179308","1"
"179438","0"
"179459","0"
"179481","1"
"179609","0"
"179657","0"
"179710","0"
"179755","0"
"180052","0"
"180090","1"
"180189","0"
"180253","1"
"180670","0"
"180966","0"
"180979","1"
"180996","0"
"181302","1"
"181454","0"
"181494","0"
"181623","0"
"181661","0"
"181674","0"
"181725","0"
"181792","0"
"181985","0"
"182034","0"
"182118","0"
"182324","0"
"182384","1"
"182635","1"
"182661","0"
"182667","0"
"182743","0"
"182834","1"
"182971","0"
"182973","1"
"183003","1"
"183169","1"
"183180","1"
"183296","1"
"183324","0"
"183502","0"
"183689","0"
"183722","0"
"183788","0"
"183875","1"
"184404","0"
"184616","0"
"184632","0"
"184635","0"
"184716","0"
"184881","0"
"185110","0"
"185138","0"
"185224","1"
"185255","0"
"185300","0"
"185610","0"
"185724","0"
"185844","1"
"185882","0"
"186333","1"
"186408","0"
"186424","0"
"186446","0"
"186465","1"
"186504","0"
"186773","0"
"186841","1"
"186899","0"
"187073","1"
"187180","0"
"187342","1"
"187505","0"
"187528","0"
"187579","0"
"187638","0"
"187667","1"
"187726","0"
"187913","0"
"188091","1"
"188263","0"
"188322","1"
"188364","0"
"188376","0"
"188439","0"
"188545","0"
"188707","0"
"188744","0"
"188923","0"
"189004","0"
"189063","0"
"189155","0"
"189312","1"
"189367","0"
"189510","0"
"189865","0"
"189893","1"
"189896","1"
"189902","0"
"189980","0"
"190202","0"
"190242","0"
"190261","0"
"190573","0"
"190679","1"
"190716","0"
"190775","1"
"190778","0"
"190878","1"
"190904","0"
"191178","0"
"191361","0"
"191385","0"
"191530","0"
"191603","0"
"191768","0"
"191881","0"
"191931","0"
"191934","0"
"192095","1"
"192100","0"
"192188","0"
"192346","0"
"192456","0"
"192565","0"
"192741","0"
"192940","0"
"192977","0"
"193048","0"
"193063","0"
"193127","0"
"193297","0"
"193333","1"
"193402","0"
"193428","1"
"193435","0"
"193539","0"
"193611","0"
"194025","0"
"194064","0"
"194136","1"
"194449","0"
"194749","0"
"195026","1"
"195077","0"
"195253","0"
"195320","0"
"195340","0"
"195347","0"
"195479","0"
"195498","0"
"195553","0"
"195557","0"
"195597","0"
"195649","0"
"195937","0"
"195989","0"
"195992","0"
"196025","1"
"196313","0"
"196428","0"
"196502","0"
"196634","0"
"196646","0"
"196784","0"
"197044","0"
"197151","0"
"197364","0"
"197369","0"
"197662","0"
"197853","0"
"197854","0"
"197906","0"
"198124","0"
"198135","1"
"198297","1"
"198426","0"
"198646","0"
"198662","0"
"198703","1"
"198719","0"
"198755","0"
"198762","0"
"198859","0"
"199156","0"
"199163","0"
"199227","0"
"199370","1"
"199503","0"
"199864","1"
"199981","0"
"199994","0"
"200031","0"
"200049","1"
"200213","0"
"200246","0"
"200247","0"
"200375","0"
"200631","0"
"200798","0"
"200880","0"
"200924","0"
"201069","0"
"201244","0"
"201245","0"
"201734","0"
"201763","0"
"201894","0"
"201895","0"
"202069","0"
"202083","0"
"202278","1"
"202442","1"
"202552","0"
"202643","0"
"202790","0"
"202902","1"
"202968","0"
"203164","1"
"203185","0"
"203211","0"
"203276","1"
"203489","0"
"203498","0"
"203521","0"
"203568","0"
"203679","0"
"203737","0"
"203948","0"
"204016","0"
"204139","0"
"204207","0"
"204225","0"
"204284","0"
"204334","0"
"204357","0"
"204522","0"
"204572","0"
"204676","0"
"204678","0"
"204703","1"
"204800","0"
"204885","0"
"204904","0"
"204953","0"
"205049","1"
"205229","1"
"205382","0"
"205432","0"
"205545","0"
"205604","0"
"205623","0"
"205746","0"
"205753","1"
"205779","0"
"206090","0"
"206264","1"
"206291","0"
"206703","0"
"206723","0"
"206869","0"
"207085","0"
"207149","0"
"207206","0"
"207398","0"
"207755","0"
"207840","0"
"208084","0"
"208178","0"
"208198","0"
"208301","0"
"208408","0"
"208428","1"
"208662","0"
"208854","0"
"208938","0"
"208986","0"
"209369","1"
"209684","0"
"209685","0"
"209844","0"
"210018","0"
"210027","0"
"210069","0"
"210076","0"
"210110","0"
"210138","0"
"210161","0"
"210181","0"
"210498","1"
"210529","0"
"210696","0"
"210712","0"
"210935","0"
"210985","0"
"211242","0"
"211248","0"
"211290","0"
"211337","0"
"211361","1"
"211586","0"
"211791","1"
"211831","0"
"211900","0"
"211994","0"
"212022","0"
"212095","0"
"212106","0"
"212119","0"
"212140","1"
"212272","1"
"212324","0"
"212385","1"
"212435","1"
"212687","0"
"212722","0"
"212816","1"
"212824","0"
"213100","1"
"213236","0"
"213288","0"
"213328","0"
"213348","0"
"213458","1"
"213464","1"
"213662","0"
"213808","0"
"213931","1"
"213934","1"
"214243","0"
"214377","0"
"214390","0"
"214393","0"
"214787","0"
"214939","0"
"214955","0"
"214984","0"
"215137","0"
"215224","0"
"215228","0"
"215589","1"
"215645","0"
"215646","0"
"215671","0"
"215680","1"
"215791","0"
"215941","1"
"216041","0"
"216209","1"
"216304","0"
"216350","0"
"216780","1"
"216908","0"
"217023","0"
"217212","1"
"217422","0"
"217442","1"
"217498","0"
"217782","0"
"217973","1"
"217984","0"
"218062","0"
"218121","0"
"218143","0"
"218152","1"
"218168","0"
"218221","0"
"218517","0"
"218596","1"
"218649","0"
"218792","0"
"218927","0"
"219076","0"
"219095","1"
"219129","0"
"219357","0"
"219441","0"
"219545","0"
"219780","0"
"219896","0"
"220011","0"
"220190","0"
"220197","0"
"220221","0"
"220420","0"
"220470","0"
"220564","1"
"220673","0"
"220699","0"
"220794","0"
"220805","0"
"221100","0"
"221367","0"
"221529","0"
"221595","0"
"221971","0"
"221986","0"
"222346","0"
"222365","0"
"222389","1"
"222560","1"
"222779","0"
"222824","0"
"222970","0"
"222980","1"
"223008","0"
"223032","0"
"223149","1"
"223187","0"
"223204","1"
"223319","1"
"223448","0"
"223621","1"
"223694","0"
"223743","0"
"223900","0"
"223986","0"
"223993","0"
"224078","0"
"224127","0"
"224175","0"
"224305","0"
"224431","0"
"224550","0"
"224594","0"
"224657","0"
"224708","0"
"224797","1"
"224926","0"
"224989","0"
"225087","0"
"225252","1"
"225316","0"
"225525","1"
"225536","0"
"225792","0"
"225821","0"
"226127","0"
"226228","0"
"226365","1"
"226477","0"
"226496","0"
"226510","0"
"226547","0"
"226573","0"
"226719","0"
"227078","0"
"227305","0"
"227339","0"
"227430","0"
"227468","0"
"227619","0"
"227681","0"
"227842","0"
"227851","0"
"227939","1"
"228115","0"
"228286","1"
"228364","0"
"228425","0"
"228441","0"
"228448","0"
"228486","1"
"228511","0"
"228641","0"
"228893","0"
"228996","1"
"229041","0"
"229090","1"
"229125","0"
"229338","1"
"229694","0"
"229726","0"
"229840","0"
"229899","1"
"229918","0"
"230100","0"
"230126","0"
"230156","0"
"230168","1"
"230285","0"
"230310","1"
"230376","0"
"230380","0"
"230401","1"
"230720","0"
"230804","1"
"230805","0"
"231014","0"
"231235","0"
"231528","0"
"231564","1"
"231577","0"
"231704","1"
"231802","0"
"232208","1"
"232259","0"
"232278","0"
"232363","0"
"232393","0"
"232657","1"
"232795","0"
"232948","0"
"232998","1"
"233158","0"
"233187","0"
"233351","0"
"233369","0"
"233375","0"
"233402","0"
"233421","0"
"233425","0"
"233538","0"
"233745","0"
"234002","0"
"234031","0"
"234173","0"
"234174","0"
"234272","1"
"234296","1"
"234308","0"
"234482","0"
"234494","0"
"234534","1"
"234751","0"
"234868","1"
"234970","0"
"235053","0"
"235099","0"
"235264","0"
"235374","0"
"235397","0"
"235474","1"
"235708","0"
"236048","1"
"236184","0"
"236200","0"
"236224","0"
"236468","1"
"236555","0"
"236595","1"
"236749","1"
"236874","0"
"236936","0"
"237043","1"
"237082","0"
"237245","0"
"237402","1"
"237495","0"
"237685","0"
"237715","0"
"237816","0"
"237962","0"
"238206","0"
"238554","0"
"238612","1"
"238656","0"
"238693","0"
"238802","0"
"238830","1"
"238933","0"
"238993","0"
"239180","1"
"239402","1"
"239498","0"
"239512","0"
"239515","0"
"239747","0"
"239765","0"
"239948","0"
"240182","1"
"240251","0"
"240255","1"
"240327","0"
"240366","0"
"240423","1"
"240430","0"
"240469","0"
"240552","0"
"240625","0"
"240637","0"
"240669","1"
"240728","0"
"240990","0"
"241446","0"
"241620","0"
"241650","0"
"241704","0"
"241784","1"
"241795","0"
"241860","1"
"241919","0"
"241999","0"
"242016","0"
"242021","0"
"242073","1"
"242282","0"
"242346","0"
"242357","1"
"242359","1"
"242410","1"
"242433","0"
"242563","1"
"242705","0"
"242734","0"
"242761","0"
"242867","1"
"242924","0"
"243300","0"
"243311","0"
"243319","0"
"243385","0"
"243405","0"
"243470","0"
"243510","0"
"243722","0"
"243952","0"
"243981","1"
"244043","0"
"244049","0"
"244273","0"
"244461","0"
"244577","0"
"244605","1"
"244797","1"
"244856","1"
"245000","0"
"245165","0"
"245358","1"
"245361","0"
"245536","1"
"245571","1"
"245667","0"
"245932","0"
"246100","0"
"246223","0"
"246273","0"
"246305","0"
"246742","0"
"246788","1"
"246837","0"
"246999","0"
"247100","0"
"247135","0"
"247489","1"
"247559","0"
"247705","0"
"247726","0"
"247986","0"
"248027","0"
"248039","0"
"248072","0"
"248082","0"
"248656","0"
"248702","1"
"248737","0"
"248794","1"
"248812","0"
"249077","1"
"249190","0"
"249271","0"
"249409","0"
"249481","0"
"249554","0"
"249627","1"
"249659","0"
"249766","0"
"249900","1"
"249939","0"
"249943","0"
"250182","0"
"250261","0"
"250284","0"
"250310","0"
"250482","1"
"250782","1"
"251184","0"
"251213","0"
"251217","0"
"251247","0"
"251251","1"
"251252","1"
"251348","0"
"251603","1"
"251792","0"
"252014","1"
"252199","0"
"252426","0"
"252471","0"
"252742","1"
"252751","0"
"252761","0"
"252778","0"
"252840","1"
"252878","0"
"252940","0"
"252969","0"
"253006","1"
"253119","1"
"253147","1"
"253415","1"
"253434","0"
"253489","1"
"253813","1"
"253920","1"
"253943","0"
"254015","0"
"254070","0"
"254140","0"
"254485","0"
"254672","0"
"254880","1"
"255038","0"
"255342","0"
"255412","0"
"255476","0"
"255514","0"
"255562","1"
"255770","0"
"255776","0"
"255892","0"
"255931","0"
"255933","0"
"256028","0"
"256354","0"
"256423","0"
"256461","0"
"256575","0"
"256758","0"
"256897","1"
"256937","0"
"257005","0"
"257046","0"
"257300","1"
"257418","1"
"257423","0"
"257510","0"
"257603","1"
"257693","0"
"257988","0"
"258220","0"
"258344","0"
"258398","0"
"258508","0"
"259132","0"
"259336","0"
"259484","0"
"259538","0"
"259684","0"
"259711","0"
"259787","0"
"259859","1"
"260053","0"
"260147","0"
"260199","0"
"260241","0"
"260275","0"
"260292","0"
"260338","0"
"260525","1"
"260527","0"
"260857","0"
"260929","1"
"260958","0"
"261143","0"
"261188","0"
"261240","0"
"261303","0"
"261424","0"
"261440","0"
"261491","0"
"261516","0"
"261548","0"
"261692","1"
"261878","0"
"261942","0"
"261950","1"
"262020","0"
"262122","0"
"262201","0"
"262457","0"
"262478","0"
"262868","0"
"263137","1"
"263248","0"
"263284","0"
"263401","0"
"263459","0"
"263480","0"
"263716","0"
"263823","0"
"263866","1"
"263882","0"
"263893","0"
"263965","0"
"264272","0"
"264324","0"
"264475","0"
"264563","0"
"264736","0"
"264830","0"
"264987","1"
"265049","0"
"265384","0"
"265543","1"
"265587","0"
"265677","0"
"265682","0"
"265694","0"
"265799","0"
"265850","1"
"265940","0"
"265989","0"
"266124","0"
"266223","0"
"266510","0"
"266598","0"
"266600","0"
"266644","0"
"266764","0"
"266837","0"
"266849","0"
"266896","0"
"266910","0"
"267189","1"
"267262","1"
"267509","0"
"267510","0"
"267528","0"
"267591","0"
"267641","1"
"267642","0"
"267840","0"
"267856","0"
"268177","0"
"268396","0"
"268483","0"
"268554","1"
"268686","0"
"268842","0"
"269078","0"
"269231","0"
"269254","0"
"269287","0"
"269339","0"
"269448","0"
"269485","0"
"270070","0"
"270190","0"
"270198","0"
"270267","0"
"270423","1"
"270445","0"
"270455","0"
"270504","0"
"270639","0"
"270712","0"
"270740","1"
"270942","0"
"271004","0"
"271229","0"
"271237","0"
"271319","0"
"271640","0"
"271766","0"
"271840","0"
"271857","0"
"271904","0"
"271915","0"
"272048","0"
"272120","0"
"272169","0"
"272349","1"
"272457","0"
"272563","0"
"272642","0"
"272672","0"
"272836","1"
"272862","0"
"272930","1"
"272967","0"
"272975","0"
"273075","0"
"273272","0"
"273313","0"
"273328","1"
"273841","0"
"273876","0"
"274039","0"
"274267","0"
"274646","0"
"274874","1"
"274957","0"
"274970","1"
"275150","0"
"275213","0"
"275730","0"
"275909","0"
"276030","0"
"276106","0"
"276526","1"
"276569","1"
"276738","1"
"276750","0"
"276783","1"
"276799","1"
"276817","0"
"276935","0"
"276936","0"
"276992","0"
"277331","0"
"277341","0"
"277371","0"
"277375","0"
"277454","0"
"277539","0"
"277705","0"
"277899","1"
"277939","0"
"278229","1"
"278261","0"
"278290","0"
"278695","0"
"278947","0"
"278962","0"
"279283","0"
"279392","0"
"279523","0"
"279637","1"
"279730","0"
"279740","0"
"279797","0"
"279937","1"
"280098","0"
"280194","0"
"280307","0"
"280370","0"
"280456","1"
"280550","0"
"280552","0"
"280650","0"
"280656","0"
"280748","1"
"280804","0"
"280864","0"
"280872","0"
"281389","0"
"281611","0"
"281879","1"
"281931","0"
"282021","0"
"282176","0"
"282215","0"
"282267","0"
"282363","0"
"282414","0"
"282637","0"
"282715","1"
"282765","0"
"282958","0"
"283095","0"
"283116","0"
"283187","1"
"283305","0"
"283660","0"
"283696","0"
"283868","0"
"283975","0"
"283990","0"
"284347","0"
"284454","1"
"284505","0"
"284535","0"
"284627","0"
"284682","0"
"285071","0"
"285377","0"
"285381","0"
"285392","1"
"285441","1"
"285843","0"
"285872","0"
"285942","1"
"286209","0"
"286221","0"
"286400","1"
"286611","1"
"286637","0"
"286797","0"
"286834","0"
"286955","0"
"286976","0"
"287068","0"
"287436","0"
"287620","0"
"287633","0"
"287786","1"
"288051","0"
"288103","0"
"288175","0"
"288377","0"
"288702","0"
"288846","0"
"288965","0"
"289087","0"
"289088","0"
"289417","1"
"289614","0"
"289633","1"
"289723","0"
"289935","1"
"289936","0"
"290080","0"
"290590","0"
"290800","0"
"290942","1"
"291022","0"
"291028","0"
"291296","0"
"291304","0"
"291366","0"
"291486","0"
"291601","0"
"291730","0"
"291826","1"
"291831","0"
"291888","0"
"292010","0"
"292132","0"
"292507","1"
"292596","0"
"292671","0"
"292691","0"
"292700","0"
"292775","0"
"292788","0"
"292808","0"
"292849","1"
"293105","0"
"293110","0"
"293115","1"
"293116","0"
"293129","1"
"293390","0"
"293403","0"
"293553","0"
"293587","0"
"293904","0"
"293919","0"
"294103","0"
"294256","0"
"294347","0"
"294615","0"
"294633","0"
"294654","0"
"294735","0"
"294780","0"
"294813","0"
"294823","0"
"294843","0"
"294846","1"
"294992","0"
"294999","0"
"295070","0"
"295370","0"
"295430","0"
"295463","0"
"295466","1"
"295560","0"
"295569","0"
"295600","0"
"295824","0"
"295893","1"
"296071","0"
"296188","0"
"296725","1"
"296766","0"
"296990","0"
"297097","0"
"297213","0"
"297325","1"
"297405","0"
"297498","0"
"297499","0"
"297555","0"
"297665","0"
"297826","0"
"297867","0"
"297934","0"
"298071","0"
"298344","1"
"298444","0"
"298492","0"
"298676","0"
"298834","0"
"298849","1"
"298885","1"
"298902","0"
"298971","0"
"299025","0"
"299229","0"
"299249","0"
"299341","0"
"299534","0"
"299547","0"
"299553","0"
"299906","0"
"299941","0"
"299952","0"
"300089","1"
"300091","1"
"300362","0"
"300404","0"
"300557","1"
"300583","0"
"300831","1"
"300939","0"
"300984","0"
"301101","0"
"301227","0"
"301308","0"
"301509","0"
"301521","0"
"301607","0"
"301708","0"
"301972","0"
"301991","0"
"302084","0"
"302403","0"
"302471","1"
"302515","1"
"302532","1"
"302720","0"
"302797","0"
"302832","0"
"302940","0"
"303499","0"
"303627","0"
"303789","0"
"303869","0"
"303912","0"
"303924","1"
"303982","1"
"304131","0"
"304196","0"
"304207","0"
"304457","0"
"304604","1"
"304667","1"
"304900","0"
"305016","0"
"305453","0"
"305546","0"
"306030","0"
"306045","0"
"306184","0"
"306205","0"
"306262","0"
"306534","0"
"306715","0"
"306879","0"
"307040","0"
"307125","0"
"307142","0"
"307579","0"
"307603","0"
"307615","0"
"307721","1"
"307752","1"
"307830","0"
"307898","0"
"307933","0"
"308014","0"
"308421","0"
"308472","0"
"308511","1"
"308521","0"
"308798","0"
"308888","0"
"308942","0"
"308970","0"
"308999","0"
"309151","0"
"309344","0"
"309572","0"
"309583","0"
"309718","0"
"309756","1"
"309761","0"
"309779","0"
"309820","0"
"309982","0"
"309993","0"
"309996","0"
"310010","0"
"310050","1"
"310095","0"
"310160","1"
"310332","0"
"310491","0"
"310693","1"
"310820","0"
"310869","0"
"310871","0"
"310897","0"
"311102","1"
"311453","0"
"311550","0"
"311641","0"
"311725","0"
"311777","0"
"312049","0"
"312127","0"
"312158","1"
"312244","0"
"312246","0"
"312314","0"
"312414","0"
"312416","0"
"312598","0"
"312602","1"
"312698","0"
"312699","1"
"312759","0"
"312801","0"
"312833","0"
"312843","0"
"312927","0"
"313029","0"
"313177","0"
"313590","1"
"313713","1"
"313886","0"
"313902","0"
"313937","0"
"314085","0"
"314257","0"
"314388","0"
"314432","0"
"314577","0"
"314711","1"
"314781","0"
"314970","0"
"315021","0"
"315289","0"
"315306","0"
"315320","1"
"315350","0"
"315562","0"
"315618","0"
"315656","0"
"315684","0"
"315718","1"
"315850","0"
"315944","0"
"315971","0"
"316027","0"
"316034","0"
"316054","0"
"316056","0"
"316131","0"
"316239","0"
"316245","0"
"316383","0"
"316423","0"
"316562","0"
"316786","0"
"316803","0"
"316812","0"
"316855","0"
"316961","0"
"316975","0"
"316987","0"
"317129","0"
"317216","1"
"317243","0"
"317326","0"
"317421","0"
"317441","0"
"317557","0"
"317591","0"
"317686","1"
"317688","0"
"317700","0"
"317708","1"
"317718","0"
"317834","1"
"317914","0"
"317974","0"
"318070","0"
"318140","0"
"318267","0"
"318374","0"
"318406","0"
"318824","1"
"319133","0"
"319224","0"
"319271","0"
"319302","0"
"319634","0"
"319651","0"
"319731","1"
"319808","0"
"319856","0"
"319921","1"
"320172","0"
"320187","0"
"320220","0"
"320249","0"
"320408","0"
"320413","0"
"320507","0"
"320675","0"
"320700","0"
"320793","0"
"320816","0"
"320876","0"
"320977","0"
"321150","0"
"321299","0"
"321335","0"
"321398","0"
"321503","0"
"321729","0"
"321800","0"
"321905","0"
"321918","0"
"322195","0"
"322336","0"
"322462","0"
"322512","0"
"322717","1"
"322749","0"
"322781","0"
"322861","0"
"322990","0"
"323152","0"
"323209","0"
"323247","0"
"323351","0"
"323456","0"
"323637","0"
"323738","0"
"323847","0"
"323934","0"
"324080","0"
"324097","0"
"324341","1"
"324484","0"
"324524","1"
"324841","0"
"325261","0"
"325479","0"
"325579","0"
"325676","0"
"325779","0"
"325853","0"
"325968","0"
"326033","0"
"326139","0"
"326145","0"
"326149","0"
"326253","1"
"326350","0"
"326388","1"
"326536","1"
"326644","0"
"326830","0"
"326842","0"
"326875","0"
"326923","0"
"326967","0"
"327149","1"
"327331","0"
"327554","0"
"327570","1"
"327658","0"
"327659","0"
"327738","0"
"327757","0"
"327869","1"
"327881","1"
"327897","0"
"328062","0"
"328098","0"
"328333","1"
"328384","0"
"328570","0"
"328622","0"
"328863","0"
"328995","0"
"329122","0"
"329151","0"
"329389","0"
"329684","0"
"329950","0"
"330014","0"
"330218","0"
"330564","0"
"330599","0"
"330685","0"
"330702","0"
"330715","0"
"330852","0"
"330869","0"
"331068","0"
"331372","0"
"331422","0"
"331452","0"
"331461","0"
"331631","1"
"331678","1"
"331701","1"
"331997","0"
"332089","0"
"332111","1"
"332215","0"
"332502","1"
"332532","0"
"332652","1"
"332724","0"
"332753","0"
"332907","0"
"333018","0"
"333398","0"
"333756","0"
"333905","0"
"333909","0"
"333947","0"
"334143","0"
"334192","0"
"334215","0"
"334238","0"
"334244","0"
"334383","1"
"334387","0"
"334432","0"
"334442","0"
"334658","0"
"334720","0"
"334825","0"
"334871","0"
"335043","0"
"335073","0"
"335089","0"
"335115","0"
"335453","0"
"335506","0"
"335522","0"
"335740","0"
"335841","0"
"335894","0"
"335928","1"
"335957","1"
"335973","0"
"335999","0"
"336055","0"
"336374","0"
"336396","0"
"336466","0"
"336517","0"
"336630","1"
"336914","0"
"336935","0"
"336938","0"
"336947","0"
"336955","0"
"337017","1"
"337045","0"
"337274","0"
"337278","0"
"337346","0"
"337665","0"
"337695","0"
"337842","0"
"337914","1"
"337938","0"
"337996","0"
"338152","0"
"338207","0"
"338321","0"
"338344","0"
"338469","0"
"338472","0"
"338501","0"
"338619","0"
"338653","0"
"338722","0"
"338814","0"
"338899","0"
"338933","0"
"339106","0"
"339138","0"
"339165","0"
"339265","0"
"339430","0"
"339517","0"
"339560","0"
"339626","0"
"339909","0"
"339951","0"
"340359","0"
"340434","1"
"340455","1"
"340519","1"
"340626","0"
"340817","0"
"340861","0"
"341095","0"
"341328","0"
"341361","0"
"341483","0"
"341560","1"
"341621","0"
"341683","0"
"341853","0"
"341986","0"
"342095","0"
"342110","0"
"342439","0"
"342467","0"
"342494","1"
"342632","0"
"342695","1"
"342826","1"
"342937","0"
"342965","0"
"343045","0"
"343114","0"
"343125","0"
"343321","0"
"343425","0"
"343569","0"
"343828","0"
"343867","0"
"343927","1"
"343945","0"
"344022","0"
"344142","0"
"344633","0"
"344688","0"
"344705","0"
"344818","0"
"344828","0"
"344833","0"
"344836","0"
"344846","0"
"345517","0"
"345525","0"
"345685","0"
"345741","0"
"345872","1"
"345964","0"
"346024","0"
"346381","1"
"346687","0"
"346710","0"
"346792","0"
"347056","0"
"347086","0"
"347182","0"
"347458","0"
"347643","0"
"347652","0"
"347712","0"
"347721","0"
"347852","0"
"347864","0"
"347874","0"
"347903","0"
"347984","0"
"348040","0"
"348189","0"
"348211","0"
"348543","0"
"348560","0"
"348576","0"
"348756","0"
"348759","0"
"348985","0"
"349018","0"
"349268","0"
"349344","0"
"349490","0"
"349740","0"
"349887","0"
"349920","0"
"350115","0"
"350119","0"
"350270","0"
"350516","1"
"350584","0"
"350630","0"
"350666","0"
"350729","0"
"350756","0"
"350861","0"
"351020","0"
"351062","0"
"351140","0"
"351247","0"
"351312","1"
"351346","0"
"351618","0"
"351707","0"
"351987","0"
"352072","0"
"352216","0"
"352281","0"
"352344","0"
"352462","0"
"352524","0"
"352681","0"
"352695","0"
"353033","0"
"353333","0"
"353429","0"
"353482","0"
"353524","1"
"353533","0"
"353544","0"
"353739","0"
"354106","1"
"354412","0"
"354473","0"
"354531","1"
"354623","0"
"354752","0"
"354785","0"
"354919","0"
"354949","0"
"354954","1"
"354975","1"
"355153","1"
"355169","0"
"355210","0"
"355282","1"
"355415","0"
"355510","0"
"355642","0"
"355660","0"
"355848","0"
"355891","0"
"355965","0"
"355987","1"
"356043","0"
"356074","0"
"356108","0"
"356131","0"
"356194","0"
"356445","1"
"356507","1"
"356659","1"
"356723","0"
"356760","1"
"356909","0"
"357096","1"
"357389","0"
"357429","0"
"357615","0"
"357718","0"
"357760","0"
"357795","1"
"357913","0"
"358167","1"
"358265","0"
"358380","0"
"358670","1"
"358683","0"
"358801","1"
"358929","0"
"358970","0"
"359061","0"
"359081","0"
"359379","1"
"359522","0"
"359602","0"
"359686","0"
"359753","0"
"359931","0"
"360092","0"
"360117","0"
"360165","0"
"360229","1"
"360571","1"
"360613","0"
"360756","1"
"360819","0"
"360856","0"
"360941","0"
"361070","0"
"361077","1"
"361104","1"
"361146","0"
"361149","0"
"361217","1"
"361297","0"
"361446","1"
"361449","1"
"361686","0"
"361689","0"
"361764","1"
"361789","0"
"361859","0"
"361921","0"
"362107","0"
"362200","0"
"362235","0"
"362273","0"
"362645","0"
"362674","0"
"362709","1"
"362731","0"
"362755","1"
"362846","1"
"362865","0"
"362943","0"
"362964","1"
"362979","0"
"363072","0"
"363231","0"
"363323","0"
"363342","0"
"363397","0"
"363398","0"
"363468","0"
"363826","1"
"363837","0"
"364015","0"
"364489","1"
"364619","0"
"364634","0"
"364702","0"
"365047","0"
"365215","0"
"365341","0"
"365599","0"
"365779","0"
"365790","1"
"365933","0"
"366207","0"
"366343","0"
"366416","0"
"366433","1"
"366464","0"
"366604","0"
"366636","0"
"366643","1"
"366668","0"
"366779","1"
"366807","0"
"366983","0"
"367016","0"
"367083","0"
"367203","0"
"367241","0"
"367245","0"
"367307","1"
"367464","0"
"367486","0"
"367499","1"
"367504","0"
"367608","0"
"367645","0"
"367708","0"
"367953","0"
"368012","0"
"368109","0"
"368226","1"
"368245","1"
"368443","0"
"368831","0"
"368964","0"
"368981","0"
"368990","1"
"369344","0"
"369416","1"
"369436","0"
"369555","0"
"369818","1"
"369895","0"
"369923","0"
"370050","0"
"370096","0"
"370505","0"
"370556","0"
"370573","0"
"370758","0"
"371072","0"
"371175","0"
"371252","0"
"371286","0"
"371517","1"
